size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 73, 7,12, 13, 81,  greedy, 51,0.31,   0.012,"[0,3,0,1 3 4,3 2 5,3,8,1,5,6,16,3,10,2,0,4,6,4 17,4,12,4 2,6,4 6 5 3,1,0,2 5,13 2,11 4,5,7,2,2,1 3 0,1 5,0,14,1,3 3,2,5,15 1,1,3 2,9,5,5,3,3 4 3,1,18,6 2 5]","[14,0,11 4,12,2 5,5,1,4,0,5,1 3 4,6,3,5,8,3,9,1 3 0,0,18,4 6 5 3,3 2 5,1,4,13 2,2,10,16,6,3 2,4 17,0,0,1,3,5,2,7,3,5,1,6 2 5,1,6,2,3 4 3,3 3,15 1,2,1 5,4 2]"
 73, 7,12, 13, 81,     pso, 50,0.32,  12.554,"[0,3,0 1 3,4,3 2 5,3,8,1,5,6,16,3,10,2,0,4 6,4 17,4,12,4 2,6,4 6 5 3,1,0,2 5,13 2,11 4,5,7,2,2,1 3 0,1 5,0,14,1,3 3,2,5,15 1,1 3,2,9,5,5,3,3 4 3,1,18,6 2 5]","[14,0,11 4,12,2 5,5,1,4,0,5,1 3,4 6,3,5,8,3,9,1 3 0,0,18,4 6 5 3,3 2 5,1,4,13 2,2,10,16,6,3,2,4 17,0,0 1 3,5,2,7,3,5,1,6 2 5,1,6,2,3 4 3,3 3,15 1,2,1 5,4 2]"
 59, 8,27,  6,  9, combine, 55,0.07,   0.001,"[0 28,6 6,7,7,24,30,4 3,0,4,1,31,17,18,25,14,23,27,4,9,35,5,20,7 8,7,6,8,15,13,7,7,34,12,3,6,11,5,3,8,6,16,0,0,5,3,8,32,1,21,33,4,10,29,26,22,19]","[7 8,6,10,5,7,6 6,4 3,0 28,30,8,23,29,0,32,8,9,26,21,12,25,4,20,13,1,6,5,7,3,35,24,27,7,3,11,0,3,4,31,7,4,18,16,5,19,6,17,14,15,34,33,22,1,0,8,7]"
 59, 8,27,  6,  9,combineS, 55,0.07,   0.001,"[0 28,6 6,7,7,24,30,4 3,0,4,1,31,17,18,25,14,23,27,4,9,35,5,20,7 8,7,6,8,15,13,7,7,34,12,3,6,11,5,3,8,6,16,0,0,5,3,8,32,1,21,33,4,10,29,26,22,19]","[7 8,6,10,5,7,6 6,4 3,0 28,30,8,23,29,0,32,8,9,26,21,12,25,4,20,13,1,6,5,7,3,35,24,27,7,3,11,0,3,4,31,7,4,18,16,5,19,6,17,14,15,34,33,22,1,0,8,7]"
 59, 8,27,  6,  9,  greedy, 54,0.09,   0.009,"[0,28,6 6,7,7,24,30,4 3 0,4,1,31,17,18,25,14,23,27,4,9,35,5,20,7,8 7,6,8,15,13,7,7,34,12,3,6,11,5,3,8 6,16,0,0,5,3,8,32,1,21,33,4,10,29,26,22,19]","[7,8 6,10,5,7,6 6,4 3 0,28,30,8,23,29,0,32,8,9,26,21,12,25,4,20,13,1,6,5,7,3,35,24,27,7,3,11,0,3,4,31,7,4,18,16,5,19,6,17,14,15,34,33,22,1,0,8 7]"
 59, 8,27,  6,  9,     pso, 54,0.09,   0.597,"[0,28,6 6,7,7,24,30,4 3 0,4,1,31,17,18,25,14,23,27,4,9,35,5,20,7,8 7,6,8,15,13,7,7,34,12,3,6,11,5,3,8 6,16,0,0,5,3,8,32,1,21,33,4,10,29,26,22,19]","[7,8 6,10,5,7,6 6,4 3 0,28,30,8,23,29,0,32,8,9,26,21,12,25,4,20,13,1,6,5,7,3,35,24,27,7,3,11,0,3,4,31,7,4,18,16,5,19,6,17,14,15,34,33,22,1,0,8 7]"
 65, 6,19, 12, 49, combine, 53,0.19,   0.000,"[5,8,4,19,2 3,5 4,0,15 4,0,22,9,18,2 4,2,20,7,16,3 0,5 21,1,5,14,4 2,3 23,4 2,2,1 0,4 3,1,4,0,3,4,3,11,0,24,10,4,3,0,2 0,4,6,5,12,17,1,3,0,3,13,4]","[13,20,19,14,22,3,1 0,6,4 3,15 4,4,4 2,2 4,0,9,4,1,24,3 23,0,5 4,3,5,3,17,4,18,0,4,5 21,3,5,11,2 3,0,8,7,1,4 2,1,12,4,2 0,0,5,10,3 0,3,2,2,4,16,0]"
 65, 6,19, 12, 49,combineS, 53,0.19,   0.001,"[5,8,4,19,2 3,5 4,0,15 4,0,22,9,18,2 4,2,20,7,16,3 0,5 21,1,5,14,4 2,3 23,4 2,2,1 0,4 3,1,4,0,3,4,3,11,0,24,10,4,3,0,2 0,4,6,5,12,17,1,3,0,3,13,4]","[13,20,19,14,22,3,1 0,6,4 3,15 4,4,4 2,2 4,0,9,4,1,24,3 23,0,5 4,3,5,3,17,4,18,0,4,5 21,3,5,11,2 3,0,8,7,1,4 2,1,12,4,2 0,0,5,10,3 0,3,2,2,4,16,0]"
 65, 6,19, 12, 49,  greedy, 50,0.23,   0.010,"[5,8,4,19,2 3,5 4,0,15 4,0,22,9,18,2 4,2,20,7,16,3,0,5 21,1,5,14,4 2,3 23,4 2 2,1 0,4 3,1,4 0,3,4,3,11,0,24,10,4,3,0,2,0 4,6,5,12,17,1,3 0 3,13,4]","[13,20,19,14,22,3,1 0,6,4 3,15 4,4,4 2 2,4 0,9,4,1,24,3 23,0,5 4,3,5,3,17,4,18,0 4,5 21,3,5,11,2 3,0,8,7,1,4 2,1,12,4,2,0,0,5,10,3 0 3,2,2 4,16,0]"
 65, 6,19, 12, 49,     pso, 48,0.27,   7.877,"[5,8,4,19,2,3 5,4,0,15 4,0,22,9,18,2 4,2,20,7,16,3 0,5 21,1,5,14,4 2,3 23,4 2 2,1,0 4,3 1,4 0,3,4 3,11,0,24,10,4 3,0,2 0,4,6,5,12,17,1,3 0 3,13,4]","[13,20,19,14,22,3 1,0,6,4 3,15 4,4,4 2 2,4 0,9,4,1,24,3 23,0,5,4 3,5,3,17,4,18,0 4,5 21,3 5,11,2,3 0,8,7,1,4 2,1,12,4,2 0,0,5,10,3 0 3,2,2 4,16,0]"
 47, 4,30,  5, 10, combine, 39,0.17,   0.000,"[0,1 1,14 3,2 5,18,19 1,20,25,31,7,27,0,30,17,15,10,8,22,11,0 33,12,0 9,21,0,34,6,26,2,24,13,2 3,1,28,29 2,23,32,1,3,16]","[0,20,34,17,0,28,15,18,14 3,12,8,32,11,22,1,2 5,31,30,25,0 9,3,10,16,24,6,0,26,23,2 3,1 1,13,27,1,21,2,29 2,0 33,7,19 1]"
 47, 4,30,  5, 10,combineS, 39,0.17,   0.001,"[0,1 1,14 3,2 5,18,19 1,20,25,31,7,27,0,30,17,15,10,8,22,11,0 33,12,0 9,21,0,34,6,26,2,24,13,2 3,1,28,29 2,23,32,1,3,16]","[0,20,34,17,0,28,15,18,14 3,12,8,32,11,22,1,2 5,31,30,25,0 9,3,10,16,24,6,0,26,23,2 3,1 1,13,27,1,21,2,29 2,0 33,7,19 1]"
 47, 4,30,  5, 10,  greedy, 39,0.17,   0.008,"[0,1,1,14 3,2 5,18,19 1,20,25,31,7,27,0,30,17,15,10,8,22,11,0 33,12,0 9,21,0,34,6,26,2,24,13,2 3 1,28,29 2,23,32,1,3,16]","[0,20,34,17,0,28,15,18,14 3,12,8,32,11,22,1,2 5,31,30,25,0 9,3,10,16,24,6,0,26,23,2 3 1,1,13,27,1,21,2,29 2,0 33,7,19 1]"
 47, 4,30,  5, 10,     pso, 39,0.17,   1.508,"[0,1,1,14 3,2 5,18,19 1,20,25,31,7,27,0,30,17,15,10,8,22,11,0 33,12,0 9,21,0,34,6,26,2,24,13,2 3 1,28,29 2,23,32,1,3,16]","[0,20,34,17,0,28,15,18,14 3,12,8,32,11,22,1,2 5,31,30,25,0 9,3,10,16,24,6,0,26,23,2 3 1,1,13,27,1,21,2,29 2,0 33,7,19 1]"
 55, 9,10,  7, 18, combine, 47,0.15,   0.000,"[2 2,3 4,5 1,1,1,4,8,0,10,3,5,3,7 4,5,18,3,8 7,7,5,0,5,2,7,0,13,6,14,11 0,5,7,2 1,9,12,17,6,3 6,5,1,6,7,8,1,1,4,16,8,15]","[2,3,0,4,3 6,7 4,1,7,7,7,1,14,1,8,4,17,12,6,18,8 7,0,5 1,2 2,16,6,1,5,10,5,5,5,5,8,5,3 4,6,11 0,3,13,1,15,0,3,2 1,8,7,9]"
 55, 9,10,  7, 18,combineS, 47,0.15,   0.001,"[2 2,3 4,5 1,1,1,4,8,0,10,3,5,3,7 4,5,18,3,8 7,7,5,0,5,2,7,0,13,6,14,11 0,5,7,2 1,9,12,17,6,3 6,5,1,6,7,8,1,1,4,16,8,15]","[2,3,0,4,3 6,7 4,1,7,7,7,1,14,1,8,4,17,12,6,18,8 7,0,5 1,2 2,16,6,1,5,10,5,5,5,5,8,5,3 4,6,11 0,3,13,1,15,0,3,2 1,8,7,9]"
 55, 9,10,  7, 18,  greedy, 46,0.17,   0.010,"[2,2 3,4,5,1,1,1,4,8,0,10,3,5 3,7 4,5,18,3,8 7,7,5,0,5,2,7 0,13,6,14,11 0,5,7,2 1,9,12,17,6,3 6,5 1,6,7,8,1,1,4,16,8,15]","[2 3,0,4,3 6,7 4,1,7,7,7,1,14,1,8,4,17,12,6,18,8,7 0,5 1,2,2,16,6,1,5,10,5,5,5,5,8,5 3,4,6,11 0,3,13,1,15,0,3,2 1,8 7,9]"
 55, 9,10,  7, 18,     pso, 46,0.17,   2.984,"[2,2 3,4,5,1,1,1,4,8,0,10,3,5 3,7 4,5,18,3,8 7,7,5,0,5,2,7 0,13,6,14,11 0,5,7,2 1,9,12,17,6,3 6,5 1,6,7,8,1,1,4,16,8,15]","[2 3,0,4,3 6,7 4,1,7,7,7,1,14,1,8,4,17,12,6,18,8,7 0,5 1,2,2,16,6,1,5,10,5,5,5,5,8,5 3,4,6,11 0,3,13,1,15,0,3,2 1,8 7,9]"
 78,10,10, 11, 49, combine, 62,0.21,   0.001,"[8,3,2 3,0,17,3,13 0,0 7,3,7,8,1,18,14,19,4,0,5 5,7 4,6,0,0 3,9,16,6 1,5,4 3,6,8 4,7,2,4,8,1,3,3 0,12,5,5,1,2,5,4,1 4,6 7,5,15,9,9 0,1,7,9,2,3,6,11,5 9,10,7 3,3 5,0,4]","[7 4,9,5 9,5 5,1 4,7 3,5,2,9 0,2,7,3,4,7,0,1,0,4 3,3,4,7,5,0 7,6 1,15,8 4,3 0,6,17,11,2 3,16,1,12,6,4,6 7,9,0 3,1,6,1,5,10,19,3 5,8,18,8,2,14,13 0,4,9,3,5,3,8,0,3,5,0]"
 78,10,10, 11, 49,combineS, 62,0.21,   0.002,"[8,3,2 3,0,17,3,13 0,0 7,3,7,8,1,18,14,19,4,0,5 5,7 4,6,0,0 3,9,16,6 1,5,4 3,6,8 4,7,2,4,8,1,3,3 0,12,5,5,1,2,5,4,1 4,6 7,5,15,9,9 0,1,7,9,2,3,6,11,5 9,10,7 3,3 5,0,4]","[7 4,9,5 9,5 5,1 4,7 3,5,2,9 0,2,7,3,4,7,0,1,0,4 3,3,4,7,5,0 7,6 1,15,8 4,3 0,6,17,11,2 3,16,1,12,6,4,6 7,9,0 3,1,6,1,5,10,19,3 5,8,18,8,2,14,13 0,4,9,3,5,3,8,0,3,5,0]"
 78,10,10, 11, 49,  greedy, 60,0.23,   0.022,"[8,3,2,3 0,17,3,13 0,0,7 3,7,8,1,18,14,19,4,0,5,5,7 4,6,0,0,3,9,16,6 1 5,4 3,6,8 4,7,2,4,8,1,3,3,0,12,5 5 1,2,5,4,1,4 6 7,5,15,9,9 0,1,7,9,2 3,6,11,5 9,10,7 3,3 5 0,4]","[7 4,9,5 9,5 5 1,4,7 3,5,2,9,0,2,7 3,4,7,0,1,0,4 3,3,4,7,5,0,7,6,1,15,8 4,3 0,6,17,11,2 3,16,1,12,6,4 6 7,9 0,3,1,6 1 5,10,19,3,5,8,18,8,2,14,13 0,4,9,3,5,3,8,0,3 5 0]"
 78,10,10, 11, 49,     pso, 58,0.26,   8.536,"[8,3,2,3 0,17,3,13 0,0,7 3,7,8,1,18,14,19,4,0,5,5,7 4,6,0,0 3,9,16,6 1 5,4 3,6,8 4,7,2,4,8,1,3,3,0,12,5 5 1,2,5,4,1,4 6,7 5,15,9,9,0 1,7 9,2 3,6,11,5 9,10,7 3,3 5 0,4]","[7 4,9,5 9,5 5 1,4,7 3,5,2,9,0,2,7 3,4,7,0 1,0,4 3,3,4,7 5,0,7,6,1,15,8 4,3 0,6,17,11,2 3,16,1,12,6,4 6,7 9,0 3,1,6 1 5,10,19,3,5,8,18,8,2,14,13 0,4,9,3,5,3,8,0,3 5 0]"
 70, 5,18, 16, 88, combine, 51,0.28,   0.001,"[4 3,1 3,19,17,10,3 1,3 1,15,1 1,4,2,3 3 21,1 2,4 0 3,22,3 0,1,7,2,4 0 1,0 2,1,16,3,8,4,0 3,4,20,1 1,0,4,2,3,3,3,4,1 3,6 3,12,5,1,2,3,9,1,13,14,0,11,2 18]","[2,0 2,7,0 3,3 1,20,2,1,4,9,3,12,11,3 0,4 0 1,19,10,4,4,14,3 1,1,17,3,4 0 3,1 2,1 3,1,22,2 18,5,2,4 3,3,1 3,13,3,0,1 1,3 3 21,16,4,3,1,4,6 3,1 1,8,0,15,2]"
 70, 5,18, 16, 88,combineS, 51,0.28,   0.001,"[4 3,1 3,19,17,10,3 1,3 1,15,1 1,4,2,3 3 21,1 2,4 0 3,22,3 0,1,7,2,4 0 1,0 2,1,16,3,8,4,0 3,4,20,1 1,0,4,2,3,3,3,4,1 3,6 3,12,5,1,2,3,9,1,13,14,0,11,2 18]","[2,0 2,7,0 3,3 1,20,2,1,4,9,3,12,11,3 0,4 0 1,19,10,4,4,14,3 1,1,17,3,4 0 3,1 2,1 3,1,22,2 18,5,2,4 3,3,1 3,13,3,0,1 1,3 3 21,16,4,3,1,4,6 3,1 1,8,0,15,2]"
 70, 5,18, 16, 88,  greedy, 50,0.29,   0.010,"[4 3 1,3,19,17,10,3 1 3,1,15,1 1,4,2,3 3 21,1 2,4 0 3,22,3 0 1,7,2,4 0 1,0 2,1,16,3,8,4,0,3,4,20,1 1,0,4,2,3 3,3,4,1 3,6 3,12,5,1,2,3,9,1,13,14,0,11,2 18]","[2,0 2,7,0,3 3,1,20,2,1,4,9,3,12,11,3,0,4 0 1,19,10,4,4,14,3,1 1,17,3,4 0 3,1 2,1 3,1,22,2 18,5,2,4,3,3 1 3,13,3 0 1,1,3 3 21,16,4 3 1,4,6 3,1 1,8,0,15,2]"
 70, 5,18, 16, 88,     pso, 48,0.32,  15.172,"[4 3 1,3,19,17,10,3 1,3 1,15,1 1,4,2,3 3 21,1,2 4,0 3,22,3 0 1,7,2,4 0 1,0 2,1,16,3,8,4 0 3,4,20,1 1,0,4,2,3 3,3,4,1 3,6,3 12,5,1 2,3,9,1,13,14,0,11,2 18]","[2,0 2,7,0 3,3 1,20,2,1,4,9,3 12,11,3,0,4 0 1,19,10,4,4,14,3,1 1,17,3,4 0 3,1 2,1,3 1,22,2 18,5,2 4,3 3,1 3,13,3 0 1,1,3 3 21,16,4 3 1,4,6,3,1 1,8,0,15,2]"
 57, 7,15,  9, 25, combine, 46,0.20,   0.000,"[0,6,15,1,6 0,8,20,4,16,4 3,14,6,0 1,7,3 3,3,5 3,0,6,1,1,5,12,0,10,13,5,1 0,4,3,2 1,4,0,2,17,1,19,21,11,2 3,2,9 6,2 0,0,6 4,18]","[2 0,15,18,1,21,1 0,2,4,13,0,14,6 0,1,2,4,9 6,5 3,6,3,10,6,6 4,17,0 1,0,8,1,0,3,20,5,2 3,4,4 3,19,0,11,12,3 3,0,5,6,16,1,2 1,7]"
 57, 7,15,  9, 25,combineS, 44,0.23,   0.001,"[0,6,15,1,6,0 8,20,4,16,4 3,14 6 0 1,7,3 3,3,5 3,0,6,1,1,5,12,0,10,13,5,1 0,4,3,2 1,4,0,2,17,1,19,21,11,2 3,2,9 6,2 0,0,6 4,18]","[2 0,15,18,1,21,1 0,2,4,13,0,14 6 0 1,2,4,9 6,5 3,6,3,10,6,6 4,17,0,1,0 8,1,0,3,20,5,2 3,4,4 3,19,0,11,12,3 3,0,5,6,16,1,2 1,7]"
 57, 7,15,  9, 25,  greedy, 44,0.23,   0.009,"[0,6,15,1,6,0 8,20,4,16,4,3,14 6 0 1,7,3 3,3,5 3,0,6,1,1,5,12,0,10,13,5,1 0,4 3,2 1,4,0,2,17,1,19,21,11,2 3,2,9 6,2 0,0,6 4,18]","[2 0,15,18,1,21,1 0,2,4,13,0,14 6 0 1,2,4,9 6,5 3,6,3,10,6,6 4,17,0,1,0 8,1,0,3,20,5,2 3,4,4 3,19,0,11,12,3 3,0,5,6,16,1,2 1,7]"
 57, 7,15,  9, 25,     pso, 43,0.25,   3.840,"[0,6,15,1,6,0 8,20,4,16,4,3,14 6 0 1,7,3 3,3,5 3,0,6,1,1,5,12,0,10,13,5,1 0,4 3,2 1,4,0 2,17,1,19,21,11,2 3,2,9 6,2 0,0,6 4,18]","[2 0,15,18,1,21,1,0 2,4,13,0,14 6 0 1,2,4,9 6,5 3,6,3,10,6,6 4,17,0,1,0 8,1 0,3,20,5,2 3,4,4 3,19,0,11,12,3 3,0,5,6,16,1,2 1,7]"
 78, 8,30,  9, 21, combine, 67,0.14,   0.001,"[25,15,17,3 3,3,36,10,4,3,3,5 3,26,7,9,5,4 0 0,23,1,6,5,37,24,11,4,21,5,18,35,19,27,5,5 7,30,3,28,0,2,29 4,2,32,34,13,1,20,12,22,2,2,33,4,14,5,2 6,2 1,6,1,31,3,7,5,16 0,3,8 4,6,6,0 6,1]","[35,8 4,5,6,4,19,1,0,1,37,28,3,2,5 7,5,17,13,31,5 3,7,2,21,0 6,27,1,11,10,2,4 0 0,6,26,1,34,3 3,5,22,3,2 6,3,25,4,7,36,5,15,5,3,16 0,23,3,6,12,3,24,4,5,30,6,14,18,2 1,29 4,20,33,2,9,32]"
 78, 8,30,  9, 21,combineS, 68,0.13,   0.002,"[25,15,17,3 3,3,36,10,4,3,3,5 3,26,7,9,5,4 0,0 23,1,6,5,37,24,11,4,21,5,18,35,19,27,5,5 7,30,3,28,0,2,29 4,2,32,34,13,1,20,12,22,2,2,33,4,14,5,2 6,2 1,6,1,31,3,7,5,16,0,3,8 4,6,6,0 6,1]","[35,8 4,5,6,4,19,1,0,1,37,28,3,2,5 7,5,17,13,31,5 3,7,2,21,0 6,27,1,11,10,2,4 0,0,6,26,1,34,3 3,5,22,3,2 6,3,25,4,7,36,5,15,5,3,16,0 23,3,6,12,3,24,4,5,30,6,14,18,2 1,29 4,20,33,2,9,32]"
 78, 8,30,  9, 21,  greedy, 67,0.14,   0.024,"[25,15,17,3,3,3,36,10,4,3 3 5,3,26,7,9,5,4 0 0,23,1,6,5,37,24,11,4,21,5,18,35,19,27,5,5,7,30,3,28,0,2,29 4,2,32,34,13,1,20,12,22,2,2,33,4,14,5,2 6,2 1,6,1,31,3,7 5,16 0,3,8 4,6,6,0 6,1]","[35,8 4,5,6,4,19,1,0,1,37,28,3,2,5,7 5,17,13,31,5,3,7,2,21,0 6,27,1,11,10,2,4 0 0,6,26,1,34,3 3 5,22,3,2 6,3,25,4,7,36,5,15,5,3,16 0,23,3,6,12,3,24,4,5,30,6,14,18,2 1,29 4,20,33,2,9,32]"
 78, 8,30,  9, 21,     pso, 66,0.16,   2.760,"[25,15,17,3,3 3,36,10,4,3,3,5 3,26,7,9,5,4 0 0,23,1,6,5,37,24,11,4,21,5,18,35,19,27,5,5 7,30,3,28,0,2,29 4,2,32,34,13,1,20,12,22,2,2,33,4,14,5,2 6,2 1,6,1,31,3 7,5,16 0,3,8 4,6,6,0 6,1]","[35,8 4,5,6,4,19,1,0,1,37,28,3,2,5 7,5,17,13,31,5,3 7,2,21,0 6,27,1,11,10,2,4 0 0,6,26,1,34,3 3,5,22,3,2 6,3,25,4,7,36,5,15,5 3,16 0,23,3,6,12,3,24,4,5,30,6,14,18,2 1,29 4,20,33,2,9,32]"
 65, 9,29,  6,  6, combine, 61,0.06,   0.001,"[5,0,1,27,4,3,3,8,6,16,20,11,31,7,18,6,4,22,12,4,29,2,17,8,9,23,7,8,33,2,2,6,4,0,35,8,21,32,10,7,30,34,37,8,24,26,36,6,1,5 2,14,1 3,13,8,3,19,5,28,25,0 3 4,15]","[22,14,3,6,7,29,8,28,35,1 3,6,33,25,1,6,37,5,12,1,10,11,3,2,8,36,24,27,8,8,0 3 4,2,0,8,18,5 2,34,7,6,13,4,16,15,9,32,26,20,5,30,2,0,23,4,7,3,4,21,19,4,31,8,17]"
 65, 9,29,  6,  6,combineS, 61,0.06,   0.001,"[5,0,1,27,4,3,3,8,6,16,20,11,31,7,18,6,4,22,12,4,29,2,17,8,9,23,7,8,33,2,2,6,4,0,35,8,21,32,10,7,30,34,37,8,24,26,36,6,1,5 2,14,1 3,13,8,3,19,5,28,25,0 3 4,15]","[22,14,3,6,7,29,8,28,35,1 3,6,33,25,1,6,37,5,12,1,10,11,3,2,8,36,24,27,8,8,0 3 4,2,0,8,18,5 2,34,7,6,13,4,16,15,9,32,26,20,5,30,2,0,23,4,7,3,4,21,19,4,31,8,17]"
 65, 9,29,  6,  6,  greedy, 61,0.06,   0.018,"[5,0,1,27,4,3,3,8,6,16,20,11,31,7,18,6,4,22,12,4,29,2,17,8,9,23,7,8,33,2,2,6,4,0,35,8,21,32,10,7,30,34,37,8,24,26,36,6,1,5 2,14,1 3,13,8,3,19,5,28,25,0 3 4,15]","[22,14,3,6,7,29,8,28,35,1 3,6,33,25,1,6,37,5,12,1,10,11,3,2,8,36,24,27,8,8,0 3 4,2,0,8,18,5 2,34,7,6,13,4,16,15,9,32,26,20,5,30,2,0,23,4,7,3,4,21,19,4,31,8,17]"
 65, 9,29,  6,  6,     pso, 61,0.06,   0.391,"[5,0,1,27,4,3,3,8,6,16,20,11,31,7,18,6,4,22,12,4,29,2,17,8,9,23,7,8,33,2,2,6,4,0,35,8,21,32,10,7,30,34,37,8,24,26,36,6,1,5 2,14,1 3,13,8,3,19,5,28,25,0 3 4,15]","[22,14,3,6,7,29,8,28,35,1 3,6,33,25,1,6,37,5,12,1,10,11,3,2,8,36,24,27,8,8,0 3 4,2,0,8,18,5 2,34,7,6,13,4,16,15,9,32,26,20,5,30,2,0,23,4,7,3,4,21,19,4,31,8,17]"
 50, 6,23,  7, 15, combine, 42,0.16,   0.000,"[5,29,15,3,2,1,6,2 5 3,0 3,19,28,20,17,23,9,6,24,8,6,18,6 11,2,27,1 13,0,22,2,26 6 1 2,16,12,1,14,10,30,21,25,6,1,1,1,5,6]","[15,18,1,3,30,1,2,25,10,1,12,6,6,19,20,1 13,5,1,21,2,2,24,1,0 3,29,6,23,26 6 1 2,6,17,0,8,9,16,6,14,28,27,22,2 5 3,6 11,5]"
 50, 6,23,  7, 15,combineS, 42,0.16,   0.001,"[5,29,15,3,2,1,6,2,5 3,0 3,19,28,20,17,23,9,6,24,8,6,18,6 11,2,27,1 13,0,22 2,26 6 1 2,16,12,1,14,10,30,21,25,6,1,1,1,5,6]","[15,18,1,3,30,1,2,25,10,1,12,6,6,19,20,1 13,5,1,21,2,2,24,1,0 3,29,6,23,26 6 1 2,6,17,0,8,9,16,6,14,28,27,22 2,5 3,6 11,5]"
