size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right
 44, 6,21,  6,  7,   , combine, 40,0.09,   0.001,"[17 2,18,2 0,3,23,2,21,9,4 2,25,15,19,6,24,1,11,4,4,0,26,3,5,0,1,4,16,20,10,1,5 2,2,8,14,5,22,1,13,7,12,5]","[8,5,16,4 2,20,2,12,22,17 2,26,1,24,5 2,4,10,18,9,23,5,4,2 0,5,2,11,1,3,19,15,4,7,0,0,3,13,25,14,6,1,1,21]"
 44, 6,21,  6,  7,   ,combineS, 40,0.09,   0.001,"[17 2,18,2 0,3,23,2,21,9,4 2,25,15,19,6,24,1,11,4,4,0,26,3,5,0,1,4,16,20,10,1,5 2,2,8,14,5,22,1,13,7,12,5]","[8,5,16,4 2,20,2,12,22,17 2,26,1,24,5 2,4,10,18,9,23,5,4,2 0,5,2,11,1,3,19,15,4,7,0,0,3,13,25,14,6,1,1,21]"
 44, 6,21,  6,  7,   ,  greedy, 40,0.09,   0.007,"[17 2,18,2 0,3,23,2,21,9,4 2,25,15,19,6,24,1,11,4,4,0,26,3,5,0,1,4,16,20,10,1,5 2,2,8,14,5,22,1,13,7,12,5]","[8,5,16,4 2,20,2,12,22,17 2,26,1,24,5 2,4,10,18,9,23,5,4,2 0,5,2,11,1,3,19,15,4,7,0,0,3,13,25,14,6,1,1,21]"
 44, 6,21,  6,  7,  0,     pso, 40,0.09,   0.776,"[17 2,18,2 0,3,23,2,21,9,4 2,25,15,19,6,24,1,11,4,4,0,26,3,5,0,1,4,16,20,10,1,5 2,2,8,14,5,22,1,13,7,12,5]","[8,5,16,4 2,20,2,12,22,17 2,26,1,24,5 2,4,10,18,9,23,5,4,2 0,5,2,11,1,3,19,15,4,7,0,0,3,13,25,14,6,1,1,21]"
 62, 5,14, 15, 84,   , combine, 44,0.30,   0.001,"[1,3 0 4,15,9,3 2,1,16,3 3,3,2,13 2,3,2 7 1,12,2 4,3 0,10,2 3 3,1,2,4,8,2,3,1,17,4,3 0,1,3 3,2,4,0,11,5,4 2,4,3 6,0 1 0,0,14,1,18 2,3]","[13 2,2,3 2,3,5,15,2 4,3 0 4,1,1,4,1,2 7 1,2,11,3,8,3 6,3 3,1,4,4,18 2,0,16,1,14,10,3,12,3,3 0,4,4 2,2,2,0 1 0,3 3,3 0,9,1,2 3 3,0,17]"
 62, 5,14, 15, 84,   ,combineS, 44,0.30,   0.001,"[1,3 0 4,15,9,3 2,1,16,3 3,3,2,13 2,3,2 7 1,12,2 4,3 0,10,2 3 3,1,2,4,8,2,3,1,17,4,3 0,1,3 3,2,4,0,11,5,4 2,4,3 6,0 1 0,0,14,1,18 2,3]","[13 2,2,3 2,3,5,15,2 4,3 0 4,1,1,4,1,2 7 1,2,11,3,8,3 6,3 3,1,4,4,18 2,0,16,1,14,10,3,12,3,3 0,4,4 2,2,2,0 1 0,3 3,3 0,9,1,2 3 3,0,17]"
 62, 5,14, 15, 84,   ,  greedy, 43,0.31,   0.010,"[1,3 0 4,15,9,3,2,1,16,3 3 3,2,13,2 3 2,7 1,12,2 4 3 0,10,2 3 3,1 2,4,8,2,3,1,17,4,3,0,1,3 3,2,4,0,11,5,4 2,4,3 6,0 1 0,0,14,1,18 2,3]","[13,2,2 3 2,3,5,15,2 4 3 0,4,1,1,4,1 2,7 1,2,11,3,8,3 6,3 3,1,4,4,18 2,0,16,1,14,10,3,12,3,3 0 4,4 2,2,2,0 1 0,3 3 3,0,9,1,2 3 3,0,17]"
 62, 5,14, 15, 84,  0,     pso, 43,0.31,  20.300,"[1,3 0 4,15,9,3,2,1,16,3 3 3,2,13,2 3 2,7 1,12,2 4 3 0,10,2 3 3,1 2,4,8,2,3 1,17,4,3,0,1,3,3,2,4,0,11,5,4 2,4,3 6,0 1 0,0,14,1,18 2,3]","[13,2,2 3 2,3,5,15,2 4 3 0,4,1,1,4,1 2,7 1,2,11,3,8,3 6,3,3 1,4,4,18 2,0,16,1,14,10,3,12,3,3 0 4,4 2,2,2,0 1 0,3 3 3,0,9,1,2 3 3,0,17]"
 46, 9,12,  7, 15,   , combine, 38,0.18,   0.000,"[12,2 1,4,6 4,20,1,6 1,19,15,0,6,0 8,8,3 2,14,18,1,0 1,1,5,10,7,5,8,3,16,5,17,3,2,7,9,8,3 4,3,13,2,1 11]","[7,4,2 1,1,7,8,1,15,19,3 4,9,14,1,8,6 1,0 1,5,3 2,5,0,5,3,8,6 4,3,1 11,6,18,2,3,12,10,13,16,17,20,0 8,2]"
 46, 9,12,  7, 15,   ,combineS, 38,0.18,   0.001,"[12,2 1,4,6 4,20,1,6 1,19,15,0,6,0 8,8,3 2,14,18,1,0 1,1,5,10,7,5,8,3,16,5,17,3,2,7,9,8,3 4,3,13,2,1 11]","[7,4,2 1,1,7,8,1,15,19,3 4,9,14,1,8,6 1,0 1,5,3 2,5,0,5,3,8,6 4,3,1 11,6,18,2,3,12,10,13,16,17,20,0 8,2]"
 46, 9,12,  7, 15,   ,  greedy, 38,0.18,   0.007,"[12,2 1,4,6 4,20,1,6,1,19,15,0,6,0 8,8,3,2,14,18,1 0 1,1,5,10,7,5,8,3,16,5,17,3 2,7,9,8,3 4,3,13,2,1 11]","[7,4,2 1,1,7,8,1,15,19,3 4,9,14,1,8,6,1 0 1,5,3 2,5,0,5,3,8,6 4,3,1 11,6,18,2,3,12,10,13,16,17,20,0 8,2]"
 46, 9,12,  7, 15,  0,     pso, 38,0.18,   2.637,"[12,2 1,4,6 4,20,1,6,1,19,15,0,6,0 8,8,3 2,14,18,1 0 1,1,5,10,7,5,8,3,16,5,17,3,2,7,9,8,3 4,3,13,2,1 11]","[7,4,2 1,1,7,8,1,15,19,3 4,9,14,1,8,6,1 0 1,5,3 2,5,0,5,3,8,6 4,3,1 11,6,18,2,3,12,10,13,16,17,20,0 8,2]"
 65, 7,11,  9, 53,   , combine, 49,0.25,   0.001,"[6 1,6 2,6 6,5 6,10,5,12,1,9 0 4,14,4,11,3,4 2 5,1,2 2,0,5 0,2,5,4,5,2,5 0,5,6,7,6,5,8,1,15,1 0,2,3 16,3,1,2,3,0 3,3,4 6,1,0 3,13,17,0,0,1]","[4 6,3,3,2,1,4 2 5,2,1,1,1,14,12,4,1,5 0,0 3,8,6 2,5 0,0 3,5 6,3,10,17,5,1,6 6,7,2 2,5,5,6 1,2,11,4,3,1 0,0,2,13,6,0,6,15,5,0,3 16,5,9 0 4]"
 65, 7,11,  9, 53,   ,combineS, 49,0.25,   0.001,"[6 1,6 2,6,6,5 6,10,5,12,1,9 0 4,14,4,11,3,4 2 5,1,2 2,0,5 0,2,5,4,5,2,5 0,5,6 7,6,5,8,1,15,1 0,2,3 16,3,1,2,3,0 3,3,4 6,1,0 3,13,17,0,0,1]","[4 6,3,3,2,1,4 2 5,2,1,1,1,14,12,4,1,5 0,0 3,8,6 2,5 0,0 3,5 6,3,10,17,5,1,6,6 7,2 2,5,5,6 1,2,11,4,3,1 0,0,2,13,6,0,6,15,5,0,3 16,5,9 0 4]"
 65, 7,11,  9, 53,   ,  greedy, 48,0.27,   0.014,"[6 1,6,2,6 6,5 6,10,5,12,1,9 0 4,14,4,11,3,4 2 5,1,2 2,0,5 0,2,5,4,5,2 5 0,5,6,7,6,5,8,1,15,1,0,2,3 16,3 1,2,3,0 3,3,4 6,1,0 3,13,17,0 0,1]","[4 6,3,3,2,1,4 2 5,2,1,1,1,14,12,4,1,5 0,0 3,8,6,2 5 0,0 3,5 6,3,10,17,5,1,6 6,7,2 2,5,5,6 1,2,11,4,3 1,0 0,2,13,6,0,6,15,5,0,3 16,5,9 0 4]"
 65, 7,11,  9, 53,  0,     pso, 46,0.30,  13.316,"[6,1,6 2,6 6,5 6,10,5,12,1,9 0 4,14,4,11,3,4 2 5,1 2,2,0,5 0,2 5,4,5,2,5 0,5 6,7,6,5,8,1,15,1,0 2,3 16,3 1,2,3,0,3 3,4 6,1,0 3,13,17,0 0,1]","[4 6,3 3,2,1,4 2 5,2,1,1,1,14,12,4,1,5 0,0 3,8,6 2,5,0 0,3,5 6,3,10,17,5,1,6 6,7,2,2 5,5 6,1 2,11,4,3 1,0,0 2,13,6,0,6,15,5 0,3 16,5,9 0 4]"
 73, 7,28, 10, 24,   , combine, 60,0.18,   0.001,"[32,7,4,0,19,24,2 3,5,5,10,26,5,22,0,21,3 3,4,3,9,1,33,6 29,5,30,2 6,5 14,23,31,8 6,3,18,6,6 0,0,17,6,20,2 3,2,1,16,13,11,0 0,2,34,0 12,2 4,28,0,15,3,2 0,27,25,0 4,6,4,3,1]","[32,5,23,8 6,2,2 0,6 29,2 3,4,6 0,3,0,11,2 3,1,17,15,18,3,20,0 0,31,33,24,22,13,6,34,9,28,19,2,0,3,5 14,21,5,0,0 12,0,3,0 4,2 6,1,7,5,4,16,26,25,10,6,30,3 3,5,1,6,27,4,2 4]"
 73, 7,28, 10, 24,   ,combineS, 60,0.18,   0.001,"[32,7,4,0,19,24,2 3,5,5,10,26,5,22,0,21,3 3,4,3,9,1,33,6 29,5,30,2 6,5 14,23,31,8 6,3,18,6,6 0,0,17,6,20,2 3,2,1,16,13,11,0 0,2,34,0 12,2 4,28,0,15,3,2 0,27,25,0 4,6,4,3,1]","[32,5,23,8 6,2,2 0,6 29,2 3,4,6 0,3,0,11,2 3,1,17,15,18,3,20,0 0,31,33,24,22,13,6,34,9,28,19,2,0,3,5 14,21,5,0,0 12,0,3,0 4,2 6,1,7,5,4,16,26,25,10,6,30,3 3,5,1,6,27,4,2 4]"
 73, 7,28, 10, 24,   ,  greedy, 60,0.18,   0.020,"[32,7,4,0,19,24,2,3 5,5,10,26,5,22,0,21,3,3,4,3,9,1,33,6 29,5,30,2 6,5 14,23,31,8 6,3,18,6,6 0,0,17,6,20,2 3,2,1,16,13,11,0 0,2,34,0 12,2 4,28,0,15,3,2 0,27,25,0 4,6,4,3 1]","[32,5,23,8 6,2,2 0,6 29,2 3,4,6 0,3,0,11,2,3 1,17,15,18,3,20,0 0,31,33,24,22,13,6,34,9,28,19,2,0,3,5 14,21,5,0,0 12,0,3,0 4,2 6,1,7,5,4,16,26,25,10,6,30,3,3 5,1,6,27,4,2 4]"
 73, 7,28, 10, 24,  0,     pso, 60,0.18,   5.815,"[32,7,4,0,19,24,2 3,5,5,10,26,5,22,0,21,3 3,4,3,9,1,33,6 29,5,30,2 6,5 14,23,31,8 6,3,18,6,6 0,0,17,6,20,2 3,2,1,16,13,11,0 0,2,34,0 12,2 4,28,0,15,3,2 0,27,25,0 4,6,4,3,1]","[32,5,23,8 6,2,2 0,6 29,2 3,4,6 0,3,0,11,2 3,1,17,15,18,3,20,0 0,31,33,24,22,13,6,34,9,28,19,2,0,3,5 14,21,5,0,0 12,0,3,0 4,2 6,1,7,5,4,16,26,25,10,6,30,3 3,5,1,6,27,4,2 4]"
 56,10,18,  5, 12,   , combine, 50,0.11,   0.001,"[22,27,14,4,1,6,0,16,3 0,2,1,2,5,8,15,17,1,19,6 4,5,20,6 5,7,24,9,9 3,3,6,8 0,26,0,13,1,7,4,23,6,25,8,9,9,0 3,3,5,11,21,18,4,12,10]","[7,19,9,11,6 4,23,3,4,9,3 0,1,15,9,27,3,7,1,26,8 0,5,25,5,16,6,9 3,6,1,21,4,8,14,6,2,20,24,2,10,1,8,0,12,18,0,17,22,4,5,0 3,6 5,13]"
 56,10,18,  5, 12,   ,combineS, 49,0.13,   0.001,"[22,27,14,4,1,6,0,16,3 0,2,1,2,5,8,15,17,1,19,6,4 5,20,6 5,7,24,9,9 3,3,6,8 0,26,0,13,1,7,4 23,6,25,8,9,9,0 3,3,5,11,21,18,4,12,10]","[7,19,9,11,6,4 23,3,4,9,3 0,1,15,9,27,3,7,1,26,8 0,5,25,5,16,6,9 3,6,1,21,4,8,14,6,2,20,24,2,10,1,8,0,12,18,0,17,22,4 5,0 3,6 5,13]"
 56,10,18,  5, 12,   ,  greedy, 49,0.13,   0.011,"[22,27,14,4,1,6,0,16,3,0,2,1,2,5,8,15,17,1,19,6,4 5,20,6 5,7,24,9,9 3,3 6,8 0,26,0,13,1,7,4 23,6,25,8,9,9,0 3,3,5,11,21,18,4,12,10]","[7,19,9,11,6,4 23,3,4,9 3,0,1,15,9,27,3,7,1,26,8 0,5,25,5,16,6,9,3 6,1,21,4,8,14,6,2,20,24,2,10,1,8,0,12,18,0,17,22,4 5,0 3,6 5,13]"
 56,10,18,  5, 12,  0,     pso, 49,0.13,   1.838,"[22,27,14,4,1,6,0,16,3,0,2,1,2,5,8,15,17,1,19,6,4 5,20,6 5,7,24,9,9 3,3 6,8 0,26,0,13,1,7,4 23,6,25,8,9,9,0 3,3,5,11,21,18,4,12,10]","[7,19,9,11,6,4 23,3,4,9 3,0,1,15,9,27,3,7,1,26,8 0,5,25,5,16,6,9,3 6,1,21,4,8,14,6,2,20,24,2,10,1,8,0,12,18,0,17,22,4 5,0 3,6 5,13]"
 58, 5,17, 11, 51,   , combine, 41,0.30,   0.000,"[11,0,15,1 9,0 2,1,6,0 1,4 0,1,10,4,0 1,8,3 20,3 0,3,5,4 3,1,21,3,2,14,4,16,4 4,3,19 4 2 1 3,0,0 4 1,17,2 13,7,0,4,18,2,0 2,0,12]","[15,0 4 1,16,2,5,3,3,4 4,18,0,3,3 0,4,0 2,11,21,0,4 3,10,2,1,7,4 0,17,0 2,4,8,1,3 20,0 1,1,0,2 13,0 1,12,0,1 9,19 4 2 1 3,6,4,14]"
 58, 5,17, 11, 51,   ,combineS, 41,0.30,   0.001,"[11,0,15,1 9,0 2,1,6,0 1,4 0,1,10,4,0 1,8,3 20,3 0,3,5,4 3,1,21,3,2,14,4,16,4,4,3,19 4 2 1 3,0,0 4 1,17,2 13,7,0,4 18,2,0 2,0,12]","[15,0 4 1,16,2,5,3,3,4,4 18,0,3,3 0,4,0 2,11,21,0,4 3,10,2,1,7,4 0,17,0 2,4,8,1,3 20,0 1,1,0,2 13,0 1,12,0,1 9,19 4 2 1 3,6,4,14]"
 58, 5,17, 11, 51,   ,  greedy, 41,0.30,   0.009,"[11,0,15,1 9,0,2 1,6,0 1,4 0,1,10,4,0 1,8,3 20,3 0,3,5,4 3,1,21,3,2,14,4,16,4,4,3,19 4 2 1 3,0,0 4 1,17,2 13,7,0,4 18,2,0 2,0,12]","[15,0 4 1,16,2,5,3,3,4,4 18,0,3,3 0,4,0 2,11,21,0,4 3,10,2 1,7,4 0,17,0,2,4,8,1,3 20,0 1,1,0,2 13,0 1,12,0,1 9,19 4 2 1 3,6,4,14]"
 58, 5,17, 11, 51,  1,     pso, 40,0.32,  11.566,"[11,0,15,1 9,0 2,1,6,0 1,4,0 1,10,4 0,1,8,3 20,3,0 3,5,4 3,1,21,3,2,14,4,16,4 4,3,19 4 2 1 3,0,0 4 1,17,2 13,7,0 4,18,2,0 2,0,12]","[15,0 4 1,16,2,5,3,3,4 4,18,0 3,3,0 4,0 2,11,21,0,4 3,10,2,1,7,4 0,17,0 2,4,8,1,3 20,0 1,1,0,2 13,0 1,12,0,1 9,19 4 2 1 3,6,4,14]"
 72, 9,23,  8, 21,   , combine, 61,0.15,   0.001,"[6,0 8,23,7,3,3 7,0,5,30,8 5,2,8,17 0 1,7,5 7,26,2,19,14,28,3,2 21,5,0,0,1,29,4,18,13,12,5,7,7,3,2,4,15,1 5,1,11,0,16,1 3,5 4,7,27,9,1,5 6,20,4,3,4,31,1,10,25,2,24,22]","[1,7,2 21,2,26,8 5,15,2,2,1 3,22,4,9,13,4,3 7,4,7,0,19,0,2,7,8,3,16,3,1,0 8,0,23,3,5,5 4,1 5,5 7,1,31,10,27,20,29,5,28,18,3,7,4,5 6,1,30,7,24,5,14,17 0 1,25,0,11,6,12]"
 72, 9,23,  8, 21,   ,combineS, 61,0.15,   0.001,"[6,0 8,23,7,3,3 7,0,5,30,8 5,2,8,17 0 1,7,5 7,26,2,19,14,28,3,2 21,5,0,0,1,29,4,18,13,12,5,7,7,3,2,4,15,1 5,1,11,0,16,1 3,5 4,7,27,9,1,5 6,20,4,3,4,31,1,10,25,2,24,22]","[1,7,2 21,2,26,8 5,15,2,2,1 3,22,4,9,13,4,3 7,4,7,0,19,0,2,7,8,3,16,3,1,0 8,0,23,3,5,5 4,1 5,5 7,1,31,10,27,20,29,5,28,18,3,7,4,5 6,1,30,7,24,5,14,17 0 1,25,0,11,6,12]"
 72, 9,23,  8, 21,   ,  greedy, 61,0.15,   0.023,"[6,0 8,23,7,3,3 7,0,5,30,8 5,2,8,17 0 1,7,5 7,26,2,19,14,28,3,2 21,5,0,0,1,29,4,18,13,12,5,7,7,3,2,4,15,1,5,1,11,0,16,1 3,5 4,7,27,9,1 5,6,20,4 3,4,31,1,10,25,2,24,22]","[1,7,2 21,2,26,8 5,15,2,2,1 3,22,4,9,13,4 3,7,4,7,0,19,0,2,7,8,3,16,3,1,0 8,0,23,3,5,5 4,1 5,5 7,1,31,10,27,20,29,5,28,18,3 7,4,5,6,1,30,7,24,5,14,17 0 1,25,0,11,6,12]"
 72, 9,23,  8, 21,  0,     pso, 60,0.17,   4.625,"[6,0 8,23,7,3,3 7,0,5,30,8 5,2,8,17 0,1 7,5,7,26,2,19,14,28,3,2 21,5,0,0,1,29,4,18,13,12,5 7,7,3,2,4,15,1 5,1,11,0,16,1 3,5 4,7,27,9,1,5 6,20,4 3,4,31,1,10,25,2,24,22]","[1 7,2 21,2,26,8 5,15,2,2,1 3,22,4,9,13,4 3,7,4,7,0,19,0,2,7,8,3,16,3,1,0 8,0,23,3,5,5 4,1 5,5 7,1,31,10,27,20,29,5,28,18,3 7,4,5 6,1,30,7,24,5,14,17 0,1,25,0,11,6,12]"
 55, 7,13,  9, 33,   , combine, 42,0.24,   0.001,"[4,0,9,15,16,4,0,8,1 2,4,2,12,2 0,3,3 1,18,3 5,3,17,4,10 6,7,1,1 0,1 2 1 5,2,2,19,5 3,14,4,1,5,13,5,6,11,5 4 5,4 5,1,6,5]","[1,15,2,5,14,5,10 6,17,2 0,5 4 5,19,2,1 0,3,4,4,6,4,13,1 2 1 5,18,4 5,3 5,8,4,11,0,12,3 1,1,4,1 2,5,7,2,5 3,16,6,0,3,1,9]"
 55, 7,13,  9, 33,   ,combineS, 42,0.24,   0.001,"[4,0,9,15,16,4,0,8,1 2,4,2,12,2 0,3,3 1,18,3 5,3,17,4,10 6,7,1,1 0,1 2 1 5,2,2,19,5 3,14,4,1,5,13,5,6,11,5 4 5,4 5,1,6,5]","[1,15,2,5,14,5,10 6,17,2 0,5 4 5,19,2,1 0,3,4,4,6,4,13,1 2 1 5,18,4 5,3 5,8,4,11,0,12,3 1,1,4,1 2,5,7,2,5 3,16,6,0,3,1,9]"
 55, 7,13,  9, 33,   ,  greedy, 42,0.24,   0.009,"[4,0,9,15,16,4,0,8,1,2,4,2,12,2 0,3,3 1,18,3 5,3,17,4,10 6,7,1,1 0,1 2 1 5,2,2,19,5 3,14,4 1,5,13,5,6,11,5 4 5,4 5,1,6,5]","[1,15,2,5,14,5,10 6,17,2 0,5 4 5,19,2,1 0,3,4,4,6,4,13,1 2 1 5,18,4 5,3 5,8,4,11,0,12,3,1,1,4 1,2,5,7,2,5 3,16,6,0,3 1,9]"
 55, 7,13,  9, 33,  0,     pso, 42,0.24,   6.216,"[4,0,9,15,16,4,0,8,1 2,4,2,12,2 0,3,3 1,18,3 5,3,17,4,10 6,7,1,1 0,1 2 1 5,2,2,19,5 3,14,4,1,5,13,5,6,11,5 4 5,4 5,1,6,5]","[1,15,2,5,14,5,10 6,17,2 0,5 4 5,19,2,1 0,3,4,4,6,4,13,1 2 1 5,18,4 5,3 5,8,4,11,0,12,3 1,1,4,1 2,5,7,2,5 3,16,6,0,3,1,9]"
 70, 9,25,  7, 12,   , combine, 63,0.10,   0.001,"[2,33 8,24,23,0,3,7,18,4,5,4,14,20,6 5,8,6,30,5,32,7 4,8,5,0,29,25,4,6,0 1,12,0,3,5,4,11,28,27,3,7,5,4,31,3,8,7,17,3,13,3 3,6,7 10,16,6,6,1,26,5,9,2,8,21,19,22,4 15]","[7 10,7,0,4,22,3 3,30,6,4 15,16,4,18,5,2,31,4,20,5,13,7,7,6,3,6,28,5,3,12,8,32,3,3,1,8,25,9,6 5,0,11,8,14,5,2,3,24,0,4,7 4,4,19,33 8,5,17,6,29,21,6,5,26,0 1,27,8,23]"
 70, 9,25,  7, 12,   ,combineS, 63,0.10,   0.001,"[2,33 8,24,23,0,3,7,18,4,5,4,14,20,6 5,8,6,30,5,32,7 4,8,5,0,29,25,4,6,0 1,12,0,3,5,4,11,28,27,3,7,5,4,31,3,8,7,17,3,13,3 3,6,7 10,16,6,6,1,26,5,9,2,8,21,19,22,4 15]","[7 10,7,0,4,22,3 3,30,6,4 15,16,4,18,5,2,31,4,20,5,13,7,7,6,3,6,28,5,3,12,8,32,3,3,1,8,25,9,6 5,0,11,8,14,5,2,3,24,0,4,7 4,4,19,33 8,5,17,6,29,21,6,5,26,0 1,27,8,23]"
 70, 9,25,  7, 12,   ,  greedy, 62,0.12,   0.021,"[2,33 8,24,23,0,3,7,18,4,5,4,14,20,6 5,8,6,30,5,32,7 4,8,5 0,29,25,4,6,0 1,12,0,3,5,4,11,28,27,3,7,5,4,31,3,8,7,17,3,13,3 3,6,7 10,16,6,6,1,26,5,9,2,8,21,19,22,4 15]","[7 10,7,0,4,22,3 3,30,6,4 15,16,4,18,5,2,31,4,20,5,13,7,7,6,3,6,28,5,3,12,8,32,3,3,1,8,25,9,6,5 0,11,8,14,5,2,3,24,0,4,7 4,4,19,33 8,5,17,6,29,21,6 5,26,0 1,27,8,23]"
 70, 9,25,  7, 12,  0,     pso, 62,0.12,   2.065,"[2,33 8,24,23,0,3,7,18,4,5,4,14,20,6 5,8,6,30,5,32,7 4,8,5 0,29,25,4,6,0 1,12,0,3,5,4,11,28,27,3,7,5,4,31,3,8,7,17,3,13,3 3,6,7 10,16,6,6,1,26,5,9,2,8,21,19,22,4 15]","[7 10,7,0,4,22,3 3,30,6,4 15,16,4,18,5,2,31,4,20,5,13,7,7,6,3,6,28,5,3,12,8,32,3,3,1,8,25,9,6,5 0,11,8,14,5,2,3,24,0,4,7 4,4,19,33 8,5,17,6,29,21,6 5,26,0 1,27,8,23]"
 70, 6,11, 17,110,   , combine, 48,0.32,   0.001,"[0 2,4 2,5 2,1,2,2 7,0 4,13,4,11,6,0 0 5 0,5 0 5,2,5,2 3,5 5,5 4,3,4,0 0,8,1 0,0,3,4,0 0,4,16,5,5 0,0,1 0,14,3 5,0,4 5,5,9,5 1,0,15,1,12,5 1,5,1,10]","[2,5 0 5,5 4,4,0 0 5 0,3,2 3,8,0,12,0 0,3,2,14,5 0,1,5,3 5,0 0,15,4 5,4,13,9,1 0,1 0,10,0,5 1,4,5 2,0 4,1,1,0 2,5 1,5 5,6,5,4,5,11,0,2 7,5,16,4 2,0]"
 70, 6,11, 17,110,   ,combineS, 46,0.35,   0.001,"[0 2,4 2,5 2,1,2,2 7,0,4 13,4,11,6,0 0 5 0,5 0 5,2,5,2 3,5 5,5 4,3,4,0 0,8,1 0,0,3,4,0,0 4,16,5,5 0,0,1 0,14,3 5 0,4 5,5,9,5 1,0 15,1,12,5 1,5,1,10]","[2,5 0 5,5 4,4,0 0 5 0,3,2 3,8,0,12,0 0,3,2,14,5 0,1,5,3 5 0,0 15,4 5,4 13,9,1 0,1 0,10,0,5 1,4,5 2,0 4,1,1,0 2,5 1,5 5,6,5,4,5,11,0,2 7,5,16,4 2,0]"
 70, 6,11, 17,110,   ,  greedy, 48,0.32,   0.014,"[0 2,4 2,5,2,1,2,2,7,0,4 13,4,11,6,0 0 5 0,5 0,5 2,5,2 3,5,5 5 4,3,4,0,0,8,1,0 0 3,4,0,0 4,16,5,5 0 0,1 0,14,3,5 0,4 5,5,9,5 1,0,15,1,12,5 1 5,1,10]","[2,5 0,5 5 4,4,0 0 5 0,3,2 3,8,0,12,0 0 3,2,14,5 0,1,5,3,5 0 0,15,4,5,4 13,9,1,0,1,0,10,0,5 1,4,5 2,0 4,1,1 0,2,5 1 5,5,6,5,4 5,11,0 2,7,5,16,4 2,0]"
 70, 6,11, 17,110,  1,     pso, 46,0.35,  30.790,"[0 2,4 2,5 2,1,2,2 7,0 4,13,4,11,6,0,0 5 0,5 0,5,2,5,2 3,5,5 5 4,3,4 0,0,8,1,0 0 3,4,0,0,4,16,5,5 0,0 1 0,14,3 5 0,4 5,5,9,5 1,0 15,1,12,5 1 5,1,10]","[2,5 0,5 5 4,4 0,0 5 0,3,2 3,8,0,12,0 0 3,2,14,5 0,1,5,3 5 0,0 15,4 5,4,13,9,1,0 1 0,10,0,5 1,4,5 2,0 4,1,1,0 2,5 1 5,5,6,5,4,5,11,0,2 7,5,16,4 2,0]"
 40, 9,16,  4,  4,   , combine, 37,0.08,   0.000,"[8 2,14,9,10,8,0,7,1,0,6,16,15,3,8,2,12,22,4 24,8,5,3,11,23,13,1,17,6 7,7,1,0,20,21,2,18,19,5,4]","[11,1,18,10,16,7,12,9,8,21,0,4 24,1,15,6,5,14,5,2,8,3,3,4,22,20,23,1,8,8 2,19,7,6 7,0,0,13,2,17]"
 40, 9,16,  4,  4,   ,combineS, 37,0.08,   0.000,"[8 2,14,9,10,8,0,7,1,0,6,16,15,3,8,2,12,22,4 24,8,5,3,11,23,13,1,17,6 7,7,1,0,20,21,2,18,19,5,4]","[11,1,18,10,16,7,12,9,8,21,0,4 24,1,15,6,5,14,5,2,8,3,3,4,22,20,23,1,8,8 2,19,7,6 7,0,0,13,2,17]"
 40, 9,16,  4,  4,   ,  greedy, 37,0.08,   0.005,"[8 2,14,9,10,8,0,7,1,0,6,16,15,3,8,2,12,22,4 24,8,5,3,11,23,13,1,17,6 7,7,1,0,20,21,2,18,19,5,4]","[11,1,18,10,16,7,12,9,8,21,0,4 24,1,15,6,5,14,5,2,8,3,3,4,22,20,23,1,8,8 2,19,7,6 7,0,0,13,2,17]"
 40, 9,16,  4,  4,  0,     pso, 37,0.08,   0.462,"[8 2,14,9,10,8,0,7,1,0,6,16,15,3,8,2,12,22,4 24,8,5,3,11,23,13,1,17,6 7,7,1,0,20,21,2,18,19,5,4]","[11,1,18,10,16,7,12,9,8,21,0,4 24,1,15,6,5,14,5,2,8,3,3,4,22,20,23,1,8,8 2,19,7,6 7,0,0,13,2,17]"
 64, 5,23, 10, 29,   , combine, 53,0.17,   0.001,"[19,27,1,3 0,0,1 0,23,1 12,1,3,2,18,1,6,3,2,4,13,1 0,1,11,2,25,0,0 2,4,3 3,4 4,2,1,5,14,10,16,1 0,20,0,22,8,24,21,26,17,2,4 2 3,0,4,7,15,9,4 2,4,0]","[1,2,27,23,5,0,8,0,7,4 4,1 0,26,4 2 3,13,18,3 0,15,11,1 12,25,1 0,0 2,24,1,10,4,1,1 0,3 3,1,16,2,0,3,0,19,4,20,21,4,14,1,4 2,2,2,6,0,2,22,3,9,17,4]"
 64, 5,23, 10, 29,   ,combineS, 53,0.17,   0.001,"[19,27,1,3 0,0,1 0,23,1 12,1,3,2,18,1,6,3,2,4,13,1 0,1,11,2,25,0,0 2,4,3 3,4 4,2,1,5,14,10,16,1 0,20,0,22,8,24,21,26,17,2,4 2 3,0,4,7,15,9,4 2,4,0]","[1,2,27,23,5,0,8,0,7,4 4,1 0,26,4 2 3,13,18,3 0,15,11,1 12,25,1 0,0 2,24,1,10,4,1,1 0,3 3,1,16,2,0,3,0,19,4,20,21,4,14,1,4 2,2,2,6,0,2,22,3,9,17,4]"
