size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
34,3,19,8,10,,greedy,27,0.21212121212121213,0.003,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3,0 10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3,0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0 10 11,9,0 0,21,5]",18 0 1 5 19 2 4 2 20 14 2 9 12 0 3 0 10 11 0 17 0 2 0 1 21 6 8 15 13 7 2 16 0 02 13 19 1 3 0 16 6 17 2 0 7 2 2 8 15 0 2 12 0 20 0 4 18 1 14 0 10 11 9 0 0 21 5
34,3,19,8,10,0,pso,27,0.21212121212121213,1.41,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3,0 10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3,0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0 10 11,9,0 0,21,5]",18 0 1 5 19 2 4 2 20 14 2 9 12 0 3 0 10 11 0 17 0 2 0 1 21 6 8 15 13 7 2 16 0 02 13 19 1 3 0 16 6 17 2 0 7 2 2 8 15 0 2 12 0 20 0 4 18 1 14 0 10 11 9 0 0 21 5
34,3,19,8,10,0,psoPure,27,0.21212121212121213,1.433,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3 0,10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3 0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0,10 11,9,0 0,21,5]",18 0 1 5 19 2 4 2 20 14 2 9 12 0 3 0 10 11 0 17 0 2 0 1 21 6 8 15 13 7 2 16 0 02 13 19 1 3 0 16 6 17 2 0 7 2 2 8 15 0 2 12 0 20 0 4 18 1 14 0 10 11 9 0 0 21 5
34,3,19,8,10,0,psoComb,27,0.21212121212121213,4.575,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3,0 10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3,0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0 10 11,9,0 0,21,5]",18 0 1 5 19 2 4 2 20 14 2 9 12 0 3 0 10 11 0 17 0 2 0 1 21 6 8 15 13 7 2 16 0 02 13 19 1 3 0 16 6 17 2 0 7 2 2 8 15 0 2 12 0 20 0 4 18 1 14 0 10 11 9 0 0 21 5
34,3,19,8,10,,FPT,27,0.21212121212121213,316.099,,,18 0 1 5 19 2 4 2 20 14 2 9 12 0 3 0 10 11 0 17 0 2 0 1 21 6 8 15 13 7 2 16 0 02 13 19 1 3 0 16 6 17 2 0 7 2 2 8 15 0 2 12 0 20 0 4 18 1 14 0 10 11 9 0 0 21 5
34,6,20,3,2,,combine,32,0.06060606060606061,0.0,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]",8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,6,20,3,2,,combineS,32,0.06060606060606061,0.0,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]",8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,6,20,3,2,,greedy,32,0.06060606060606061,0.003,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]",8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,6,20,3,2,0,pso,32,0.06060606060606061,0.153,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]",8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,6,20,3,2,0,psoPure,32,0.06060606060606061,0.165,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]",8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,6,20,3,2,0,psoComb,32,0.06060606060606061,3.995,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]",8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,6,20,3,2,,FPT,31,0.09090909090909091,0.004,,,8 2 1 19 21 26 9 2 13 17 4 7 6 16 3 14 24 18 12 5 20 11 5 15 4 5 3 6 23 1 10 22 2 258 12 20 19 3 5 22 7 6 4 17 4 10 25 1 21 24 15 2 6 13 2 23 18 16 2 9 26 11 14 5 1 3 5
34,7,10,5,6,,combine,30,0.12121212121212122,0.0,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]",1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
34,7,10,5,6,,combineS,30,0.12121212121212122,0.0,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]",1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
34,7,10,5,6,,greedy,30,0.12121212121212122,0.003,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0,2 0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2 0,1,6,1 3,5,0,2,5,7,4,3,3,8,12,13]",1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
34,7,10,5,6,0,pso,30,0.12121212121212122,0.659,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]",1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
34,7,10,5,6,0,psoPure,30,0.12121212121212122,0.65,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]",1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
34,7,10,5,6,0,psoComb,30,0.12121212121212122,4.078,"[1,14,7,6 1,5,8,3,1 3,1,4,5 3,1,12,6,13,5,11,0,16,10,4,2,2,2,9,15,6,0 2,0,3]","[1,16,11,9,2,5 3,10,15,0,6 1,2,4,1,6,14,2,0,1,6,1 3,5,0 2,5,7,4,3,3,8,12,13]",1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
34,7,10,5,6,,FPT,29,0.15151515151515152,115.206,,,1 14 7 6 1 5 8 3 1 3 1 4 5 3 1 12 6 13 5 11 0 16 10 4 2 2 2 9 15 6 0 2 0 31 16 11 9 2 5 3 10 15 0 6 1 2 4 1 6 14 2 0 1 6 1 3 5 0 2 5 7 4 3 3 8 12 13
35,8,14,6,7,,combine,29,0.17647058823529413,0.0,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]",11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,8,14,6,7,,combineS,29,0.17647058823529413,0.001,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]",11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,8,14,6,7,,greedy,29,0.17647058823529413,0.003,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]",11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,8,14,6,7,0,pso,29,0.17647058823529413,0.828,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]",11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,8,14,6,7,0,psoPure,29,0.17647058823529413,0.809,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]",11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,8,14,6,7,0,psoComb,29,0.17647058823529413,4.478,"[11,1,21,4,2,20,6,5,19,23,13,4 3,3,14,18,2,10,5,0 8,3 12,17,8,3,6,1,3 22 16,2 15,0,3]","[13,20,3,4 3,18,4,14,3,2 15,6,6,17,0,1,2,11,3 22 16,8,5,5,3 12,0 8,19,3,1,10,23,21,2]",11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,8,14,6,7,,FPT,29,0.17647058823529413,0.499,,,11 1 21 4 2 20 6 5 19 23 13 4 3 3 14 18 2 10 5 0 8 3 12 17 8 3 6 1 3 22 16 2 15 0 313 20 3 4 3 18 4 14 3 2 15 6 6 17 0 1 2 11 3 22 16 8 5 5 3 12 0 8 19 3 1 10 23 21 2
35,7,12,6,9,,combine,30,0.14705882352941177,0.0,"[3 4,11,13,5 1,1,1,3 2,5,0,10,8,9,2 15,17,2,2,2,4 6,16,12,2,6,5,18,5,3,0,3,7,14]","[12,6,5 1,16,18,2,3,1,0,2 15,3,11,4 6,5,3 4,10,3 2,1,13,8,2,5,9,14,2,0,5,2,17,7]",3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,7,12,6,9,,combineS,30,0.14705882352941177,0.0,"[3 4,11,13,5 1,1,1,3 2,5,0,10,8,9,2 15,17,2,2,2,4 6,16,12,2,6,5,18,5,3,0,3,7,14]","[12,6,5 1,16,18,2,3,1,0,2 15,3,11,4 6,5,3 4,10,3 2,1,13,8,2,5,9,14,2,0,5,2,17,7]",3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,7,12,6,9,,greedy,30,0.14705882352941177,0.003,"[3,4,11,13,5,1,1,1,3 2,5,0,10,8,9,2 15,17,2,2,2,4 6,16,12,2,6 5,18,5 3,0,3,7,14]","[12,6 5,1,16,18,2,3,1,0,2 15,3,11,4 6,5 3,4,10,3 2,1,13,8,2,5,9,14,2,0,5,2,17,7]",3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,7,12,6,9,0,pso,30,0.14705882352941177,1.307,"[3 4,11,13,5 1,1,1,3 2,5,0,10,8,9,2 15,17,2,2,2,4 6,16,12,2,6,5,18,5,3,0,3,7,14]","[12,6,5 1,16,18,2,3,1,0,2 15,3,11,4 6,5,3 4,10,3 2,1,13,8,2,5,9,14,2,0,5,2,17,7]",3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,7,12,6,9,0,psoPure,30,0.14705882352941177,1.291,"[3,4,11,13,5 1,1,1,3 2,5,0,10,8,9,2 15,17,2,2,2,4 6,16,12,2,6,5,18,5 3,0,3,7,14]","[12,6,5 1,16,18,2,3,1,0,2 15,3,11,4 6,5 3,4,10,3 2,1,13,8,2,5,9,14,2,0,5,2,17,7]",3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,7,12,6,9,0,psoComb,30,0.14705882352941177,4.669,"[3 4,11,13,5 1,1,1,3 2,5,0,10,8,9,2 15,17,2,2,2,4 6,16,12,2,6,5,18,5,3,0,3,7,14]","[12,6,5 1,16,18,2,3,1,0,2 15,3,11,4 6,5,3 4,10,3 2,1,13,8,2,5,9,14,2,0,5,2,17,7]",3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,7,12,6,9,,FPT,30,0.14705882352941177,311.542,,,3 4 11 13 5 1 1 1 3 2 5 0 10 8 9 2 15 17 2 2 2 4 6 16 12 2 6 5 18 5 3 0 3 7 1412 6 5 1 16 18 2 3 1 0 2 15 3 11 4 6 5 3 4 10 3 2 1 13 8 2 5 9 14 2 0 5 2 17 7
35,9,7,7,10,,combine,28,0.20588235294117646,0.0,"[10,3,11,4 3,8,9 1,5 8,7,9,8,12,7,2,16,14,3 3,3 1,1,5 2,5,5 9,3,15,3,6,4,13,6]","[9,3,5 9,16,11,8,1,8,13,14,4,6,7,10,5 8,3,5,3 1,7,3,5 2,6,3 3,15,12,9 1,2,4 3]",10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,9,7,7,10,,combineS,28,0.20588235294117646,0.0,"[10,3,11,4 3,8,9 1,5 8,7,9,8,12,7,2,16,14,3,3,3 1,1,5 2,5,5 9,3 15,3,6,4,13,6]","[9,3,5 9,16,11,8,1,8,13,14,4,6,7,10,5 8,3,5,3 1,7,3,5 2,6,3,3 15,12,9 1,2,4 3]",10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,9,7,7,10,,greedy,28,0.20588235294117646,0.003,"[10,3,11,4 3,8,9 1,5 8,7,9,8,12,7,2,16,14,3 3,3 1,1,5 2,5,5,9 3,15,3,6,4,13,6]","[9 3,5,9,16,11,8,1,8,13,14,4,6,7,10,5 8,3,5,3 1,7,3,5 2,6,3 3,15,12,9 1,2,4 3]",10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,9,7,7,10,0,pso,28,0.20588235294117646,1.526,"[10,3,11,4 3,8,9 1,5 8,7,9,8,12,7,2,16,14,3 3,3 1,1,5 2,5,5 9,3,15,3,6,4,13,6]","[9,3,5 9,16,11,8,1,8,13,14,4,6,7,10,5 8,3,5,3 1,7,3,5 2,6,3 3,15,12,9 1,2,4 3]",10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,9,7,7,10,0,psoPure,28,0.20588235294117646,1.495,"[10,3,11,4 3,8,9 1,5 8,7,9,8,12,7,2,16,14,3 3,3 1,1,5 2,5,5 9,3,15,3,6,4,13,6]","[9,3,5 9,16,11,8,1,8,13,14,4,6,7,10,5 8,3,5,3 1,7,3,5 2,6,3 3,15,12,9 1,2,4 3]",10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,9,7,7,10,0,psoComb,28,0.20588235294117646,4.512,"[10,3,11,4 3,8,9 1,5 8,7,9,8,12,7,2,16,14,3 3,3 1,1,5 2,5,5 9,3,15,3,6,4,13,6]","[9,3,5 9,16,11,8,1,8,13,14,4,6,7,10,5 8,3,5,3 1,7,3,5 2,6,3 3,15,12,9 1,2,4 3]",10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,9,7,7,10,,FPT,28,0.20588235294117646,13.833,,,10 3 11 4 3 8 9 1 5 8 7 9 8 12 7 2 16 14 3 3 3 1 1 5 2 5 5 9 3 15 3 6 4 13 69 3 5 9 16 11 8 1 8 13 14 4 6 7 10 5 8 3 5 3 1 7 3 5 2 6 3 3 15 12 9 1 2 4 3
35,6,19,4,4,,combine,31,0.11764705882352941,0.0,"[0,16,21,6 11,1 0,6 6,23,19,13,17,10,9,5,14,7 2,24,1,4,18,5,12,15,2,8,25,20,22,6,4,2,0]","[6,2,25,4,1 0,8,24,21,19,9,6 11,17,12,4,23,15,0,14,5,16,6 6,0,5,10,1,18,22,20,2,7 2,13]",0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,6,19,4,4,,combineS,31,0.11764705882352941,0.0,"[0,16,21,6 11,1 0,6 6,23,19,13,17,10,9,5,14,7 2,24,1,4,18,5,12,15,2,8,25,20,22,6,4,2,0]","[6,2,25,4,1 0,8,24,21,19,9,6 11,17,12,4,23,15,0,14,5,16,6 6,0,5,10,1,18,22,20,2,7 2,13]",0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,6,19,4,4,,greedy,31,0.11764705882352941,0.003,"[0,16,21,6 11,1 0,6 6,23,19,13,17,10,9,5,14,7 2,24,1,4,18,5,12,15,2,8,25,20,22,6,4,2,0]","[6,2,25,4,1 0,8,24,21,19,9,6 11,17,12,4,23,15,0,14,5,16,6 6,0,5,10,1,18,22,20,2,7 2,13]",0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,6,19,4,4,0,pso,31,0.11764705882352941,0.467,"[0,16,21,6 11,1 0,6 6,23,19,13,17,10,9,5,14,7 2,24,1,4,18,5,12,15,2,8,25,20,22,6,4,2,0]","[6,2,25,4,1 0,8,24,21,19,9,6 11,17,12,4,23,15,0,14,5,16,6 6,0,5,10,1,18,22,20,2,7 2,13]",0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,6,19,4,4,0,psoPure,31,0.11764705882352941,0.459,"[0,16,21,6 11,1 0,6 6,23,19,13,17,10,9,5,14,7 2,24,1,4,18,5,12,15,2,8,25,20,22,6,4,2,0]","[6,2,25,4,1 0,8,24,21,19,9,6 11,17,12,4,23,15,0,14,5,16,6 6,0,5,10,1,18,22,20,2,7 2,13]",0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,6,19,4,4,0,psoComb,31,0.11764705882352941,4.085,"[0,16,21,6 11,1 0,6 6,23,19,13,17,10,9,5,14,7 2,24,1,4,18,5,12,15,2,8,25,20,22,6,4,2,0]","[6,2,25,4,1 0,8,24,21,19,9,6 11,17,12,4,23,15,0,14,5,16,6 6,0,5,10,1,18,22,20,2,7 2,13]",0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,6,19,4,4,,FPT,31,0.11764705882352941,0.111,,,0 16 21 6 11 1 0 6 6 23 19 13 17 10 9 5 14 7 2 24 1 4 18 5 12 15 2 8 25 20 22 6 4 2 06 2 25 4 1 0 8 24 21 19 9 6 11 17 12 4 23 15 0 14 5 16 6 6 0 5 10 1 18 22 20 2 7 2 13
35,4,24,5,1,,combine,34,0.029411764705882353,0.0,"[19,18,0,9,15,1,22,14,8,12,2,5,0,27,21,11,1,26,23,20,1,17,10,3,7,28,1,2,13,24,6,16,1 25,3]","[10,21,0,14,26,11,23,9,6,1,1,28,5,18,22,16,2,1,1,24,19,3,20,8,1 25,15,17,12,3,27,13,2,7,0]",19 18 0 9 15 1 22 14 8 12 2 5 0 27 21 11 1 26 23 20 1 17 10 3 7 28 1 2 13 24 6 16 1 25 310 21 0 14 26 11 23 9 6 1 1 28 5 18 22 16 2 1 1 24 19 3 20 8 1 25 15 17 12 3 27 13 2 7 0
