size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
26,6,2,6,16,,FPT,17,0.36,68.818,,,2 3 1 5 2 6 0 0 0 1 7 0 1 3 1 3 3 0 5 2 3 4 4 0 4 32 1 1 1 5 4 2 0 2 3 3 3 6 4 0 7 0 0 5 0 3 3 4 3 0 1
26,7,5,4,6,,combine,23,0.12,0.0,"[10,2 0,5,6,2,3,1,8,7,4,6,5,1,5,6 0,0,11,3 4,6,1,4,9,0]","[1,0,6,6,3 4,9,5,5,0,5,2,1,6 0,1,3,4,2 0,7,8,4,11,10,6]",10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,7,5,4,6,,combineS,22,0.16,0.0,"[10,2 0,5,6,2,3,1,8,7,4,6,5,1,5,6 0,0,11,3 4,6,1,4 9,0]","[1,0,6,6,3,4 9,5,5,0,5,2,1,6 0,1,3 4,2 0,7,8,4,11,10,6]",10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,7,5,4,6,,greedy,22,0.16,0.002,"[10,2,0 5,6,2,3,1,8,7,4,6,5,1,5,6 0,0,11,3 4,6,1,4 9,0]","[1,0,6,6,3,4 9,5,5,0 5,2,1,6 0,1,3 4,2,0,7,8,4,11,10,6]",10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,7,5,4,6,0,pso,22,0.16,0.686,"[10,2,0 5,6,2,3,1,8,7,4,6,5,1,5,6 0,0,11,3 4,6,1,4 9,0]","[1,0,6,6,3,4 9,5,5,0 5,2,1,6 0,1,3 4,2,0,7,8,4,11,10,6]",10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,7,5,4,6,0,psoPure,22,0.16,0.672,"[10,2,0 5,6,2,3,1,8,7,4,6,5,1,5,6 0,0,11,3 4,6,1,4 9,0]","[1,0,6,6,3,4 9,5,5,0 5,2,1,6 0,1,3 4,2,0,7,8,4,11,10,6]",10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,7,5,4,6,0,psoComb,22,0.16,2.735,"[10,2,0 5,6,2,3,1,8,7,4,6,5,1,5,6 0,0,11,3 4,6,1,4 9,0]","[1,0,6,6,3,4 9,5,5,0 5,2,1,6 0,1,3 4,2,0,7,8,4,11,10,6]",10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,7,5,4,6,,FPT,22,0.16,7.061,,,10 2 0 5 6 2 3 1 8 7 4 6 5 1 5 6 0 0 11 3 4 6 1 4 9 01 0 6 6 3 4 9 5 5 0 5 2 1 6 0 1 3 4 2 0 7 8 4 11 10 6
26,4,13,5,2,,combine,24,0.08,0.0,"[4,10,5,4,11,2,4,17,3,4,14,2,4,1,6,15,8,3,2 12,16,13,9,7,3 1]","[15,4,13,3 1,16,17,2 12,10,4,3,5,2,6,7,1,11,8,4,9,4,2,14,4,3]",4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
26,4,13,5,2,,combineS,24,0.08,0.0,"[4,10,5,4,11,2,4,17,3,4,14,2,4,1,6,15,8,3,2 12,16,13,9,7,3 1]","[15,4,13,3 1,16,17,2 12,10,4,3,5,2,6,7,1,11,8,4,9,4,2,14,4,3]",4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
26,4,13,5,2,,greedy,24,0.08,0.001,"[4,10,5,4,11,2,4,17,3,4,14,2,4,1,6,15,8,3,2 12,16,13,9,7,3 1]","[15,4,13,3 1,16,17,2 12,10,4,3,5,2,6,7,1,11,8,4,9,4,2,14,4,3]",4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
26,4,13,5,2,0,pso,24,0.08,0.162,"[4,10,5,4,11,2,4,17,3,4,14,2,4,1,6,15,8,3,2 12,16,13,9,7,3 1]","[15,4,13,3 1,16,17,2 12,10,4,3,5,2,6,7,1,11,8,4,9,4,2,14,4,3]",4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
26,4,13,5,2,0,psoPure,24,0.08,0.164,"[4,10,5,4,11,2,4,17,3,4,14,2,4,1,6,15,8,3,2 12,16,13,9,7,3 1]","[15,4,13,3 1,16,17,2 12,10,4,3,5,2,6,7,1,11,8,4,9,4,2,14,4,3]",4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
26,4,13,5,2,0,psoComb,24,0.08,2.469,"[4,10,5,4,11,2,4,17,3,4,14,2,4,1,6,15,8,3,2 12,16,13,9,7,3 1]","[15,4,13,3 1,16,17,2 12,10,4,3,5,2,6,7,1,11,8,4,9,4,2,14,4,3]",4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
26,4,13,5,2,,FPT,24,0.08,0.182,,,4 10 5 4 11 2 4 17 3 4 14 2 4 1 6 15 8 3 2 12 16 13 9 7 3 115 4 13 3 1 16 17 2 12 10 4 3 5 2 6 7 1 11 8 4 9 4 2 14 4 3
27,5,2,11,61,,combine,15,0.46153846153846156,0.0,"[5 3,5 2 4,2 2,0 3,5 3 3,7 3,4,3 3 3,3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5 3,3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]",5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,2,11,61,,combineS,15,0.46153846153846156,0.0,"[5 3,5 2 4,2 2,0,3 5 3,3 7 3,4,3 3 3,3,3 4,5,3 0,2,6,0]","[3 0,4,5 3,3 5 3,3 3 3,5 2 4,0,3 7 3,0,6,5,2,3 4,2 2,3]",5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,2,11,61,,greedy,17,0.38461538461538464,0.001,"[5,3 5 2 4,2 2,0,3 5 3 3,7 3,4,3,3,3,3,3,4 5 3,0,2,6,0]","[3,0,4 5 3,3 5 3 3,3,3 5 2 4,0,3,7 3,0,6,5,2,3,4,2 2,3]",5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,2,11,61,1,pso,15,0.46153846153846156,7.269,"[5,3,5 2 4,2 2,0 3,5 3 3,7 3,4,3 3 3 3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5,3 3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]",5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,2,11,61,1,psoPure,15,0.46153846153846156,7.387,"[5 3,5 2 4,2 2,0 3,5 3 3,7 3,4,3,3 3 3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5 3,3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]",5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,2,11,61,1,psoComb,15,0.46153846153846156,9.096,"[5,3,5 2 4,2 2,0 3,5 3 3,7 3,4,3 3 3 3,3 4,5,3 0,2,6,0]","[3 0,4,5 3 3,5,3 3 3 3,5 2 4,0 3,7 3,0,6,5,2,3 4,2 2,3]",5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,2,11,61,,FPT,15,0.46153846153846156,572.324,,,5 3 5 2 4 2 2 0 3 5 3 3 7 3 4 3 3 3 3 3 4 5 3 0 2 6 03 0 4 5 3 3 5 3 3 3 3 5 2 4 0 3 7 3 0 6 5 2 3 4 2 2 3
27,5,12,5,7,,combine,23,0.15384615384615385,0.0,"[4 0,3,15,7,12 1,6,1,14,11,6,4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0,3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6,4 0,11,1]",4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,5,12,5,7,,combineS,23,0.15384615384615385,0.0,"[4 0,3,15,7,12 1,6,1,14,11,6,4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0,3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6,4 0,11,1]",4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,5,12,5,7,,greedy,22,0.19230769230769232,0.002,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]",4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,5,12,5,7,0,pso,22,0.19230769230769232,0.894,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]",4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,5,12,5,7,0,psoPure,22,0.19230769230769232,0.873,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]",4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,5,12,5,7,0,psoComb,22,0.19230769230769232,2.927,"[4,0 3,15,7,12 1,6,1,14,11,6 4,13,17,10 1,1,9,16,18,8 4,1,3,0,4]","[14,4,7,16,0 3,1,18,3,9,13,12 1,8 4,4,6,15,10 1,17,1,6 4,0,11,1]",4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,5,12,5,7,,FPT,22,0.19230769230769232,1.195,,,4 0 3 15 7 12 1 6 1 14 11 6 4 13 17 10 1 1 9 16 18 8 4 1 3 0 414 4 7 16 0 3 1 18 3 9 13 12 1 8 4 4 6 15 10 1 17 1 6 4 0 11 1
27,4,15,4,4,,combine,23,0.15384615384615385,0.0,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]",5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,4,15,4,4,,combineS,23,0.15384615384615385,0.0,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]",5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,4,15,4,4,,greedy,23,0.15384615384615385,0.002,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]",5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,4,15,4,4,0,pso,23,0.15384615384615385,0.476,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]",5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,4,15,4,4,0,psoPure,23,0.15384615384615385,0.468,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]",5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,4,15,4,4,0,psoComb,23,0.15384615384615385,2.646,"[5,15 2,13,4,2,2,10 4,14,3,12,11,7,1,1 9,19,4,17,8 6,16,18,1,2,3]","[2,8 6,2,5,13,10 4,12,3,17,16,4,1 9,2,15 2,4,18,11,3,1,14,19,1,7]",5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,4,15,4,4,,FPT,23,0.15384615384615385,0.031,,,5 15 2 13 4 2 2 10 4 14 3 12 11 7 1 1 9 19 4 17 8 6 16 18 1 2 32 8 6 2 5 13 10 4 12 3 17 16 4 1 9 2 15 2 4 18 11 3 1 14 19 1 7
27,5,15,4,0,,combine,27,0.0,0.0,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]",8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,15,4,0,,combineS,27,0.0,0.0,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]",8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,15,4,0,,greedy,27,0.0,0.002,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]",8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,15,4,0,0,pso,27,0.0,0.019,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]",8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,15,4,0,0,psoPure,27,0.0,0.018,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]",8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,15,4,0,0,psoComb,27,0.0,2.795,"[8,14,7,6,1,0,12,2,11,1,17,2,0,16,5,10,20,19,9,4,13,15,5,18,0,4,0]","[0,1,2,6,5,19,12,16,9,18,1,4,20,5,0,0,13,7,8,4,2,10,17,14,15,11,0]",8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,15,4,0,,FPT,26,0.038461538461538464,0.019,,,8 14 7 6 1 0 12 2 11 1 17 2 0 16 5 10 20 19 9 4 13 15 5 18 0 4 00 1 2 6 5 19 12 16 9 18 1 4 20 5 0 0 13 7 8 4 2 10 17 14 15 11 0
27,5,6,5,13,,combine,20,0.2692307692307692,0.0,"[6 13,3,8,0 0,4,6 0,4,3,2 3,9,0,6,6,11,4 2,2,2,12,0 10,6 2]","[6,4,4,0,3,6,8,3,12,0 0,0 10,11,2,4 2,2 3,6 2,6 0,6 13,9,2]",6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,6,5,13,,combineS,20,0.2692307692307692,0.0,"[6 13,3,8,0 0,4,6 0,4,3,2 3,9,0,6,6,11,4 2,2,2,12 0,10,6 2]","[6,4,4,0,3,6,8,3,12 0,0 0,10,11,2,4 2,2 3,6 2,6 0,6 13,9,2]",6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,6,5,13,,greedy,20,0.2692307692307692,0.001,"[6 13,3,8,0 0,4,6 0,4,3,2,3,9,0,6,6,11,4 2 2,2,12 0,10,6 2]","[6,4,4,0,3,6,8,3,12 0,0 0,10,11,2,4 2 2,3,6 2,6 0,6 13,9,2]",6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,6,5,13,0,pso,20,0.2692307692307692,1.859,"[6 13,3,8,0 0,4,6 0,4,3,2,3,9,0,6,6,11,4 2 2,2,12,0 10,6 2]","[6,4,4,0,3,6,8,3,12,0 0,0 10,11,2,4 2 2,3,6 2,6 0,6 13,9,2]",6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,6,5,13,0,psoPure,20,0.2692307692307692,1.885,"[6 13,3,8,0 0,4,6 0,4,3,2 3,9,0,6,6,11,4 2,2,2,12 0,10,6 2]","[6,4,4,0,3,6,8,3,12 0,0 0,10,11,2,4 2,2 3,6 2,6 0,6 13,9,2]",6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,6,5,13,0,psoComb,20,0.2692307692307692,3.775,"[6 13,3,8,0 0,4,6 0,4,3,2,3,9,0,6,6,11,4 2 2,2,12,0 10,6 2]","[6,4,4,0,3,6,8,3,12,0 0,0 10,11,2,4 2 2,3,6 2,6 0,6 13,9,2]",6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,6,5,13,,FPT,19,0.3076923076923077,42.978,,,6 13 3 8 0 0 4 6 0 4 3 2 3 9 0 6 6 11 4 2 2 2 12 0 10 6 26 4 4 0 3 6 8 3 12 0 0 0 10 11 2 4 2 2 3 6 2 6 0 6 13 9 2
27,5,5,6,12,,combine,23,0.15384615384615385,0.0,"[0,1 4,0,6,1,7,4 4,3,4,2,3,9,0,1,4,10,3,1,0,2,3,1 3,8 4]","[1 3,10,1,1,2,2,7,0,3,3,1 4,1,9,3,6,4,0,8 4,0,0,4 4,4,3]",0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,5,5,6,12,,combineS,23,0.15384615384615385,0.0,"[0,1 4,0,6,1,7,4 4,3,4,2,3,9,0,1,4,10,3,1,0,2,3,1 3,8 4]","[1 3,10,1,1,2,2,7,0,3,3,1 4,1,9,3,6,4,0,8 4,0,0,4 4,4,3]",0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,5,5,6,12,,greedy,21,0.23076923076923078,0.001,"[0,1,4 0,6,1,7,4 4 3,4,2,3,9,0,1,4,10,3 1,0,2,3,1 3,8 4]","[1 3,10,1,1,2,2,7,0,3,3 1,4,1,9,3,6,4 0,8 4,0,0,4,4 4 3]",0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,5,5,6,12,0,pso,21,0.23076923076923078,1.464,"[0,1,4 0,6,1,7,4 4 3,4,2,3,9,0,1,4,10,3 1,0,2,3,1 3,8 4]","[1 3,10,1,1,2,2,7,0,3,3 1,4,1,9,3,6,4 0,8 4,0,0,4,4 4 3]",0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,5,5,6,12,0,psoPure,21,0.23076923076923078,1.423,"[0,1,4 0,6,1,7,4 4 3,4,2,3,9,0,1 4,10,3,1,0,2,3,1 3,8 4]","[1 3,10,1,1,2,2,7,0,3,3,1 4,1,9,3,6,4 0,8 4,0,0,4,4 4 3]",0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,5,5,6,12,0,psoComb,21,0.23076923076923078,3.767,"[0,1,4 0,6,1,7,4 4 3,4,2,3,9,0,1,4,10,3 1,0,2,3,1 3,8 4]","[1 3,10,1,1,2,2,7,0,3,3 1,4,1,9,3,6,4 0,8 4,0,0,4,4 4 3]",0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,5,5,6,12,,FPT,20,0.2692307692307692,856.889,,,0 1 4 0 6 1 7 4 4 3 4 2 3 9 0 1 4 10 3 1 0 2 3 1 3 8 41 3 10 1 1 2 2 7 0 3 3 1 4 1 9 3 6 4 0 8 4 0 0 4 4 4 3
27,4,17,4,3,,combine,24,0.11538461538461539,0.0,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]",0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 618 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2
27,4,17,4,3,,combineS,24,0.11538461538461539,0.0,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]",0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 618 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2
27,4,17,4,3,,greedy,24,0.11538461538461539,0.002,"[0,9,2,4,16,11,3,10,19,3,12 20,3 5,18,8,15 3,13,7,17,0,2,1,14,1,6]","[18,10,13,1,1,3,15 3,7,4,0,12 20,11,16,3,17,14,8,9,3 5,19,2,0,6,2]",0 9 2 4 16 11 3 10 19 3 12 20 3 5 18 8 15 3 13 7 17 0 2 1 14 1 618 10 13 1 1 3 15 3 7 4 0 12 20 11 16 3 17 14 8 9 3 5 19 2 0 6 2
