size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 75,10,16, 10, 41,  greedy, 59,0.22,   0.015,"[0,14,23,3 7,12,4,0 0 5,18,10,9 3,3,16,9 3 5,8,4 0 2,15,7,13,19,8,3,0,3,8,9 5,8,4,5,7 11,9,3,8,20,0 7,2,5 5 0,22,9 6,1,5,21,6,0,24,9,1,3,7,25,1,0,5,9,5,5 4,4,17,1,8 7]","[7,20,1,12,19,24,3,5 4,8,21,9,8,23,9 6,14,18,0,0,9 3,7 11,8,5 5 0,6,3,2,9 5,16,9,4 0 2,3,5,1,13,3,5,8,17,22,5,1,0 0 5,0,8 7,7,5,25,0 7,4,8,0,4,15,3,10,3 7,9 3 5,1,9,4]"
 75,10,16, 10, 41,     pso, 57,0.24,   2.780,"[0,14,23,3 7,12,4,0 0,5,18,10,9 3,3,16 9,3 5 8,4 0 2,15,7,13,19,8,3,0,3,8,9 5,8,4,5,7 11,9 3,8,20,0 7,2,5 5 0,22,9 6,1,5,21,6,0,24,9,1,3,7,25,1,0 5,9,5,5 4,4,17,1,8 7]","[7,20,1,12,19,24,3,5 4,8,21,9,8,23,9 6,14,18,0 0,9 3,7 11,8,5 5 0,6,3,2,9 5,16 9,4 0 2,3,5,1,13,3 5 8,17,22,5,1,0,0 5,0,8 7,7,5,25,0 7,4,8,0,4,15,3,10,3 7,9 3,5,1,9,4]"
 39, 6,21,  5,  3, combine, 37,0.05,   0.000,"[0,12,15,22,27,19,28,18,1,21,13,10,16,8,6,26 1,0,7,20,1 6,14,9,11,17,23,5,7,5,24,5,5,1,1,4,25,0,4]","[7,15,0,24,13,12,23,7,4,8,1,10,4,9,5,11,27,28,14,26 1,1,5,17,6,0,16,5,21,1 6,1,18,19,25,20,0,5,22]"
 39, 6,21,  5,  3,combineS, 37,0.05,   0.000,"[0,12,15,22,27,19,28,18,1,21,13,10,16,8,6,26 1,0,7,20,1 6,14,9,11,17,23,5,7,5,24,5,5,1,1,4,25,0,4]","[7,15,0,24,13,12,23,7,4,8,1,10,4,9,5,11,27,28,14,26 1,1,5,17,6,0,16,5,21,1 6,1,18,19,25,20,0,5,22]"
 39, 6,21,  5,  3,  greedy, 37,0.05,   0.004,"[0,12,15,22,27,19,28,18,1,21,13,10,16,8,6,26 1,0,7,20,1 6,14,9,11,17,23,5,7,5,24,5,5,1,1,4,25,0,4]","[7,15,0,24,13,12,23,7,4,8,1,10,4,9,5,11,27,28,14,26 1,1,5,17,6,0,16,5,21,1 6,1,18,19,25,20,0,5,22]"
 39, 6,21,  5,  3,     pso, 37,0.05,   0.073,"[0,12,15,22,27,19,28,18,1,21,13,10,16,8,6,26 1,0,7,20,1 6,14,9,11,17,23,5,7,5,24,5,5,1,1,4,25,0,4]","[7,15,0,24,13,12,23,7,4,8,1,10,4,9,5,11,27,28,14,26 1,1,5,17,6,0,16,5,21,1 6,1,18,19,25,20,0,5,22]"
 37, 8,15,  5,  7, combine, 33,0.11,   0.000,"[9,13,21,1,18,17,4,0,15,9,19,23,12,14,5,5,0 3,10,0,3,2,6,20,22,2,1 3,16,24 0,0,6,9 4,11,3]","[5,4,14,13,16,20,19,11,1 3,9,10,3,21,6,2,2,17,1,12,9,0 3,18,22,15,24 0,5,6,3,9 4,23,0,0,0]"
 37, 8,15,  5,  7,combineS, 33,0.11,   0.000,"[9,13,21,1,18,17,4,0,15,9,19,23,12,14,5,5,0 3,10,0,3,2,6,20,22,2,1 3,16,24 0,0,6,9 4,11,3]","[5,4,14,13,16,20,19,11,1 3,9,10,3,21,6,2,2,17,1,12,9,0 3,18,22,15,24 0,5,6,3,9 4,23,0,0,0]"
 37, 8,15,  5,  7,  greedy, 33,0.11,   0.003,"[9,13,21,1,18,17,4,0,15,9,19,23,12,14,5,5,0 3,10,0,3,2,6,20,22,2,1 3,16,24 0,0,6,9 4,11,3]","[5,4,14,13,16,20,19,11,1 3,9,10,3,21,6,2,2,17,1,12,9,0 3,18,22,15,24 0,5,6,3,9 4,23,0,0,0]"
 37, 8,15,  5,  7,     pso, 33,0.11,   0.211,"[9,13,21,1,18,17,4,0,15,9,19,23,12,14,5,5,0 3,10,0,3,2,6,20,22,2,1 3,16,24 0,0,6,9 4,11,3]","[5,4,14,13,16,20,19,11,1 3,9,10,3,21,6,2,2,17,1,12,9,0 3,18,22,15,24 0,5,6,3,9 4,23,0,0,0]"
 37, 6,14,  5,  9, combine, 31,0.17,   0.000,"[18,17,12,7,14,0,0 5,3,19,0,5 3,6,4 8,15,4,10,0 21,20,3,16 5,6,5,6,13,7,5,9,0 6,4,11,6]","[0 5,11,18,20,7,6,0,17,6,3,14,16 5,0 6,7,9,6,5 3,5,0 21,15,10,4 8,5,4,6,3,0,12,4,13,19]"
 37, 6,14,  5,  9,combineS, 31,0.17,   0.000,"[18,17,12,7,14,0,0 5,3,19,0,5 3,6,4 8,15,4,10,0 21,20,3,16 5,6,5,6,13,7,5,9,0 6,4,11,6]","[0 5,11,18,20,7,6,0,17,6,3,14,16 5,0 6,7,9,6,5 3,5,0 21,15,10,4 8,5,4,6,3,0,12,4,13,19]"
 37, 6,14,  5,  9,  greedy, 31,0.17,   0.002,"[18,17,12,7,14,0,0 5,3,19,0,5,3,6,4 8,15,4,10,0 21,20,3,16 5,6 5,6,13,7,5,9,0 6,4,11,6]","[0 5,11,18,20,7,6,0,17,6,3,14,16 5,0 6,7,9,6 5,3,5,0 21,15,10,4 8,5,4,6,3,0,12,4,13,19]"
 37, 6,14,  5,  9,     pso, 31,0.17,   0.396,"[18,17,12,7,14,0,0 5,3,19,0,5,3,6,4 8,15,4,10,0 21,20,3,16 5,6 5,6,13,7,5,9,0 6,4,11,6]","[0 5,11,18,20,7,6,0,17,6,3,14,16 5,0 6,7,9,6 5,3,5,0 21,15,10,4 8,5,4,6,3,0,12,4,13,19]"
 77, 8,25, 10, 32, combine, 67,0.13,   0.001,"[0 5,3,32,5,0 2,3,13,6 2,4 2,6 0,0,22,6 2,6,29,7,5 5,4 0,27,28,2,1,26,6,2,12,7,16,14,1,2,18,4,4,23,10,6,31,4,0,24,4 6,11,0,1,7,2,19,9,3,8,6,1,20,5,4,15,6,0 0,17,25,4,5,7,30,21,0]","[5,1,1,1,23,1,4 6,5,8,5,6 0,21,17,6,11,0 2,4,32,6,4 2,4,0 5,5 5,7,29,0,6,14,2,3,26,19,2,25,12,31,27,3,10,0,2,4,6,6,4,28,18,9,6 2,0,13,4,16,22,30,7,20,4 0,24,2,0,15,7,7,6 2,0 0,3]"
 77, 8,25, 10, 32,combineS, 65,0.16,   0.001,"[0 5,3,32,5,0 2,3,13,6 2,4 2,6 0,0,22,6 2,6,29,7,5 5,4,0,27,28,2,1,26,6,2,12,7,16,14,1,2,18,4,4,23,10,6,31,4 0 24,4,6 11 0,1,7,2,19,9,3,8,6,1,20,5,4,15,6,0 0,17,25,4,5,7,30,21,0]","[5,1,1,1,23,1,4,6,5,8,5,6 0,21,17,6 11 0,2,4,32,6,4 2,4,0 5,5 5,7,29,0,6,14,2,3,26,19,2,25,12,31,27,3,10,0 2,4,6,6,4,28,18,9,6 2,0,13,4,16,22,30,7,20,4 0 24,2,0,15,7,7,6 2,0 0,3]"
 77, 8,25, 10, 32,  greedy, 65,0.16,   0.015,"[0 5,3,32,5,0,2 3,13,6 2,4 2,6 0,0,22,6 2,6,29,7,5,5,4,0,27,28,2,1,26,6,2,12,7,16,14,1,2,18,4,4,23,10,6,31,4 0 24,4,6 11 0,1,7,2,19,9,3,8,6,1,20,5,4,15,6,0 0,17,25,4,5 7,30,21,0]","[5,1,1,1,23,1,4,6,5,8,5,6 0,21,17,6 11 0,2,4,32,6,4 2,4,0 5,5,5 7,29,0,6,14,2 3,26,19,2,25,12,31,27,3,10,0,2,4,6,6,4,28,18,9,6 2,0,13,4,16,22,30,7,20,4 0 24,2,0,15,7,7,6 2,0 0,3]"
 77, 8,25, 10, 32,     pso, 64,0.17,   1.738,"[0,5,3,32,5,0,2 3,13,6 2,4 2,6 0,0,22,6 2,6,29,7,5 5,4 0,27,28,2,1,26,6,2,12,7,16,14,1,2,18,4,4,23,10,6,31,4 0 24,4,6 11 0,1,7,2,19,9,3,8,6,1,20,5,4,15,6,0 0,17,25,4,5 7,30,21,0]","[5,1,1,1,23,1,4,6,5,8,5,6 0,21,17,6 11 0,2,4,32,6,4 2,4 0,5 5,5 7,29,0,6,14,2 3,26,19,2,25,12,31,27,3,10,0,2,4,6,6,4,28,18,9,6 2,0,13,4,16,22,30,7,20,4 0 24,2,0,15,7,7,6 2,0 0,3]"
 30, 4,16,  4,  5, combine, 27,0.10,   0.000,"[2,8,4,18,19,4,6,7,2,2,1,12,14,0 16,0,15,10,4,0,17 1 2,20,1,1,11,9,13,5]","[2,5,18,2,7,15,1,4,9,1,4,10,1,2,0,12,8,13,0,6,14,17 1 2,0 16,11,20,4,19]"
 30, 4,16,  4,  5,combineS, 27,0.10,   0.000,"[2,8,4,18,19,4,6,7,2,2,1,12,14,0 16,0,15,10,4,0,17 1 2,20,1,1,11,9,13,5]","[2,5,18,2,7,15,1,4,9,1,4,10,1,2,0,12,8,13,0,6,14,17 1 2,0 16,11,20,4,19]"
 30, 4,16,  4,  5,  greedy, 27,0.10,   0.002,"[2,8,4,18,19,4,6,7,2,2,1,12,14,0 16,0,15,10,4,0,17 1 2,20,1,1,11,9,13,5]","[2,5,18,2,7,15,1,4,9,1,4,10,1,2,0,12,8,13,0,6,14,17 1 2,0 16,11,20,4,19]"
 30, 4,16,  4,  5,     pso, 27,0.10,   0.087,"[2,8,4,18,19,4,6,7,2,2,1,12,14,0 16,0,15,10,4,0,17 1 2,20,1,1,11,9,13,5]","[2,5,18,2,7,15,1,4,9,1,4,10,1,2,0,12,8,13,0,6,14,17 1 2,0 16,11,20,4,19]"
 58, 7,10, 11, 43, combine, 42,0.28,   0.000,"[5,5,9,8 0,7,4,1,3,5 6,2 6,0 0 4 3,6 6,2,4 5,16,0,15,1,3,0 2,6,6,1,3 11,5,1,3 6,4,2,0 3,0 0,13,3,2 0 0,12,2,10,14,0,5,6 4,6]","[0,14,13,0 3,2,15,2 0 0,16,5,3 6,0 0 4 3,8 0,5,4 5,3,9,6,10,12,4,5,3,1,0 2,3 11,4,6,5 6,1,2,1,2 6,7,6 6,0 0,6 4,0,6,3,1,2,5]"
 58, 7,10, 11, 43,combineS, 42,0.28,   0.001,"[5,5,9,8 0,7,4,1,3,5 6,2 6,0 0 4 3,6 6,2,4 5,16,0,15,1,3,0 2,6,6,1,3 11,5,1,3 6,4,2,0 3,0 0,13,3,2 0 0,12,2,10,14,0,5,6 4,6]","[0,14,13,0 3,2,15,2 0 0,16,5,3 6,0 0 4 3,8 0,5,4 5,3,9,6,10,12,4,5,3,1,0 2,3 11,4,6,5 6,1,2,1,2 6,7,6 6,0 0,6 4,0,6,3,1,2,5]"
 58, 7,10, 11, 43,  greedy, 43,0.26,   0.006,"[5,5,9,8,0,7,4,1,3,5 6,2,6 0 0 4 3,6 6,2,4 5,16,0,15,1,3,0,2 6,6,1,3 11,5,1,3,6,4,2,0 3,0 0,13,3,2 0 0,12,2,10,14,0 5,6 4,6]","[0,14,13,0 3,2,15,2 0 0,16,5,3,6 0 0 4 3,8,0 5,4 5,3,9,6,10,12,4,5,3,1,0,2,3 11,4,6,5 6,1,2,1,2 6,7,6 6,0 0,6 4,0,6,3,1,2,5]"
 58, 7,10, 11, 43,     pso, 42,0.28,   2.314,"[5,5,9,8,0,7,4,1,3,5,6,2,6 0 0 4 3,6 6,2,4 5,16,0,15,1,3,0,2 6,6 1,3 11,5,1,3,6 4,2,0 3,0 0,13,3,2 0 0,12,2,10,14,0 5,6,4 6]","[0,14,13,0 3,2,15,2 0 0,16,5,3,6 0 0 4 3,8,0 5,4,5,3,9,6,10,12,4 5,3,1,0,2,3 11,4 6,5,6 1,2,1,2 6,7,6 6,0 0,6 4,0,6,3,1,2,5]"
 21, 6, 5,  3,  6, combine, 19,0.10,   0.000,"[4,1,5,9,3,7,10,0,5 2,3 5,8,2,4,1,0,4,11,3,2]","[11,3 5,4,2,7,1,10,2,3,9,0,3,5 2,4,4,8,5,0,1]"
 21, 6, 5,  3,  6,combineS, 19,0.10,   0.000,"[4,1,5,9,3,7,10,0,5 2,3,5,8,2,4,1,0,4,11 3,2]","[11 3,5,4,2,7,1,10,2,3,9,0,3,5 2,4,4,8,5,0,1]"
 21, 6, 5,  3,  6,  greedy, 19,0.10,   0.000,"[4,1,5,9,3,7,10,0,5 2,3,5,8,2,4,1,0,4,11 3,2]","[11 3,5,4,2,7,1,10,2,3,9,0,3,5 2,4,4,8,5,0,1]"
 21, 6, 5,  3,  6,     pso, 18,0.15,   0.133,"[4,1,5,9,3,7,10,0,5,2,3 5,8,2 4,1,0,4,11 3,2]","[11 3,5,4,2,7,1,10,2,3,9,0,3 5,2 4,4,8,5,0,1]"
 59, 7,22,  7, 15, combine, 51,0.14,   0.001,"[5,2,1,26,3 5,3 4,1 0,17,3,5,8,4,16,7,19,6 4,1,0,12,14,21,4,2,20,3,11,25,28,1,24,5,1,0 1,6,6,0,3 13,3,4,6,2,23,6,22,3 18,6,9,5,10,27,15 2]","[4,5,27,1,23,1,3 5,4,5,6,3,1,21,2,5,6,3,26,0 1,6 4,22,6,15 2,3 4,0,24,6,19,0,1 0,20,6,17,4,3 18,14,3,1,7,2,28,3 13,16,12,8,2,9,10,11,5,25]"
 59, 7,22,  7, 15,combineS, 51,0.14,   0.001,"[5,2,1,26,3 5,3 4,1 0,17,3,5,8,4,16,7,19,6 4,1,0,12,14,21,4,2,20,3,11,25,28,1,24,5,1,0 1,6,6,0,3 13,3,4,6,2,23,6,22,3 18,6,9,5,10,27,15 2]","[4,5,27,1,23,1,3 5,4,5,6,3,1,21,2,5,6,3,26,0 1,6 4,22,6,15 2,3 4,0,24,6,19,0,1 0,20,6,17,4,3 18,14,3,1,7,2,28,3 13,16,12,8,2,9,10,11,5,25]"
 59, 7,22,  7, 15,  greedy, 51,0.14,   0.009,"[5,2,1,26,3 5,3,4,1 0,17,3,5,8,4,16,7,19,6,4,1,0,12,14,21,4,2,20,3,11,25,28,1,24,5,1,0 1 6,6,0,3 13,3 4,6,2,23,6,22,3 18,6,9,5,10,27,15 2]","[4,5,27,1,23,1,3 5,4,5,6,3,1,21,2,5,6,3,26,0 1 6,4,22,6,15 2,3 4,0,24,6,19,0,1 0,20,6,17,4,3 18,14,3,1,7,2,28,3 13,16,12,8,2,9,10,11,5,25]"
 59, 7,22,  7, 15,     pso, 51,0.14,   0.690,"[5,2,1,26,3 5,3,4,1 0,17,3,5,8,4,16,7,19,6,4,1,0,12,14,21,4,2,20,3,11,25,28,1,24,5,1,0 1 6,6,0,3 13,3 4,6,2,23,6,22,3 18,6,9,5,10,27,15 2]","[4,5,27,1,23,1,3 5,4,5,6,3,1,21,2,5,6,3,26,0 1 6,4,22,6,15 2,3 4,0,24,6,19,0,1 0,20,6,17,4,3 18,14,3,1,7,2,28,3 13,16,12,8,2,9,10,11,5,25]"
 67, 7,29,  9, 15, combine, 57,0.15,   0.000,"[5,29,10,2 1,21,4,6,8,4 5,26,27,31,18,34,14,25,32,6,17,4 0,2 0,6 2,2,0,1,5,11,13,16,24,1,3,2,23 2,2,1,5,0,9,7 2,12,5,22 3,4 2,30,28,15,19,35 20,33,5,6,4,3,4,1,1]","[25,8,1,2,12,27,22 3,3,6,2 0,35 20,4,4 2,4 0,10,0,2 1,6,26,4 5,13,18,31,3,5,28,16,9,21,34,33,1,30,2,4,14,5,1,7 2,29,11,4,32,17,5,15,5,23 2,19,1,0,24,6 2,5,2,6,1]"
 67, 7,29,  9, 15,combineS, 57,0.15,   0.001,"[5,29,10,2 1,21,4,6,8,4 5,26,27,31,18,34,14,25,32,6,17,4 0,2 0,6 2,2,0,1,5,11,13,16,24,1,3,2,23 2,2,1,5,0,9,7 2,12,5,22 3,4 2,30,28,15,19,35 20,33,5,6,4,3,4,1,1]","[25,8,1,2,12,27,22 3,3,6,2 0,35 20,4,4 2,4 0,10,0,2 1,6,26,4 5,13,18,31,3,5,28,16,9,21,34,33,1,30,2,4,14,5,1,7 2,29,11,4,32,17,5,15,5,23 2,19,1,0,24,6 2,5,2,6,1]"
 67, 7,29,  9, 15,  greedy, 58,0.14,   0.012,"[5,29,10,2,1,21,4,6,8,4 5,26,27,31,18,34,14,25,32,6,17,4 0,2,0,6 2,2,0,1,5,11,13,16,24,1,3,2,23 2,2 1,5,0,9,7,2 12,5,22 3,4 2,30,28,15,19,35 20,33,5,6,4,3,4,1,1]","[25,8,1,2 12,27,22 3,3,6 2,0,35 20,4,4 2,4 0,10,0,2 1,6,26,4 5,13,18,31,3,5,28,16,9,21,34,33,1,30,2,4,14,5,1,7,2,29,11,4,32,17,5,15,5,23 2,19,1,0,24,6,2,5,2,6,1]"
 67, 7,29,  9, 15,     pso, 57,0.15,   0.825,"[5,29,10,2,1,21,4,6,8,4 5,26,27,31,18,34,14,25,32,6,17,4 0,2 0,6 2,2,0,1,5,11,13,16,24,1,3,2,23 2,2 1,5,0,9,7,2 12,5,22 3,4 2,30,28,15,19,35 20,33,5,6,4,3,4,1,1]","[25,8,1,2 12,27,22 3,3,6,2 0,35 20,4,4 2,4 0,10,0,2 1,6,26,4 5,13,18,31,3,5,28,16,9,21,34,33,1,30,2,4,14,5,1,7,2,29,11,4,32,17,5,15,5,23 2,19,1,0,24,6 2,5,2,6,1]"
 68, 9,11,  8, 36, combine, 54,0.21,   0.001,"[4 8,16,3,2 1,4,8,2,9,0 2,7,13,2,1,8,2,12,0 3,3,14,1 3 6,7,17,4,6,4 4,2,5,4,8,2 6,1,0,6,8 0,15,7,6 6 0,1,6 7,19,8,5,1,3,3,11,7 1,0,6,0,10,18 2,7,7]","[1 3 6,2 1,3,6,2 6,8,8,7 1,2,3,1,2,6 7,1,0 3,10,6,15,9,4 4,7,5,19,6 6 0,8,8 0,18 2,4,11,1,0 2,6,3,7,2,0,0,0,1,14,7,2,16,7,4 8,13,12,8,4,7,4,3,17,5]"
 68, 9,11,  8, 36,combineS, 54,0.21,   0.001,"[4 8,16,3,2 1,4,8,2,9,0 2,7,13,2,1,8,2,12,0 3,3,14,1 3 6,7,17,4,6,4 4,2,5,4,8,2 6,1,0,6,8 0,15,7,6 6 0,1,6 7,19,8,5,1,3,3,11,7 1,0,6,0,10,18 2,7,7]","[1 3 6,2 1,3,6,2 6,8,8,7 1,2,3,1,2,6 7,1,0 3,10,6,15,9,4 4,7,5,19,6 6 0,8,8 0,18 2,4,11,1,0 2,6,3,7,2,0,0,0,1,14,7,2,16,7,4 8,13,12,8,4,7,4,3,17,5]"
 68, 9,11,  8, 36,  greedy, 55,0.19,   0.011,"[4,8,16,3,2,1,4,8,2,9,0,2,7,13,2,1,8,2,12,0,3,3,14,1 3 6,7,17,4,6,4 4,2,5,4 8,2 6,1 0,6 8,0,15,7,6 6 0,1,6,7,19,8,5,1 3,3,11,7 1 0,6,0,10,18 2,7,7]","[1 3 6,2,1 3,6,2,6 8,8,7,1,2,3,1,2 6,7 1 0,3,10,6,15,9,4 4,7,5,19,6 6 0,8,8,0,18 2,4,11,1 0,2,6,3,7,2,0,0,0,1,14,7,2,16,7,4 8,13,12,8,4,7,4,3,17,5]"
 68, 9,11,  8, 36,     pso, 54,0.21,   2.138,"[4 8,16,3,2 1,4,8,2,9,0 2,7,13,2,1,8,2,12,0,3,3,14,1,3 6,7,17,4,6,4 4,2,5,4,8,2 6,1 0,6,8 0,15,7,6 6 0,1,6 7,19,8,5,1 3,3,11,7 1,0,6,0,10,18 2,7,7]","[1 3,6,2 1,3 6,2 6,8,8,7 1,2,3,1,2,6 7,1 0,3,10,6,15,9,4 4,7,5,19,6 6 0,8,8 0,18 2,4,11,1,0 2,6,3,7,2,0,0,0,1,14,7,2,16,7,4 8,13,12,8,4,7,4,3,17,5]"
 71, 9,19, 10, 32, combine, 60,0.16,   0.001,"[4,4,19,7 7 7,3,0,16,8,7 8 0,13,4 7,5,4,0 4,3,0,21,6,2 6,2,2,7,4 6,3,10,26,4,4 6,8,7 6,4,20,2,6,4,18,12,6,5,11,6,22,25,24,8,8,1,15,14,0,1,17,9,0,27,6,7 0,7,23,2]","[6,1,19,22,4 6,7 6,14,8,0,20,0,15,4 7,21,0 4,2,17,6,8,2,4 6,4,25,0,3,5,5,6,8,13,2,11,7 7 7,7,2,8,4,7 0,0,26,10,3,24,7,6,7 8 0,4,9,2 6,18,6,16,1,4,12,4,27,23,4,3]"
 71, 9,19, 10, 32,combineS, 60,0.16,   0.001,"[4,4,19,7 7 7,3,0,16,8,7 8 0,13,4 7,5,4,0 4,3,0,21,6,2 6,2,2,7,4 6,3,10,26,4,4 6,8,7 6,4,20,2,6,4,18,12,6,5,11,6,22,25,24,8,8,1,15,14,0,1,17,9,0,27,6,7 0,7,23,2]","[6,1,19,22,4 6,7 6,14,8,0,20,0,15,4 7,21,0 4,2,17,6,8,2,4 6,4,25,0,3,5,5,6,8,13,2,11,7 7 7,7,2,8,4,7 0,0,26,10,3,24,7,6,7 8 0,4,9,2 6,18,6,16,1,4,12,4,27,23,4,3]"
