size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 58, 7,17,  9, 35,  greedy, 43,0.26,   0.006,"[6 18,1,3,21,1,4 4,4,4,23,20,16,2,0 11,22,6,7,10 5,13,1,2 3 0,5 2,4 1,5,12,8,4 2 4,0 0,5 3,9,4 4,19,2 5,2,3 2,2,14,17,3,5,15,0,0,3]","[2,17,4 2 4,5 2,10 5,9,16,1,14,15,4,5,22,0 0,2 3 0,0,2 5,4 1,2,5,21,6 18,3,12,5 3,19,13,23,3 2,4 4,3,3,20,0 11,6,0,4,7,4 4,1,8,1,2]"
 58, 7,17,  9, 35,     pso, 43,0.26,   4.783,"[6 18,1,3,21,1,4 4,4 4,23,20,16,2,0 11,22,6,7,10 5,13,1,2 3 0,5 2,4 1,5,12,8,4 2 4,0 0,5 3,9,4,4,19,2 5,2,3 2,2,14,17,3,5,15,0,0,3]","[2,17,4 2 4,5 2,10 5,9,16,1,14,15,4,5,22,0 0,2 3 0,0,2 5,4 1,2,5,21,6 18,3,12,5 3,19,13,23,3 2,4 4,3,3,20,0 11,6,0,4,7,4 4,1,8,1,2]"
 30, 5,14,  4,  7, combine, 25,0.17,   0.000,"[0 0,7,0,2 2,10,5,4 16,1,8,17,9,12,3 3,2,14,1,2,6,13,1,3,18,0,11,4 15]","[0,3 3,1,12,11,2 2,0 0,2,10,0,8,18,17,13,6,9,5,3,4 16,4 15,2,1,7,1,14]"
 30, 5,14,  4,  7,combineS, 25,0.17,   0.000,"[0 0,7,0,2,2 10,5,4 16,1,8,17,9,12,3 3,2,14,1,2,6,13,1,3,18,0,11,4 15]","[0,3 3,1,12,11,2,2,0 0,2 10,0,8,18,17,13,6,9,5,3,4 16,4 15,2,1,7,1,14]"
 30, 5,14,  4,  7,  greedy, 25,0.17,   0.001,"[0 0,7,0,2,2 10,5,4 16,1,8,17,9,12,3 3,2,14,1,2,6,13,1,3,18,0,11,4 15]","[0,3 3,1,12,11,2,2,0 0,2 10,0,8,18,17,13,6,9,5,3,4 16,4 15,2,1,7,1,14]"
 30, 5,14,  4,  7,     pso, 25,0.17,   0.425,"[0 0,7,0,2 2,10,5,4 16,1,8,17,9,12,3 3,2,14,1,2,6,13,1,3,18,0,11,4 15]","[0,3 3,1,12,11,2 2,0 0,2,10,0,8,18,17,13,6,9,5,3,4 16,4 15,2,1,7,1,14]"
 64,10,27,  6, 13, combine, 55,0.14,   0.000,"[33 3,35 5,25,23,22,6,5,34,2,26,17,32,30,27,5 14,4,5,8 8,24 7,1,1,16,8,28,8 3,8,36,6,15,29,10,18,1,12,5,3,0,9,9,21,19,6,6,9 7,13,31,2,3,2,9,0 8,4,11 5,20,7]","[4,1,25,5 14,31,5,26,8 3,9,17,8 8,13,1,19,9,18,10,30,5,9 7,8,3,8,22,9,27,16,2,6,33 3,11 5,0,21,24 7,32,35 5,20,1,4,34,15,5,6,36,2,2,6,28,6,23,3,29,7,12,0 8]"
 64,10,27,  6, 13,combineS, 55,0.14,   0.001,"[33 3,35 5,25,23,22,6,5,34,2,26,17,32,30,27,5 14,4,5,8 8,24 7,1,1,16,8,28,8 3,8,36,6,15,29,10,18,1,12,5,3,0,9,9,21,19,6,6,9 7,13,31,2,3,2,9,0 8,4,11 5,20,7]","[4,1,25,5 14,31,5,26,8 3,9,17,8 8,13,1,19,9,18,10,30,5,9 7,8,3,8,22,9,27,16,2,6,33 3,11 5,0,21,24 7,32,35 5,20,1,4,34,15,5,6,36,2,2,6,28,6,23,3,29,7,12,0 8]"
 64,10,27,  6, 13,  greedy, 54,0.16,   0.009,"[33 3,35 5,25,23,22,6,5,34,2,26,17,32,30,27,5 14,4,5,8 8,24 7,1,1,16,8,28,8 3 8,36,6,15,29,10,18,1,12,5,3,0,9,9,21,19,6,6,9 7,13,31,2,3,2,9,0 8,4,11 5,20,7]","[4,1,25,5 14,31,5,26,8,3,9,17,8 8,13,1,19,9,18,10,30,5,9 7,8 3 8,22,9,27,16,2,6,33 3,11 5,0,21,24 7,32,35 5,20,1,4,34,15,5,6,36,2,2,6,28,6,23,3,29,7,12,0 8]"
 64,10,27,  6, 13,     pso, 54,0.16,   1.195,"[33 3,35 5,25,23,22,6,5,34,2,26,17,32,30,27,5 14,4,5,8 8,24 7,1,1,16,8,28,8 3 8,36,6,15,29,10,18,1,12,5,3,0,9,9,21,19,6,6,9 7,13,31,2,3,2,9,0 8,4,11 5,20,7]","[4,1,25,5 14,31,5,26,8,3,9,17,8 8,13,1,19,9,18,10,30,5,9 7,8 3 8,22,9,27,16,2,6,33 3,11 5,0,21,24 7,32,35 5,20,1,4,34,15,5,6,36,2,2,6,28,6,23,3,29,7,12,0 8]"
 38, 7,12,  5,  8, combine, 32,0.16,   0.000,"[4,11,0,1 3,7 18,1,5,5,1,8,0 19,1,3,4,16,2,4,10,5 12,9,0 14,7,3,13,4,7 2,17,2,15,0,2,0]","[4,1,7 18,7,0,16,4,0,5,0 19,11,2,1,10,7 2,2,2,13,5 12,1,0,4,15,0 14,1 3,8,17,3,5,4,9,3]"
 38, 7,12,  5,  8,combineS, 32,0.16,   0.000,"[4,11,0,1 3,7 18,1,5,5,1,8,0 19,1,3,4,16,2,4,10,5 12,9,0 14,7,3,13,4,7 2,17,2,15,0,2,0]","[4,1,7 18,7,0,16,4,0,5,0 19,11,2,1,10,7 2,2,2,13,5 12,1,0,4,15,0 14,1 3,8,17,3,5,4,9,3]"
 38, 7,12,  5,  8,  greedy, 32,0.16,   0.003,"[4,11,0,1 3,7 18,1,5,5,1,8,0 19,1,3,4,16,2,4,10,5 12,9,0,14,7,3,13,4,7 2,17,2,15 0,2,0]","[4,1,7 18,7,0,16,4,0,5,0 19,11,2,1,10,7 2,2,2,13,5 12,1,0,4,15 0,14,1 3,8,17,3,5,4,9,3]"
 38, 7,12,  5,  8,     pso, 32,0.16,   0.714,"[4,11,0,1 3,7 18,1,5,5,1,8,0 19,1,3,4,16,2,4,10,5 12,9,0 14,7,3,13,4,7 2,17,2,15,0,2,0]","[4,1,7 18,7,0,16,4,0,5,0 19,11,2,1,10,7 2,2,2,13,5 12,1,0,4,15,0 14,1 3,8,17,3,5,4,9,3]"
 39, 9,15,  4,  4, combine, 35,0.11,   0.000,"[5,21,15 2,5,17,0,8,6,1,12,0,9,3,14 1,18,22,10,23,8 1,8,4,11,6,2,7,3,7,5 0,16,13,19,1,8,4,20]","[5,6,7,16,12,22,4,8,7,6,11,20,23,3,1,14 1,5,9,8,18,1,2,13,8 1,4,0,17,21,8,0,3,10,5 0,15 2,19]"
 39, 9,15,  4,  4,combineS, 35,0.11,   0.000,"[5,21,15 2,5,17,0,8,6,1,12,0,9,3,14 1,18,22,10,23,8 1,8,4,11,6,2,7,3,7,5 0,16,13,19,1,8,4,20]","[5,6,7,16,12,22,4,8,7,6,11,20,23,3,1,14 1,5,9,8,18,1,2,13,8 1,4,0,17,21,8,0,3,10,5 0,15 2,19]"
 39, 9,15,  4,  4,  greedy, 35,0.11,   0.003,"[5,21,15 2,5,17,0,8,6,1,12,0,9,3,14 1,18,22,10,23,8 1,8,4,11,6,2,7,3,7,5 0,16,13,19,1,8,4,20]","[5,6,7,16,12,22,4,8,7,6,11,20,23,3,1,14 1,5,9,8,18,1,2,13,8 1,4,0,17,21,8,0,3,10,5 0,15 2,19]"
 39, 9,15,  4,  4,     pso, 35,0.11,   0.236,"[5,21,15 2,5,17,0,8,6,1,12,0,9,3,14 1,18,22,10,23,8 1,8,4,11,6,2,7,3,7,5 0,16,13,19,1,8,4,20]","[5,6,7,16,12,22,4,8,7,6,11,20,23,3,1,14 1,5,9,8,18,1,2,13,8 1,4,0,17,21,8,0,3,10,5 0,15 2,19]"
 40, 7,16,  6,  6, combine, 35,0.13,   0.000,"[7,7,17,8,4,18,10,19,0 3,15 7,5,8,20,21 2,7,5,2,3,24,13,0 4,23,16,12,0,7,7 0,5,14,9,2,11,0,22,0]","[0,17,24,22,12,3,7,4,7,10,7,21 2,0,5,0,13,20,5,11,18,0 3,8,8,16,14,5,0 4,7 0,2,2,19,15 7,23,7,9]"
 40, 7,16,  6,  6,combineS, 35,0.13,   0.000,"[7,7,17,8,4,18,10,19,0 3,15 7,5,8,20,21 2,7,5,2,3,24,13,0 4,23,16,12,0,7,7 0,5,14,9,2,11,0,22,0]","[0,17,24,22,12,3,7,4,7,10,7,21 2,0,5,0,13,20,5,11,18,0 3,8,8,16,14,5,0 4,7 0,2,2,19,15 7,23,7,9]"
 40, 7,16,  6,  6,  greedy, 35,0.13,   0.003,"[7,7,17,8,4,18,10,19,0 3,15 7,5,8,20,21 2,7,5,2,3,24,13,0 4,23,16,12,0,7,7,0 5,14,9,2,11,0,22,0]","[0,17,24,22,12,3,7,4,7,10,7,21 2,0 5,0,13,20,5,11,18,0 3,8,8,16,14,5,0 4,7,0,2,2,19,15 7,23,7,9]"
 40, 7,16,  6,  6,     pso, 35,0.13,   0.399,"[7,7,17,8,4,18,10,19,0 3,15 7,5,8,20,21 2,7,5,2,3,24,13,0 4,23,16,12,0,7,7 0,5,14,9,2,11,0,22,0]","[0,17,24,22,12,3,7,4,7,10,7,21 2,0,5,0,13,20,5,11,18,0 3,8,8,16,14,5,0 4,7 0,2,2,19,15 7,23,7,9]"
 75, 9, 7, 13, 56, combine, 56,0.26,   0.001,"[4,14,8 2 6,7,8 4,5,4 5,8,2 6,0,0,6 1,1,8 3,10,3 6,5,4,2 0,1,1,8,8,3,4,2 5,5 1 2,9,2,2 8,0,8,2,12,2,5 15,1,8,2,11 8,3 3,6,5,0,13,6,3,4,5 3,2,2 0,2,1,3 8,7,0]","[0,2 6,3,2 0,8,1,2,8 4,2 8,5 1 2,3 6,2,4,7,5,2,6,8,1,13,5,1,5,6 1,2 0,4,11 8,1,2 5,8,9,0,10,14,3 3,7,5 15,0,4,0,3,2,0,3 8,1,12,4 5,5 3,8 3,2,8,6,2,4,8 2 6,8]"
 75, 9, 7, 13, 56,combineS, 56,0.26,   0.001,"[4,14,8 2 6,7,8 4,5,4 5,8,2 6,0,0,6 1,1,8 3,10,3 6,5,4,2 0,1,1,8,8,3,4,2 5,5 1 2,9,2,2 8,0,8,2,12,2,5 15,1,8,2,11 8,3 3,6,5,0,13,6,3,4,5 3,2,2 0,2,1,3 8,7,0]","[0,2 6,3,2 0,8,1,2,8 4,2 8,5 1 2,3 6,2,4,7,5,2,6,8,1,13,5,1,5,6 1,2 0,4,11 8,1,2 5,8,9,0,10,14,3 3,7,5 15,0,4,0,3,2,0,3 8,1,12,4 5,5 3,8 3,2,8,6,2,4,8 2 6,8]"
 75, 9, 7, 13, 56,  greedy, 57,0.24,   0.014,"[4,14,8 2 6,7,8 4,5,4,5 8,2 6,0,0,6 1,1,8 3,10,3 6,5,4,2 0,1,1,8,8,3,4,2,5,5 1 2,9,2,2 8,0,8,2,12,2,5 15,1,8,2,11 8,3 3,6,5,0,13,6,3,4,5 3,2,2 0,2,1,3 8,7,0]","[0,2 6,3,2 0,8,1,2,8 4,2 8,5 1 2,3 6,2,4,7,5,2,6,8,1,13,5,1,5,6 1,2 0,4,11 8,1,2,5 8,9,0,10,14,3 3,7,5 15,0,4,0,3,2,0,3 8,1,12,4,5,5 3,8 3,2,8,6,2,4,8 2 6,8]"
 75, 9, 7, 13, 56,     pso, 54,0.28,   7.400,"[4,14,8 2 6,7,8 4,5,4 5,8,2 6,0,0,6 1,1,8 3,10,3 6,5,4,2 0,1,1,8,8,3,4,2 5,5 1 2,9,2,2 8,0 8,2,12,2,5 15,1,8,2,11 8,3 3,6,5,0,13,6 3,4,5 3,2,2 0,2,1,3 8,7,0]","[0,2,6 3,2,0 8,1,2,8 4,2,8,5 1 2,3 6,2,4,7,5,2 6,8,1,13,5,1,5,6 1,2 0,4,11 8,1,2 5,8,9,0,10,14,3 3,7,5 15,0,4,0,3,2 0,3 8,1,12,4 5,5 3,8 3,2 8,6,2,4,8 2 6,8]"
 45, 5,20,  7, 13, combine, 38,0.16,   0.000,"[4,3 1,24,2,2,21,23,22,0,3,0 4,4,4,2,20 1,9 4,17,1,8,16,11,0,5,18,1,3 4,0,0,15,6,13,1 7,1 0,4,19,10,12,14]","[0,21,4,23,3,15,22,18,6,0,16,0,1,20 1,8,4,1 0,24,4,0 4,14,2,4,1,3 1,9 4,11,3 4,1 7,12,10,13,5,2,0,17,19,2]"
 45, 5,20,  7, 13,combineS, 38,0.16,   0.000,"[4,3 1,24,2,2,21,23,22,0,3,0 4,4,4,2,20 1,9 4,17,1,8,16,11,0,5,18,1,3 4,0,0,15,6,13,1 7,1 0,4,19,10,12,14]","[0,21,4,23,3,15,22,18,6,0,16,0,1,20 1,8,4,1 0,24,4,0 4,14,2,4,1,3 1,9 4,11,3 4,1 7,12,10,13,5,2,0,17,19,2]"
 45, 5,20,  7, 13,  greedy, 38,0.16,   0.004,"[4,3,1,24,2,2,21,23,22,0,3,0 4,4,4,2,20,1 9 4,17,1 8,16,11,0,5,18,1,3 4,0,0,15,6,13,1 7,1 0,4,19,10,12,14]","[0,21,4,23,3,15,22,18,6,0,16,0,1,20,1 8,4,1 0,24,4,0 4,14,2,4,1,3,1 9 4,11,3 4,1 7,12,10,13,5,2,0,17,19,2]"
 45, 5,20,  7, 13,     pso, 38,0.16,   0.830,"[4,3,1,24,2,2,21,23,22,0,3,0 4,4,4,2,20,1 9 4,17,1 8,16,11,0,5,18,1 3,4,0,0,15,6,13,1 7,1 0,4,19,10,12,14]","[0,21,4,23,3,15,22,18,6,0,16,0,1,20,1 8,4,1 0,24,4,0 4,14,2,4,1 3,1 9 4,11,3,4,1 7,12,10,13,5,2,0,17,19,2]"
 38, 4,24,  5,  1, combine, 37,0.03,   0.000,"[0,0,21,4,2,1,17,18,24,11,5,22,4,10,8,19,6,14,15,4,0,7,23,12,2 2,4,27,16,28,1,25,2,13,26,2,20,9]","[8,13,28,23,2,21,22,26,10,16,7,14,2 2,27,20,4,5,6,18,15,9,19,17,12,11,2,0,4,24,2,0,4,1,0,25,4,1]"
 38, 4,24,  5,  1,combineS, 37,0.03,   0.000,"[0,0,21,4,2,1,17,18,24,11,5,22,4,10,8,19,6,14,15,4,0,7,23,12,2 2,4,27,16,28,1,25,2,13,26,2,20,9]","[8,13,28,23,2,21,22,26,10,16,7,14,2 2,27,20,4,5,6,18,15,9,19,17,12,11,2,0,4,24,2,0,4,1,0,25,4,1]"
 38, 4,24,  5,  1,  greedy, 37,0.03,   0.003,"[0,0,21,4,2,1,17,18,24,11,5,22,4,10,8,19,6,14,15,4,0,7,23,12,2 2,4,27,16,28,1,25,2,13,26,2,20,9]","[8,13,28,23,2,21,22,26,10,16,7,14,2 2,27,20,4,5,6,18,15,9,19,17,12,11,2,0,4,24,2,0,4,1,0,25,4,1]"
 38, 4,24,  5,  1,     pso, 37,0.03,   0.042,"[0,0,21,4,2,1,17,18,24,11,5,22,4,10,8,19,6,14,15,4,0,7,23,12,2 2,4,27,16,28,1,25,2,13,26,2,20,9]","[8,13,28,23,2,21,22,26,10,16,7,14,2 2,27,20,4,5,6,18,15,9,19,17,12,11,2,0,4,24,2,0,4,1,0,25,4,1]"
 72, 9,23,  7, 16, combine, 61,0.15,   0.001,"[2,2,5 6,6,5 5,6,4,7,10,3 2,9,1,4,3 7,27,17,5,7 18,15,2,12,8 2,2,8,25,9 6,24,13,6,1,2,20,8,1,11,4,5,19,32,16,14,31,1 6,23,30,3,6 3,29,26,3,7,3 5,9,7,1 8,22,8,28,3,21,1]","[5,9,2,21,22,31,3,15,1,7 18,5 5,3 7,16,25,5,14,1,7,9 6,2,10,12,7,8,29,9,2,6 3,30,4,23,1,13,3,20,1 8,11,1,24,4,8 2,1 6,2,32,19,6,3 5,28,7,6,8,5 6,3 2,17,4,27,26,2,3,8,6]"
 72, 9,23,  7, 16,combineS, 61,0.15,   0.001,"[2,2,5 6,6,5 5,6,4,7,10,3 2,9,1,4,3 7,27,17,5,7 18,15,2,12,8 2,2,8,25,9 6,24,13,6,1,2,20,8,1,11,4,5,19,32,16,14,31,1 6,23,30,3,6 3,29,26,3,7,3 5,9,7,1 8,22,8,28,3,21,1]","[5,9,2,21,22,31,3,15,1,7 18,5 5,3 7,16,25,5,14,1,7,9 6,2,10,12,7,8,29,9,2,6 3,30,4,23,1,13,3,20,1 8,11,1,24,4,8 2,1 6,2,32,19,6,3 5,28,7,6,8,5 6,3 2,17,4,27,26,2,3,8,6]"
 72, 9,23,  7, 16,  greedy, 61,0.15,   0.014,"[2,2,5 6,6,5 5,6,4,7,10,3 2,9,1,4,3 7,27,17,5,7 18,15,2,12,8 2,2,8,25,9 6,24,13,6,1,2,20,8,1,11,4,5,19,32,16,14,31,1 6,23,30,3,6 3,29,26,3,7,3,5 9,7,1 8,22,8,28,3,21,1]","[5 9,2,21,22,31,3,15,1,7 18,5 5,3 7,16,25,5,14,1,7,9 6,2,10,12,7,8,29,9,2,6,3,30,4,23,1,13,3,20,1 8,11,1,24,4,8 2,1 6,2,32,19,6 3,5,28,7,6,8,5 6,3 2,17,4,27,26,2,3,8,6]"
 72, 9,23,  7, 16,     pso, 61,0.15,   1.919,"[2,2,5 6,6,5 5,6,4,7,10,3 2,9,1,4,3 7,27,17,5,7 18,15,2,12,8 2,2,8,25,9 6,24,13,6,1,2,20,8,1,11,4,5,19,32,16,14,31,1 6,23,30,3,6 3,29,26,3,7,3 5,9,7,1 8,22,8,28,3,21,1]","[5,9,2,21,22,31,3,15,1,7 18,5 5,3 7,16,25,5,14,1,7,9 6,2,10,12,7,8,29,9,2,6 3,30,4,23,1,13,3,20,1 8,11,1,24,4,8 2,1 6,2,32,19,6,3 5,28,7,6,8,5 6,3 2,17,4,27,26,2,3,8,6]"
 49, 7, 8,  9, 35, combine, 38,0.23,   0.000,"[0 6,2 2,5,3,3 0,6 6,2,12,1,3 4,8,3,0,14,6,4,9,6,6,4,4 2,11,10,3,0 4,1,7,4,3,13,6 3,6,0 3,2,6,5,1 4,1 0]","[6,10,9,0 6,0 3,8,6,13,2,14,0,1,4 2,5,7,3 0,4,6 3,2,1 0,3 4,3,4,1,11,3,6,3,6,12,3,6 6,6,1 4,5,4,0 4,2 2]"
 49, 7, 8,  9, 35,combineS, 38,0.23,   0.001,"[0 6,2 2,5,3,3 0,6 6,2,12,1,3 4,8,3,0,14,6,4,9,6,6,4,4 2,11,10,3,0 4,1,7,4,3,13,6 3,6,0 3,2,6,5,1 4,1 0]","[6,10,9,0 6,0 3,8,6,13,2,14,0,1,4 2,5,7,3 0,4,6 3,2,1 0,3 4,3,4,1,11,3,6,3,6,12,3,6 6,6,1 4,5,4,0 4,2 2]"
 49, 7, 8,  9, 35,  greedy, 38,0.23,   0.004,"[0 6,2 2,5,3,3,0,6 6,2,12,1,3,4,8,3,0,14,6,4,9,6,6,4,4 2,11,10,3 0 4,1,7,4 3,13,6 3 6,0,3 2,6,5,1,4 1,0]","[6,10,9,0 6,0,3,8,6,13,2,14,0,1,4 2,5,7,3 0 4,6,3 2,1,0,3,4 3,4 1,11,3,6 3 6,12,3,6 6,6,1,4,5,4,0,4,2 2]"
 49, 7, 8,  9, 35,     pso, 37,0.25,   3.149,"[0 6,2 2,5,3,3,0,6 6,2,12,1,3 4,8,3,0,14,6,4,9,6,6,4,4 2,11,10,3 0 4,1,7,4,3,13,6 3 6,0 3,2,6,5,1 4,1 0]","[6,10,9,0 6,0 3,8,6,13,2,14,0,1,4 2,5,7,3 0 4,6,3,2,1 0,3 4,3,4,1,11,3,6 3 6,12,3,6 6,6,1 4,5,4,0,4,2 2]"
 64, 9, 7,  9, 49, combine, 47,0.27,   0.000,"[0,1,2 1 4,2 2,2,6 2,5 0,14,3 5,8,2 0 0,6,1 15,12,5,3,8 4,6 6,7 8,0,4,4,4,0,7,11,9,2 5,13,5 5 0,8,1,3,6,4,1 8,5,0,4,8,3,3,10,7 1,1,2,2]","[11,0,12,1,0,8,9,4,6,2 1 4,8 4,2,3,13,14,2,10,4,5,4,5,1,1 8,1 15,4,7 8,1,8,7 1,4,3,7,8,6 2,0,2 5,5 5 0,6,2 0 0,3,3 5,0,2,3,5 0,2 2,6 6]"
 64, 9, 7,  9, 49,combineS, 47,0.27,   0.001,"[0,1,2 1 4,2 2,2,6 2,5 0,14,3 5,8,2 0 0,6,1 15,12,5,3,8 4,6 6,7 8,0,4,4,4,0,7,11,9,2 5,13,5 5 0,8,1,3,6,4,1 8,5,0,4,8,3,3,10,7 1,1,2,2]","[11,0,12,1,0,8,9,4,6,2 1 4,8 4,2,3,13,14,2,10,4,5,4,5,1,1 8,1 15,4,7 8,1,8,7 1,4,3,7,8,6 2,0,2 5,5 5 0,6,2 0 0,3,3 5,0,2,3,5 0,2 2,6 6]"
 64, 9, 7,  9, 49,  greedy, 46,0.29,   0.008,"[0,1,2 1 4,2,2 2 6,2,5 0,14,3 5,8,2 0 0,6,1 15,12,5,3,8,4 6,6,7 8,0,4,4,4,0,7,11,9,2 5,13,5 5 0,8 1,3,6,4,1 8,5,0,4,8,3 3,10,7 1,1,2,2]","[11,0,12,1,0,8,9,4 6,2 1 4,8,4,2,3,13,14,2,10,4,5,4,5,1,1 8,1 15,4,7,8 1,8,7 1,4,3,7 8,6,2,0,2 5,5 5 0,6,2 0 0,3 3,5 0,2,3 5,0,2 2 6,6]"
 64, 9, 7,  9, 49,     pso, 45,0.30,   6.584,"[0,1,2 1,4 2,2 2 6,2,5 0,14,3 5,8,2 0 0,6,1 15,12,5,3,8,4 6,6,7 8,0,4,4,4,0,7,11,9,2 5,13,5 5 0,8 1,3,6,4,1 8,5,0,4 8,3 3,10,7 1,1,2,2]","[11,0,12,1,0,8,9,4 6,2 1,4 8,4 2,3,13,14,2,10,4,5,4,5,1,1 8,1 15,4,7,8 1,8,7 1,4,3,7 8,6,2,0,2 5,5 5 0,6,2 0 0,3 3,5 0,2,3 5,0,2 2 6,6]"
 18, 4, 6,  5,  7, combine, 15,0.18,   0.000,"[4,1,2,5,7,9,0 1,1,6,10 4,8,2,0,1 1,4]","[2,9,1,10 4,2,4,0,4,8,1 1,7,0 1,6,1,5]"
 18, 4, 6,  5,  7,combineS, 15,0.18,   0.000,"[4,1,2,5,7,9,0,1,1 6,10 4,8,2,0,1 1,4]","[2,9,1,10 4,2,4,0,4,8,1 1,7,0,1 6,1,5]"
 18, 4, 6,  5,  7,  greedy, 15,0.18,   0.000,"[4,1,2,5,7,9,0,1,1 6,10 4,8,2,0,1 1,4]","[2,9,1,10 4,2,4,0,4,8,1 1,7,0,1 6,1,5]"
 18, 4, 6,  5,  7,     pso, 15,0.18,   0.298,"[4,1,2,5,7,9,0 1,1,6,10 4,8,2,0,1 1,4]","[2,9,1,10 4,2,4,0,4,8,1 1,7,0 1,6,1,5]"
