size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 50, 7,21,  5, 13, combine, 42,0.16,   0.000,"[5,9 7,0 7,27,22,20,1,3,15,6,2,6,19,3 5,6 21,25 3,0 7,23,5,0,7,14,0,13,26,1,6,11,2,17,7,10,6,8,5 16,12 5,18,1,28,24,3,3]","[3,6 21,0,2,5 16,26,13,11,0 7,28,6,0,1,27,24,25 3,12 5,1,5,6,9 7,8,15,3,1,14,19,6,6,0 7,3 5,2,5,7,7,17,3,10,18,23,20,22]"
 50, 7,21,  5, 13,combineS, 42,0.16,   0.000,"[5,9 7,0 7,27,22,20,1,3,15,6,2,6,19,3 5,6 21,25 3,0 7,23,5,0,7,14,0,13,26,1,6,11,2,17,7,10,6,8,5 16,12 5,18,1,28,24,3,3]","[3,6 21,0,2,5 16,26,13,11,0 7,28,6,0,1,27,24,25 3,12 5,1,5,6,9 7,8,15,3,1,14,19,6,6,0 7,3 5,2,5,7,7,17,3,10,18,23,20,22]"
 50, 7,21,  5, 13,  greedy, 42,0.16,   0.004,"[5,9 7,0 7,27,22,20,1,3,15,6,2,6,19,3 5,6 21,25 3,0 7,23,5,0,7,14,0,13,26,1,6,11,2,17,7,10,6,8,5 16,12 5,18,1,28,24,3,3]","[3,6 21,0,2,5 16,26,13,11,0 7,28,6,0,1,27,24,25 3,12 5,1,5,6,9 7,8,15,3,1,14,19,6,6,0 7,3 5,2,5,7,7,17,3,10,18,23,20,22]"
 50, 7,21,  5, 13,     pso, 42,0.16,   0.996,"[5,9 7,0 7,27,22,20,1,3,15,6,2,6,19,3 5,6 21,25 3,0 7,23,5,0,7,14,0,13,26,1,6,11,2,17,7,10,6,8,5 16,12 5,18,1,28,24,3,3]","[3,6 21,0,2,5 16,26,13,11,0 7,28,6,0,1,27,24,25 3,12 5,1,5,6,9 7,8,15,3,1,14,19,6,6,0 7,3 5,2,5,7,7,17,3,10,18,23,20,22]"
 53, 9,22,  5, 13, combine, 43,0.19,   0.000,"[5,17,23 4 3,27,10,1,5 7,0,16,13,4,14,22,2,5,20,4,1,9,3,15,8 6,1,6,24 8 0,12,6,30,11 8,26,8,18 6,7,7,21,2,0 19,25,6,28,29,4 8,3]","[20,23 4 3,6,6,2,21,27,16,1,3,7,25,26,4 8,2,6,4,24 8 0,8 6,9,17,5,4,28,1,7,29,22,13,18 6,10,30,14,5,5 7,1,8,12,11 8,0,0 19,15,3]"
 53, 9,22,  5, 13,combineS, 43,0.19,   0.001,"[5,17,23 4 3,27,10,1,5 7,0,16,13,4,14,22,2,5,20,4,1,9,3,15,8 6,1,6,24 8 0,12,6,30,11 8,26,8,18 6,7,7,21,2,0 19,25,6,28,29,4 8,3]","[20,23 4 3,6,6,2,21,27,16,1,3,7,25,26,4 8,2,6,4,24 8 0,8 6,9,17,5,4,28,1,7,29,22,13,18 6,10,30,14,5,5 7,1,8,12,11 8,0,0 19,15,3]"
 53, 9,22,  5, 13,  greedy, 43,0.19,   0.006,"[5,17,23 4 3,27,10,1,5 7,0,16,13,4,14,22,2,5,20,4,1,9,3,15,8 6,1,6,24 8 0,12,6,30,11 8,26,8,18 6,7,7,21,2,0 19,25,6,28,29,4 8,3]","[20,23 4 3,6,6,2,21,27,16,1,3,7,25,26,4 8,2,6,4,24 8 0,8 6,9,17,5,4,28,1,7,29,22,13,18 6,10,30,14,5,5 7,1,8,12,11 8,0,0 19,15,3]"
 53, 9,22,  5, 13,     pso, 43,0.19,   1.045,"[5,17,23 4 3,27,10,1,5 7,0,16,13,4,14,22,2,5,20,4,1,9,3,15,8 6,1,6,24 8 0,12,6,30,11 8,26,8,18 6,7,7,21,2,0 19,25,6,28,29,4 8,3]","[20,23 4 3,6,6,2,21,27,16,1,3,7,25,26,4 8,2,6,4,24 8 0,8 6,9,17,5,4,28,1,7,29,22,13,18 6,10,30,14,5,5 7,1,8,12,11 8,0,0 19,15,3]"
 52, 5,18, 10, 22, combine, 43,0.18,   0.000,"[16,3 4,12,2,1,2,0,7,1,0,4,2,0,13 3,1 1,19,22,1,3,3 2,1,3 0,4,6,0 15,5,14,4 0,0,4,0 1,0,4,2,21,17,10,0 3,20,9,11,8,18]","[19,0,9,0,0 3,1,5,1,13 3,2,2,17,3 4,0,3 2,3 0,0,2,4,20,2,4,8,11,22,3,21,0 1,7,4,12,4 0,0 15,1 1,1,1,18,4,14,0,6,16,10]"
 52, 5,18, 10, 22,combineS, 43,0.18,   0.000,"[16,3,4 12,2,1,2,0,7,1,0,4,2,0,13 3,1 1,19,22,1,3,3 2,1,3 0,4,6,0 15,5,14,4 0,0,4 0,1,0,4,2,21,17,10,0 3,20,9,11,8,18]","[19,0,9,0,0 3,1,5,1,13 3,2,2,17,3,4 0,3 2,3 0,0,2,4,20,2,4,8,11,22,3,21,0,1,7,4 12,4 0,0 15,1 1,1,1,18,4,14,0,6,16,10]"
 52, 5,18, 10, 22,  greedy, 44,0.16,   0.006,"[16,3,4 12,2,1,2,0,7,1,0,4,2,0,13,3,1 1,19,22,1,3,3 2,1,3 0,4,6,0,15,5,14,4 0 0,4 0,1,0,4,2,21,17,10,0 3,20,9,11,8,18]","[19,0,9,0,0 3,1,5,1,13,3 2,2,17,3,4 0,3,2,3 0,0,2,4,20,2,4,8,11,22,3,21,0,1,7,4 12,4 0 0,15,1 1,1,1,18,4,14,0,6,16,10]"
 52, 5,18, 10, 22,     pso, 43,0.18,   1.586,"[16,3 4,12,2,1,2,0,7,1,0,4,2,0,13 3,1 1,19,22,1,3,3 2,1,3 0,4,6,0,15,5,14,4 0 0,4,0 1,0,4,2,21,17,10,0 3,20,9,11,8,18]","[19,0,9,0,0 3,1,5,1,13 3,2,2,17,3 4,0,3 2,3 0,0,2,4,20,2,4,8,11,22,3,21,0 1,7,4,12,4 0 0,15,1 1,1,1,18,4,14,0,6,16,10]"
 50, 5, 5, 14, 82, combine, 37,0.27,   0.000,"[3 4,1,3 4,1,0 4,2,4 4,4,7,0 2,9,0,2 3 4,2 0,0 3,4,1 1,0,2,3 4,2 0,3,0,2,3,6,2,4,4,5,3,0,8,4,1 4,4,1]","[1,2,1,2 0,1 4,0,7,4,0 4,0 3,0,5,2 3 4,8,2,9,2,1 1,4,6,0,3 4,4,3 4,0,4,2,2 0,0 2,3 4,3,4,3,1,4,3,4 4]"
 50, 5, 5, 14, 82,combineS, 35,0.31,   0.001,"[3 4,1,3 4,1,0 4,2,4 4,4,7,0,2 9,0 2 3 4,2 0,0 3,4,1 1,0,2 3 4,2 0,3,0,2,3,6,2,4,4,5,3,0,8,4,1 4,4,1]","[1,2,1,2 0,1 4,0,7,4,0 4,0 3,0,5,2 3 4,8,2 9,2,1 1,4,6,0,3 4,4,3 4,0,4,2,2 0,0 2 3 4,3,4,3,1,4,3,4 4]"
 50, 5, 5, 14, 82,  greedy, 32,0.37,   0.003,"[3 4,1,3 4,1,0 4 2,4 4,4,7,0,2 9,0 2 3 4,2 0,0 3 4,1 1,0,2 3 4,2,0 3 0,2,3,6,2,4,4,5,3,0,8,4,1 4,4,1]","[1,2,1,2,0,1,4,0,7,4,0,4,0 3 0,5,2 3 4,8,2 9,2,1 1,4,6,0 3 4,4,3 4,0 4 2,2 0,0 2 3 4,3 4,3,1 4,3,4 4]"
 50, 5, 5, 14, 82,     pso, 32,0.37,   7.249,"[3 4,1,3 4,1,0 4 2,4 4,4,7,0,2 9,0 2 3 4,2 0,0 3 4,1 1,0,2 3 4,2,0 3 0,2,3,6,2,4,4,5,3,0,8,4,1 4,4,1]","[1,2,1,2 0,1 4,0,7,4,0,4,0 3 0,5,2 3 4,8,2 9,2,1 1,4,6,0 3 4,4,3 4,0 4 2,2,0,0 2 3 4,3 4,3,1,4,3,4 4]"
 63, 8,22, 10, 14, combine, 55,0.13,   0.000,"[11,13,5,19,0,5,22,6,25,3 3,4 4,3 4,28,21,4,17,20,1,8,16 3,7,7,24,10 0,1,14,1,4,3 2,0,4 7,29,9,1,23,15,3,7,6,0,3 6,1,1,12,26,6,7,2,3,18,2,3,0,3,27]","[6,3,1,0,15,9,6,3 4,17,3,19,2,6,28,1,7,25,4,1,7,23,4 4,0,2,3 2,4 7,0,0,1,11,1,21,7,20,5,29,13,26,7,14,18,24,16 3,8,4,12,5,3 3,3,10 0,22,3 6,27,3,1]"
 63, 8,22, 10, 14,combineS, 55,0.13,   0.001,"[11,13,5,19,0,5,22,6,25,3 3,4 4,3,4,28,21,4 17,20,1,8,16 3,7,7,24,10 0,1,14,1,4,3 2,0,4 7,29,9,1,23,15,3,7,6,0,3 6,1,1,12,26,6,7,2,3,18,2,3,0,3,27]","[6,3,1,0,15,9,6,3,4 17,3,19,2,6,28,1,7,25,4,1,7,23,4 4,0,2,3 2,4 7,0,0,1,11,1,21,7,20,5,29,13,26,7,14,18,24,16 3,8,4,12,5,3 3,3,10 0,22,3 6,27,3,1]"
 63, 8,22, 10, 14,  greedy, 55,0.13,   0.011,"[11,13,5,19,0,5,22,6,25,3 3,4 4,3,4,28,21,4 17,20,1,8,16 3,7,7,24,10 0,1,14,1,4,3,2,0,4 7,29,9,1,23,15,3,7,6,0,3 6,1,1,12,26,6,7,2 3,18,2,3,0,3,27]","[6,3,1,0,15,9,6,3,4 17,3,19,2,6,28,1,7,25,4,1,7,23,4 4,0,2 3,2,4 7,0,0,1,11,1,21,7,20,5,29,13,26,7,14,18,24,16 3,8,4,12,5,3 3,3,10 0,22,3 6,27,3,1]"
 63, 8,22, 10, 14,     pso, 55,0.13,   1.284,"[11,13,5,19,0,5,22,6,25,3 3,4 4,3 4,28,21,4,17,20,1,8,16 3,7,7,24,10 0,1,14,1,4,3 2,0,4 7,29,9,1,23,15,3,7,6,0,3 6,1,1,12,26,6,7,2,3,18,2,3,0,3,27]","[6,3,1,0,15,9,6,3 4,17,3,19,2,6,28,1,7,25,4,1,7,23,4 4,0,2,3 2,4 7,0,0,1,11,1,21,7,20,5,29,13,26,7,14,18,24,16 3,8,4,12,5,3 3,3,10 0,22,3 6,27,3,1]"
 73, 7,30,  9, 17, combine, 63,0.14,   0.001,"[4,5,3,34 4,4,7,5,18,2 2,12 0,2,13,0,1,8,0,2,4 0,20,6 5,19,10,0,2,22,1,32,6,28,27,14,6,3,3,15,5,16,1,30,6,1 5,36,1,17,29,31,24,1 0,25,5,3,33,9,1,5,21,1 6,2,23 2 2,35,1,11,26]","[3,27,29,1 0,4,17,3,8,19,5,1,33,28,24,2 2,11,36,25,35,6,32,5,23 2 2,5,34 4,26,5,13,1,7,30,12 0,0,0,16,9,2,2,1 5,15,1 6,21,18,3,10,3,1,1,2,6 5,6,20,4 0,6,5,2,1,4,14,0,22,31,1]"
 73, 7,30,  9, 17,combineS, 63,0.14,   0.001,"[4,5,3,34 4,4,7,5,18,2 2,12 0,2,13,0,1,8,0,2,4 0,20,6 5,19,10,0,2,22,1,32,6,28,27,14,6,3,3,15,5,16,1,30,6,1 5,36,1,17,29,31,24,1 0,25,5,3,33,9,1,5,21,1 6,2,23 2 2,35,1,11,26]","[3,27,29,1 0,4,17,3,8,19,5,1,33,28,24,2 2,11,36,25,35,6,32,5,23 2 2,5,34 4,26,5,13,1,7,30,12 0,0,0,16,9,2,2,1 5,15,1 6,21,18,3,10,3,1,1,2,6 5,6,20,4 0,6,5,2,1,4,14,0,22,31,1]"
 73, 7,30,  9, 17,  greedy, 63,0.14,   0.015,"[4,5,3,34 4,4,7,5,18,2 2,12 0,2,13,0,1,8,0,2,4 0,20,6 5,19,10,0,2,22,1,32,6,28,27,14,6,3,3,15,5,16,1,30,6,1,5,36,1,17,29,31,24,1 0,25,5,3,33,9,1 5,21,1 6,2,23 2 2,35,1,11,26]","[3,27,29,1 0,4,17,3,8,19,5,1,33,28,24,2 2,11,36,25,35,6,32,5,23 2 2,5,34 4,26,5,13,1,7,30,12 0,0,0,16,9,2,2,1 5,15,1 6,21,18,3,10,3,1,1,2,6 5,6,20,4 0,6,5,2,1,4,14,0,22,31,1]"
 73, 7,30,  9, 17,     pso, 63,0.14,   1.621,"[4,5,3,34 4,4,7,5,18,2 2,12 0,2,13,0,1,8,0,2,4 0,20,6 5,19,10,0,2,22,1,32,6,28,27,14,6,3,3,15,5,16,1,30,6,1 5,36,1,17,29,31,24,1 0,25,5,3,33,9,1,5,21,1 6,2,23 2 2,35,1,11,26]","[3,27,29,1 0,4,17,3,8,19,5,1,33,28,24,2 2,11,36,25,35,6,32,5,23 2 2,5,34 4,26,5,13,1,7,30,12 0,0,0,16,9,2,2,1 5,15,1 6,21,18,3,10,3,1,1,2,6 5,6,20,4 0,6,5,2,1,4,14,0,22,31,1]"
 31, 4,19,  4,  8, combine, 25,0.20,   0.000,"[9,5 5 16,19 0,0 1,5,18,24,23,22,7,20,2,12,2 2,0,14,6,17,13 8,15,1,21,0,10,11]","[18,2,24,0 1,19 0,7,13 8,14,12,10,5,2 2,20,0,6,11,5 5 16,0,1,17,23,21,15,22,9]"
 31, 4,19,  4,  8,combineS, 25,0.20,   0.000,"[9,5 5 16,19 0,0 1,5,18,24,23,22,7,20,2,12,2 2,0,14,6,17,13 8,15,1,21,0,10,11]","[18,2,24,0 1,19 0,7,13 8,14,12,10,5,2 2,20,0,6,11,5 5 16,0,1,17,23,21,15,22,9]"
 31, 4,19,  4,  8,  greedy, 25,0.20,   0.001,"[9,5 5 16,19 0,0 1,5,18,24,23,22,7,20,2,12,2 2,0,14,6,17,13 8,15,1,21,0,10,11]","[18,2,24,0,1,19 0,7,13 8,14,12,10,5,2 2,20,0,6,11,5 5 16,0 1,17,23,21,15,22,9]"
 31, 4,19,  4,  8,     pso, 25,0.20,   0.369,"[9,5 5 16,19 0,0 1,5,18,24,23,22,7,20,2,12,2 2,0,14,6,17,13 8,15,1,21,0,10,11]","[18,2,24,0 1,19 0,7,13 8,14,12,10,5,2 2,20,0,6,11,5 5 16,0,1,17,23,21,15,22,9]"
 80, 6,27, 16, 55, combine, 63,0.22,   0.001,"[24,0,3 3,3,11,18,5 5,21,2,2,0 0 2,5,15,6,5,22,31,1,23,4,13,3,12,3 1,5 3,9,28,0 4,17,4,3,0,7 2,3,27,2,0,1 0,1,5,0,4,3,4 5,1 3,1,3,32,29 3 3,1,26,20,3,5 3 0,30,16,5,25 3,19,10,14,8,5 4]","[4,0,24,5 5,1,30,5,5,2,28,11,7 2,5 4,3 1,2,3,0 0 2,6,29 3 3,12,10,1 0,16,3 3,13,27,0 4,22,5,5,32,3,17,25 3,5 3 0,9,1,8,3,1,19,3,23,21,0,15,31,4 5,2,20,0,18,3,26,3,1,4,0,14,4,1 3,5 3,3]"
 80, 6,27, 16, 55,combineS, 62,0.23,   0.001,"[24,0,3 3,3,11,18,5 5,21,2,2,0 0 2,5,15,6,5,22,31,1,23,4,13,3 12,3 1,5 3,9,28,0 4,17,4,3,0,7 2,3,27,2,0,1 0,1,5,0,4,3,4 5,1 3,1,3,32,29 3,3 1,26,20,3,5 3 0,30,16,5,25 3,19,10,14,8,5 4]","[4,0,24,5 5,1,30,5,5,2,28,11,7 2,5 4,3 1,2,3,0 0 2,6,29 3,3 12,10,1 0,16,3 3,13,27,0 4,22,5,5,32,3,17,25 3,5 3 0,9,1,8,3 1,19,3,23,21,0,15,31,4 5,2,20,0,18,3,26,3,1,4,0,14,4,1 3,5 3,3]"
 80, 6,27, 16, 55,  greedy, 63,0.22,   0.016,"[24,0,3 3,3,11,18,5 5,21,2,2,0 0 2,5,15,6,5,22,31,1,23,4,13,3,12,3 1,5 3,9,28,0 4,17,4,3,0,7,2 3,27,2,0,1 0,1,5,0,4,3,4,5 1,3 1,3,32,29 3 3,1,26,20,3 5 3 0,30,16,5,25,3,19,10,14,8,5 4]","[4,0,24,5,5 1,30,5,5,2,28,11,7,2,5 4,3 1,2 3,0 0 2,6,29 3 3,12,10,1 0,16,3 3,13,27,0 4,22,5 5,32,3,17,25,3 5 3 0,9,1,8,3 1,19,3,23,21,0,15,31,4,5,2,20,0,18,3,26,3,1,4,0,14,4,1,3,5 3,3]"
 80, 6,27, 16, 55,     pso, 62,0.23,   7.140,"[24,0,3,3 3,11,18,5 5,21,2,2,0,0 2,5,15,6,5,22,31,1,23,4,13,3 12,3 1,5 3,9,28,0,4,17,4,3 0,7 2,3,27,2,0,1 0,1,5,0 4,3,4,5 1,3 1,3,32,29 3,3 1,26,20,3,5 3 0,30,16,5,25 3,19,10,14,8,5 4]","[4,0,24,5,5 1,30,5,5,2,28,11,7 2,5 4,3 1,2,3 0,0 2,6,29 3,3 12,10,1 0,16,3 3,13,27,0 4,22,5 5,32,3,17,25 3,5 3 0,9,1,8,3 1,19,3,23,21,0,15,31,4,5,2,20,0,18,3,26,3 1,4,0,14,4,1,3,5 3,3]"
 25, 6, 6,  5,  8, combine, 20,0.21,   0.000,"[2,2 6 6,8,11 1,10,2,6,4,9,14 4,6,12,6,4,0,8,1,0 1,0,13]","[14 4,2 6 6,1,13,6,0 1,6,8,12,0,2,0,2,4,10,6,11 1,9,8,4]"
 25, 6, 6,  5,  8,combineS, 20,0.21,   0.000,"[2,2 6 6,8,11 1,10,2,6,4,9,14 4,6,12,6,4,0,8,1,0 1,0,13]","[14 4,2 6 6,1,13,6,0 1,6,8,12,0,2,0,2,4,10,6,11 1,9,8,4]"
 25, 6, 6,  5,  8,  greedy, 20,0.21,   0.001,"[2,2 6 6,8,11 1,10,2,6,4,9,14 4,6,12,6,4,0,8,1,0 1,0,13]","[14 4,2 6 6,1,13,6,0 1,6,8,12,0,2,0,2,4,10,6,11 1,9,8,4]"
 25, 6, 6,  5,  8,     pso, 20,0.21,   0.380,"[2,2 6 6,8,11 1,10,2,6,4,9,14 4,6,12,6,4,0,8,1,0 1,0,13]","[14 4,2 6 6,1,13,6,0 1,6,8,12,0,2,0,2,4,10,6,11 1,9,8,4]"
 45, 7, 7,  8, 28, combine, 34,0.25,   0.000,"[3 7,7,6,13,0,1,6 9 4,5 1,1 7,12,1,0 7,10 6,0,5 4,7,1,7,4,4 5,8,6,0 0,1,14,11,3,5,1,7 5,3,7,4,5]","[0,12,8,7,3 7,14,1,5 4,3,6,10 6,1,1,13,7,0 0,3,6,5,7 5,4 5,0 7,0,5 1,7,7,11,1 7,1,5,6 9 4,4,1,4]"
 45, 7, 7,  8, 28,combineS, 34,0.25,   0.001,"[3 7,7,6,13,0,1,6 9 4,5 1,1 7,12,1,0 7,10 6,0,5 4,7,1,7,4,4 5,8,6,0 0,1,14,11,3,5,1,7 5,3,7,4,5]","[0,12,8,7,3 7,14,1,5 4,3,6,10 6,1,1,13,7,0 0,3,6,5,7 5,4 5,0 7,0,5 1,7,7,11,1 7,1,5,6 9 4,4,1,4]"
 45, 7, 7,  8, 28,  greedy, 33,0.27,   0.003,"[3,7,7,6,13,0,1,6 9 4,5,1 1,7,12,1,0 7,10 6,0,5 4,7 1,7,4,4,5,8,6,0 0,1,14,11,3,5 1 7,5,3 7,4 5]","[0,12,8,7,3 7,14,1,5 4,3,6,10 6,1 1,13,7,0 0,3,6,5,7,5,4 5,0 7,0,5 1 7,7,11,1,7 1,5,6 9 4,4,1,4]"
 45, 7, 7,  8, 28,     pso, 32,0.30,   2.888,"[3,7 7,6,13,0,1,6 9 4,5,1 1,7,12,1,0 7,10 6,0,5 4,7 1,7,4,4,5,8,6,0 0,1,14,11,3,5 1,7 5,3 7,4 5]","[0,12,8,7,3 7,14,1,5 4,3,6,10 6,1 1,13,7,0 0,3,6,5,7 5,4 5,0 7,0,5 1,7 7,11,1,7 1,5,6 9 4,4,1,4]"
 43, 7,22,  7,  5, combine, 41,0.05,   0.000,"[26,3,17,9,14,2,28,7,27,3,29,19,2,10,16,2 0,11,18 2,0,15,13,6,12,7,5,1,20,2,5,30,2,2,22,25,1,6,24,6,21,23,3]","[30,7,12,17,3,20,16,6,5,2 0,6,18 2,25,28,1,24,1,2,13,10,3,27,5,7,19,15,21,6,14,3,2,11,2,0,22,2,29,9,2,23,26]"
 43, 7,22,  7,  5,combineS, 41,0.05,   0.000,"[26,3,17,9,14,2,28,7,27,3,29,19,2,10,16,2 0,11,18 2,0,15,13,6,12,7,5,1,20,2,5,30,2,2,22,25,1,6,24,6,21,23,3]","[30,7,12,17,3,20,16,6,5,2 0,6,18 2,25,28,1,24,1,2,13,10,3,27,5,7,19,15,21,6,14,3,2,11,2,0,22,2,29,9,2,23,26]"
 43, 7,22,  7,  5,  greedy, 41,0.05,   0.004,"[26,3,17,9,14,2,28,7,27,3,29,19,2,10,16,2 0,11,18 2,0,15,13,6,12,7,5,1,20,2,5,30,2,2,22,25,1,6,24,6,21,23,3]","[30,7,12,17,3,20,16,6,5,2 0,6,18 2,25,28,1,24,1,2,13,10,3,27,5,7,19,15,21,6,14,3,2,11,2,0,22,2,29,9,2,23,26]"
 43, 7,22,  7,  5,     pso, 41,0.05,   0.171,"[26,3,17,9,14,2,28,7,27,3,29,19,2,10,16,2 0,11,18 2,0,15,13,6,12,7,5,1,20,2,5,30,2,2,22,25,1,6,24,6,21,23,3]","[30,7,12,17,3,20,16,6,5,2 0,6,18 2,25,28,1,24,1,2,13,10,3,27,5,7,19,15,21,6,14,3,2,11,2,0,22,2,29,9,2,23,26]"
 79, 5,24, 16, 70, combine, 59,0.26,   0.001,"[4,3 2,2,0 2 2,0,9,3 0,3 1,4,18,2 1 4,1 1,13,0 2,24,28,1 3,4,1 0,25,0 3,11,7,2,2 3,1,20,26,2,23,0,0,12,3 3,16,2 1,3,10,3 3,6 1,3,21,8 4,4,0 3,19,3,3,1,17,4 2,22,5,3,14,0,27,4,15]","[2,3 2,0 3,4,4,26,6 1,0 2 2,13,1,3 1,11,0,19,20,3,27,2 1 4,0 3,4,9,4,4 2,8 4,28,22,0,15,1 3,3 3,17,3,1 1,3,7,25,3,2 1,2,4,12,2,3 0,0 2,1 0,16,18,3,2 3,0,24,1,14,3 3,5,0,10,23,21]"
 79, 5,24, 16, 70,combineS, 59,0.26,   0.001,"[4,3 2,2,0 2 2,0,9,3 0,3 1,4,18,2 1 4,1 1,13,0 2,24,28,1 3,4,1 0,25,0 3,11,7,2,2 3,1,20,26,2,23,0,0,12,3 3,16,2 1,3,10,3 3,6 1,3,21,8 4,4,0 3,19,3,3,1,17,4 2,22,5,3,14,0,27,4,15]","[2,3 2,0 3,4,4,26,6 1,0 2 2,13,1,3 1,11,0,19,20,3,27,2 1 4,0 3,4,9,4,4 2,8 4,28,22,0,15,1 3,3 3,17,3,1 1,3,7,25,3,2 1,2,4,12,2,3 0,0 2,1 0,16,18,3,2 3,0,24,1,14,3 3,5,0,10,23,21]"
 79, 5,24, 16, 70,  greedy, 60,0.24,   0.016,"[4,3 2,2,0 2 2,0,9,3 0,3 1,4,18,2 1,4,1,1,13,0 2,24,28,1,3 4,1 0,25,0,3,11,7,2,2 3,1,20,26,2,23,0,0,12,3 3,16,2 1,3,10,3 3,6 1,3,21,8 4,4 0 3,19,3,3 1,17,4 2,22,5,3,14,0,27,4,15]","[2,3 2,0,3 4,4,26,6 1,0 2 2,13,1,3 1,11,0,19,20,3,27,2 1,4 0 3,4,9,4,4 2,8 4,28,22,0,15,1,3 3,3,17,3 1,1,3,7,25,3,2 1,2,4,12,2,3 0,0 2,1 0,16,18,3,2 3,0,24,1,14,3 3,5,0,10,23,21]"
 79, 5,24, 16, 70,     pso, 59,0.26,   8.777,"[4,3 2,2,0 2 2,0,9,3 0,3 1,4,18,2 1 4,1 1,13,0 2,24,28,1 3,4,1 0,25,0 3,11,7,2,2 3,1,20,26,2,23,0,0,12,3 3,16,2 1,3,10,3 3,6 1,3,21,8 4,4,0 3,19,3,3,1,17,4 2,22,5,3,14,0,27,4,15]","[2,3 2,0 3,4,4,26,6 1,0 2 2,13,1,3 1,11,0,19,20,3,27,2 1 4,0 3,4,9,4,4 2,8 4,28,22,0,15,1 3,3 3,17,3,1 1,3,7,25,3,2 1,2,4,12,2,3 0,0 2,1 0,16,18,3,2 3,0,24,1,14,3 3,5,0,10,23,21]"
 63, 9,24,  7, 20, combine, 53,0.16,   0.000,"[7 2,29,30,4,28,6,14,32,17,0 0,9 9,7,21 26,31,2,7 0,27,9,1,2,0,0,13,6 1,18,6,3 9,3,12,22,11,7,2 6,2,33,2 2,25,23,6,9,9,24,3,19,15,20,0,7,4,16,8 6,8,10]","[7,9,8,2 6,4,14,33,4,27,7 0,9,8 6,13,7,18,0,6 1,15,3,0,9 9,9,0 0,22,6,0,24,29,31,10,12,2 2,16,2,30,6,1,25,2,17,20,3,11,3 9,21 26,7 2,2,19,6,7,23,28,32]"
 63, 9,24,  7, 20,combineS, 53,0.16,   0.001,"[7 2,29,30,4,28,6,14,32,17,0 0,9 9,7,21 26,31,2,7 0,27,9,1,2,0,0,13,6 1,18,6,3 9,3,12,22,11,7,2 6,2,33,2 2,25,23,6,9,9,24,3,19,15,20,0,7,4,16,8 6,8,10]","[7,9,8,2 6,4,14,33,4,27,7 0,9,8 6,13,7,18,0,6 1,15,3,0,9 9,9,0 0,22,6,0,24,29,31,10,12,2 2,16,2,30,6,1,25,2,17,20,3,11,3 9,21 26,7 2,2,19,6,7,23,28,32]"
 63, 9,24,  7, 20,  greedy, 52,0.18,   0.009,"[7 2,29,30,4,28,6,14,32,17,0,0 9 9,7,21 26,31,2,7 0,27,9,1,2,0 0,13,6 1,18,6,3 9,3,12,22,11,7,2 6,2,33,2 2,25,23,6,9,9,24,3,19,15,20,0,7,4,16,8 6,8,10]","[7,9,8,2 6,4,14,33,4,27,7 0,9,8 6,13,7,18,0,6 1,15,3,0 9 9,9,0 0,22,6,0,24,29,31,10,12,2 2,16,2,30,6,1,25,2,17,20,3,11,3 9,21 26,7 2,2,19,6,7,23,28,32]"
 63, 9,24,  7, 20,     pso, 52,0.18,   2.015,"[7 2,29,30,4,28,6,14,32,17,0,0 9 9,7,21 26,31,2,7 0,27,9,1,2,0 0,13,6 1,18,6,3 9,3,12,22,11,7,2 6,2,33,2 2,25,23,6,9,9,24,3,19,15,20,0,7,4,16,8 6,8,10]","[7,9,8,2 6,4,14,33,4,27,7 0,9,8 6,13,7,18,0,6 1,15,3,0 9 9,9,0 0,22,6,0,24,29,31,10,12,2 2,16,2,30,6,1,25,2,17,20,3,11,3 9,21 26,7 2,2,19,6,7,23,28,32]"
 80, 5, 6, 19,248, combine, 49,0.39,   0.000,"[2 2 4,7,3 1,0 2,3 4,0 3,1 2,2 3,5,2,3 2,1 3,3 3,1 3,1 0,0 1,2 4,3 0,8,4 3 0 3,0 3,2 2,3,0 3 1,1,10,0 0,2,3,0,0,0,0 4,2,9,2,6,3 4,0,4 0,0,3,2 1,2 2,3,4,1,4,4 2 1]","[0 3 1,4,4 3 0 3,5,2 3,0 2,0,2 2,2,7,4 0,1 0,3 0,3 3,3 4,1 2,1,0,6,4 2 1,0 3,3,3,0 3,10,9,2 4,1,0 0,4,3,3 1,8,2 2,1 3,1 3,0 4,0,0 1,3 4,2 1,2 2 4,3,3 2,2,0,2,2,0]"
 80, 5, 6, 19,248,combineS, 47,0.42,   0.001,"[2 2,4,7,3 1,0 2,3 4,0 3,1 2 2,3 5 2 3,2 1,3 3,3 1,3 1,0 0,1 2,4 3 0,8,4 3,0 3 0,3 2 2,3 0 3,1,1,10,0 0,2,3 0,0,0,0,4 2,9 2,6,3,4 0,4,0,0,3,2 1,2 2,3,4 1,4,4,2,1]","[0,3 1,4,4 3 0,3 5 2 3,0 2,0,2 2,2,7,4 0,1,0 3 0,3 3,3 4,1 2,1,0,6,4,2 1,0 3,3,3 0 3,10,9 2,4 1,0 0,4 3,3 1,8,2,2 1,3 1,3 0,4,0 0,1,3,4 2,1 2 2,4,3,3 2 2,0,2 2,0]"
