size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 71, 7,13, 13, 64,  greedy, 52,0.27,   0.011,"[5,0,19,2,16 0,2 2,17,4 0,3,1,2,6 3,4,3,4 1,2 6,1 8,6,3,6,3,4,5,1,4 0 1,2,3 2 6,3 6,9,0,6 5,4 6,6 6 3,1 2 6,14,1,11,0,6 0,6,12,5,4,15,3,1,18,10,3,7,13,0]","[4 6,16 0,4,4 0 1,7,1,17,3,3,18,6 0,0,2 6,0,1 8,9,12,13,6 3,15,5,3 2 6,5,6,14,3,0,3 6,10,6 6 3,19,4 0,4 1,6,2,3,3,0,4,1,5,2,6,2,11,1,3,6 5,1,1 2 6,2 2,4]"
 71, 7,13, 13, 64,     pso, 50,0.30,   8.596,"[5,0,19,2,16 0,2 2,17,4 0,3,1,2,6 3,4,3,4 1,2 6,1 8,6,3 6,3,4,5 1,4 0 1,2 3,2 6,3 6,9,0,6 5,4 6,6 6 3,1 2 6,14,1,11,0,6 0,6,12,5,4,15,3,1,18,10,3,7,13,0]","[4 6,16 0,4,4 0 1,7,1,17,3,3,18,6 0,0,2 6,0,1 8,9,12,13,6 3,15,5,3,2,6 5,6,14,3,0,3 6,10,6 6 3,19,4 0,4 1,6,2 3,3,0,4,1,5,2 6,2,11,1,3 6,5 1,1 2 6,2 2,4]"
 43, 9,16,  5, 10, combine, 37,0.14,   0.000,"[6,20,15,1 21,1,7,11,17,9,1,0,3,24,2,16 5,7,18,2 8,13,12,8,1,3,5,23,22,14,7,25,0,9,9 6,9,9 2,8 0,19,10]","[1,9,0,2 8,6,2,8 0,24,3,9,20,17,10,11,5,19,7,13,9,14,1 21,7,1,8,7,16 5,1,25,12,0,15,22,18,9 2,23,9 6,3]"
 43, 9,16,  5, 10,combineS, 37,0.14,   0.000,"[6,20,15,1 21,1,7,11,17,9,1,0,3,24,2,16 5,7,18,2 8,13,12,8,1,3,5,23,22,14,7,25,0,9,9 6,9,9 2,8 0,19,10]","[1,9,0,2 8,6,2,8 0,24,3,9,20,17,10,11,5,19,7,13,9,14,1 21,7,1,8,7,16 5,1,25,12,0,15,22,18,9 2,23,9 6,3]"
 43, 9,16,  5, 10,  greedy, 37,0.14,   0.003,"[6,20,15,1 21,1,7,11,17,9,1,0,3,24,2,16 5,7,18,2 8,13,12,8,1,3,5,23,22,14,7,25,0,9,9 6,9,9,2 8 0,19,10]","[1,9,0,2 8,6,2 8 0,24,3,9,20,17,10,11,5,19,7,13,9,14,1 21,7,1,8,7,16 5,1,25,12,0,15,22,18,9,2,23,9 6,3]"
 43, 9,16,  5, 10,     pso, 37,0.14,   0.642,"[6,20,15,1 21,1,7,11,17,9,1,0,3,24,2,16 5,7,18,2 8,13,12,8,1,3,5,23,22,14,7,25,0,9,9 6,9,9,2 8 0,19,10]","[1,9,0,2 8,6,2 8 0,24,3,9,20,17,10,11,5,19,7,13,9,14,1 21,7,1,8,7,16 5,1,25,12,0,15,22,18,9,2,23,9 6,3]"
 75, 8,30,  9, 22, combine, 65,0.14,   0.001,"[3,16,3,2,2,3 0,13,11,6,15,30,4,2,27,1 6 2 1,2,32,1,34,1,24,7,26,25,14,22,5,17,4,31,4 5,7,19,4,4,35,10,4,4 23 3,2 5,28,36,33,2,5,18,37,12,6,3,0,2,29,5,1,21,1,6 2,9,4,20,6,1,3 8,7]","[21,13,4,3,20,4,22,2 5,2,26,2,17,33,3,30,29,32,4 23 3,19,3 8,27,2,36,4,15,2,1,4,11,0,4,3,9,35,16,24,4,7,34,6,4 5,5,14,1,31,1,3 0,25,1,12,1,37,1 6 2 1,7,2,6 2,7,6,5,6,28,5,10,18,2]"
 75, 8,30,  9, 22,combineS, 65,0.14,   0.001,"[3,16,3,2,2,3 0,13,11,6,15,30,4,2,27,1 6 2 1,2,32,1,34,1,24,7,26,25,14,22,5,17,4,31,4 5,7,19,4,4,35,10,4,4 23 3,2 5,28,36,33,2,5,18,37,12,6,3,0,2,29,5,1,21,1,6 2,9,4,20,6,1,3 8,7]","[21,13,4,3,20,4,22,2 5,2,26,2,17,33,3,30,29,32,4 23 3,19,3 8,27,2,36,4,15,2,1,4,11,0,4,3,9,35,16,24,4,7,34,6,4 5,5,14,1,31,1,3 0,25,1,12,1,37,1 6 2 1,7,2,6 2,7,6,5,6,28,5,10,18,2]"
 75, 8,30,  9, 22,  greedy, 65,0.14,   0.018,"[3,16,3,2,2,3 0,13,11,6,15,30,4,2,27,1 6 2 1,2,32,1,34,1,24,7,26,25,14,22,5,17,4,31,4 5,7,19,4,4,35,10,4,4 23 3,2 5,28,36,33,2,5,18,37,12,6,3,0,2,29,5,1,21,1,6 2,9,4,20,6,1,3 8,7]","[21,13,4,3,20,4,22,2 5,2,26,2,17,33,3,30,29,32,4 23 3,19,3 8,27,2,36,4,15,2,1,4,11,0,4,3,9,35,16,24,4,7,34,6,4 5,5,14,1,31,1,3 0,25,1,12,1,37,1 6 2 1,7,2,6 2,7,6,5,6,28,5,10,18,2]"
 75, 8,30,  9, 22,     pso, 65,0.14,   1.813,"[3,16,3,2,2,3 0,13,11,6,15,30,4,2,27,1 6 2 1,2,32,1,34,1,24,7,26,25,14,22,5,17,4,31,4 5,7,19,4,4,35,10,4,4 23 3,2 5,28,36,33,2,5,18,37,12,6,3,0,2,29,5,1,21,1,6 2,9,4,20,6,1,3 8,7]","[21,13,4,3,20,4,22,2 5,2,26,2,17,33,3,30,29,32,4 23 3,19,3 8,27,2,36,4,15,2,1,4,11,0,4,3,9,35,16,24,4,7,34,6,4 5,5,14,1,31,1,3 0,25,1,12,1,37,1 6 2 1,7,2,6 2,7,6,5,6,28,5,10,18,2]"
 44, 7,14,  5, 19, combine, 35,0.21,   0.000,"[7,2,16 2,0 3,5,5,19,20,4,1,15,6,13,9,11,0,6,8,1,14 5 4 3,17,5,12,6 5,3 6 3,3,18,1,4,2,0,2,4 4,6,10]","[0,5,7,6,11,20,0,12,2,10,6 5,4 4,16 2,1,13,5,8,2,1,2,17,1,0 3,4,4,6,3 6 3,5,6,15,18,9,14 5 4 3,19,3]"
 44, 7,14,  5, 19,combineS, 35,0.21,   0.000,"[7,2,16 2,0 3,5,5,19,20,4,1,15,6,13,9,11,0,6,8,1,14 5 4 3,17,5,12,6 5,3 6 3,3,18,1,4,2,0,2,4 4,6,10]","[0,5,7,6,11,20,0,12,2,10,6 5,4 4,16 2,1,13,5,8,2,1,2,17,1,0 3,4,4,6,3 6 3,5,6,15,18,9,14 5 4 3,19,3]"
 44, 7,14,  5, 19,  greedy, 34,0.23,   0.003,"[7,2,16 2,0 3,5,5,19,20,4,1,15,6,13,9,11,0,6,8,1,14 5 4 3,17,5,12,6 5,3 6 3,3,18,1,4,2,0,2,4 4 6,10]","[0,5,7,6,11,20,0,12,2,10,6 5,4,4,16 2,1,13,5,8,2,1,2,17,1,0 3,4 4 6,3 6 3,5,6,15,18,9,14 5 4 3,19,3]"
 44, 7,14,  5, 19,     pso, 34,0.23,   1.180,"[7,2,16 2,0 3,5,5,19,20,4,1,15,6,13,9,11,0,6,8,1,14 5 4 3,17,5,12,6 5,3 6 3,3,18,1,4,2,0,2,4 4 6,10]","[0,5,7,6,11,20,0,12,2,10,6 5,4,4,16 2,1,13,5,8,2,1,2,17,1,0 3,4 4 6,3 6 3,5,6,15,18,9,14 5 4 3,19,3]"
 38, 8,11,  5,  6, combine, 33,0.14,   0.000,"[0,9,10,14,2,18,1,12 3,1 2,5,7,6,5,1,13,4,16,17,4 5,5,0,0,15,11,4 7,7,3,4,7,4,6 8,2,3]","[5,4,2,4,2,4,1,6,3,14,5,6 8,3,18,7,16,5,11,1 2,15,1,7,12 3,0,17,13,9,4 7,0,4 5,10,0,7]"
 38, 8,11,  5,  6,combineS, 33,0.14,   0.000,"[0,9,10,14,2,18,1,12 3,1 2,5,7,6,5,1,13,4,16,17,4 5,5,0,0,15,11,4 7,7,3,4,7,4,6 8,2,3]","[5,4,2,4,2,4,1,6,3,14,5,6 8,3,18,7,16,5,11,1 2,15,1,7,12 3,0,17,13,9,4 7,0,4 5,10,0,7]"
 38, 8,11,  5,  6,  greedy, 33,0.14,   0.003,"[0,9,10,14,2,18,1,12 3,1 2,5,7,6,5,1,13,4,16,17,4 5,5,0,0,15,11,4 7,7,3,4,7,4,6 8,2,3]","[5,4,2,4,2,4,1,6,3,14,5,6 8,3,18,7,16,5,11,1 2,15,1,7,12 3,0,17,13,9,4 7,0,4 5,10,0,7]"
 38, 8,11,  5,  6,     pso, 33,0.14,   0.469,"[0,9,10,14,2,18,1,12 3,1 2,5,7,6,5,1,13,4,16,17,4 5,5,0,0,15,11,4 7,7,3,4,7,4,6 8,2,3]","[5,4,2,4,2,4,1,6,3,14,5,6 8,3,18,7,16,5,11,1 2,15,1,7,12 3,0,17,13,9,4 7,0,4 5,10,0,7]"
 57, 8,10, 10, 44, combine, 40,0.30,   0.000,"[2 6,6 4 6,3,2,0,2 5,6 6,3 6,12 5,2 17,2 3,2 3 3,5,7 6,5,6,11,1,6,7 4,0,9,4,5 8,5,7 13,14,1,4,3,6,7 3,4 0,15,0,10,4,16,4,0]","[6,14,0,6,3 6,0,1,16,3,12 5,6 4 6,5 8,6 6,7 13,5,10,1,5,2,2 17,2 5,4,7 4,4 0,7 6,4,9,0,5,2 6,4,6,0,15,2 3,11,7 3,3,4,2 3 3]"
 57, 8,10, 10, 44,combineS, 41,0.29,   0.001,"[2 6,6 4 6,3,2,0,2,5,6 6,3 6,12 5,2 17 2,3,2 3,3,5,7 6,5,6,11,1,6,7 4,0,9,4,5 8,5,7 13,14,1,4,3,6,7 3,4,0 15,0,10,4,16,4 0]","[6,14,0,6,3 6,0,1,16,3,12 5,6 4 6,5 8,6 6,7 13,5,10,1,5,2,2 17 2,5,4,7 4,4 0,7 6,4,9,0,5,2 6,4,6,0 15,2 3,11,7 3,3,4,2,3,3]"
 57, 8,10, 10, 44,  greedy, 41,0.29,   0.005,"[2 6,6 4 6,3,2,0,2,5,6,6 3 6,12 5,2 17 2,3,2 3 3,5,7 6,5,6,11,1,6,7 4,0,9,4,5 8,5,7 13,14,1,4,3,6,7 3,4 0,15,0,10,4,16,4,0]","[6,14,0,6 3 6,0,1,16,3,12 5,6 4 6,5 8,6,6,7 13,5,10,1,5,2,2 17 2,5,4,7 4,4 0,7 6,4,9,0,5,2 6,4,6,0,15,2,3,11,7 3,3,4,2 3 3]"
 57, 8,10, 10, 44,     pso, 39,0.32,   5.368,"[2 6,6 4 6,3,2,0,2 5,6 6,3,6,12 5,2 17,2 3,2 3 3,5,7 6,5,6,11,1,6,7 4,0,9,4,5 8,5,7 13,14,1,4,3 6,7 3,4,0 15,0,10,4,16,4 0]","[6,14,0,6,3 6,0,1,16,3,12 5,6 4 6,5 8,6 6,7 13,5,10,1,5,2,2 17,2 5,4,7 4,4 0,7 6,4,9,0,5,2 6,4,6,0 15,2 3,11,7 3,3,4,2 3 3]"
 66, 6,26, 11, 27, combine, 56,0.15,   0.000,"[26 1,22,9,0 0,21,1,1,13,0,18,3,24,5 5,3,20,2,4,27,3 12,3,32,0,2,17,1,8,4,3,4,23,29,16,0 0,25,3,15,5,1,1 5,5,10,0,5 0,31,3 11,30,1 0,1,19,5,14,1,1,1 28,5,7]","[1,3 12,1,4,0,1 0,7,1,0,4,4,13,19,15,0,25,0 0,1,20,10,32,31,5 5,9,3 11,16,8,14,0 0,5,5,3,1,27,23,5,3,1 5,3,5 0,3,18,1,22,1,5,3,2,29,1 28,2,24,30,26 1,21,17]"
 66, 6,26, 11, 27,combineS, 56,0.15,   0.001,"[26 1,22,9,0 0,21,1,1,13,0,18,3,24,5 5,3,20,2,4,27,3 12,3,32,0,2,17,1,8,4,3,4,23,29,16,0,0 25,3,15,5,1,1 5,5,10,0 5,0,31,3 11,30,1 0,1,19,5,14,1,1,1 28,5,7]","[1,3 12,1,4,0,1 0,7,1,0,4,4,13,19,15,0 25,0 0,1,20,10,32,31,5 5,9,3 11,16,8,14,0,0 5,5,3,1,27,23,5,3,1 5,3,5,0,3,18,1,22,1,5,3,2,29,1 28,2,24,30,26 1,21,17]"
 66, 6,26, 11, 27,  greedy, 55,0.17,   0.011,"[26 1,22,9,0 0,21,1,1,13,0,18,3,24,5 5 3,20,2,4,27,3 12,3,32,0,2,17,1,8,4,3,4,23,29,16,0 0,25,3,15,5,1,1,5 5,10,0,5 0,31,3 11,30,1 0,1,19,5,14,1,1,1 28,5,7]","[1,3 12,1,4,0,1 0,7,1,0,4,4,13,19,15,0,25,0 0,1,20,10,32,31,5 5,9,3 11,16,8,14,0 0,5 5 3,1,27,23,5,3,1,5,3,5 0,3,18,1,22,1,5,3,2,29,1 28,2,24,30,26 1,21,17]"
 66, 6,26, 11, 27,     pso, 55,0.17,   2.847,"[26 1,22,9,0 0,21,1,1,13,0,18,3,24,5 5 3,20,2,4,27,3 12,3,32,0,2,17,1,8,4,3,4,23,29,16,0 0,25,3,15,5,1,1,5 5,10,0,5 0,31,3 11,30,1 0,1,19,5,14,1,1,1 28,5,7]","[1,3 12,1,4,0,1 0,7,1,0,4,4,13,19,15,0,25,0 0,1,20,10,32,31,5 5,9,3 11,16,8,14,0 0,5 5 3,1,27,23,5,3,1,5,3,5 0,3,18,1,22,1,5,3,2,29,1 28,2,24,30,26 1,21,17]"
 75, 7,21, 10, 41, combine, 62,0.18,   0.000,"[3 2,1,3,18,19,24,16,0,3,10,3,15,11,6,4,4,1,27,25,13,2 1,3,5 6,2,26,6,6 3,0 0,23,2,12,5,2 0,9,21,0,1,5 3,0,1,17,1,5,5 0,5,0 6,7,2,4 6,6,20,2 3,5,8,0,14,6,2,2,6,4 22 3,3]","[4,3,0 0,13,5 0,0,5,17,4,11,4 22 3,21,3,7,6,5 3,14,6 3,24,15,6,26,2 0,0,5,20,23,19,16,27,1,5 6,6,3,4 6,3 2,6,3,0,12,6,0 6,10,2,2 1,1,0,2 3,2,3,1,18,5,25,8,2,5,1,2,1,9,2]"
 75, 7,21, 10, 41,combineS, 61,0.19,   0.001,"[3 2,1,3,18,19,24,16,0,3,10,3,15,11,6,4,4,1,27,25,13,2 1,3,5 6,2,26,6,6 3,0 0,23,2,12,5,2 0,9,21,0,1,5 3,0,1,17,1,5,5 0,5,0 6,7,2,4 6,6,20,2 3,5,8,0,14 6,2,2,6,4 22 3,3]","[4,3,0 0,13,5 0,0,5,17,4,11,4 22 3,21,3,7,6,5 3,14 6,3,24,15,6,26,2 0,0,5,20,23,19,16,27,1,5 6,6 3,4 6,3 2,6,3,0,12,6,0 6,10,2,2 1,1,0,2 3,2,3,1,18,5,25,8,2,5,1,2,1,9,2]"
 75, 7,21, 10, 41,  greedy, 60,0.20,   0.015,"[3,2 1,3,18,19,24,16,0,3,10,3,15,11,6,4,4,1,27,25,13,2 1,3,5,6,2,26,6 6 3,0,0,23,2,12,5,2 0,9,21,0,1,5,3 0,1,17,1 5,5 0,5,0 6,7,2,4 6,6,20,2 3,5,8,0,14 6,2,2 6,4 22 3,3]","[4,3 0,0,13,5 0,0,5,17,4,11,4 22 3,21,3,7,6,5,3,14 6,3,24,15,6,26,2 0,0,5,20,23,19,16,27,1 5,6 6 3,4 6,3,2 6,3,0,12,6,0 6,10,2,2 1,1,0,2 3,2,3,1,18,5,25,8,2,5,1,2 1,9,2]"
 75, 7,21, 10, 41,     pso, 59,0.22,   4.856,"[3 2,1,3,18,19,24,16,0,3,10,3,15,11,6,4,4,1,27,25,13,2 1,3,5,6,2,26,6 6 3,0 0,23,2,12,5,2 0,9,21,0,1 5,3 0,1,17,1,5,5 0,5,0 6,7,2,4 6,6,20,2 3,5,8,0,14 6,2 2,6,4 22 3,3]","[4,3,0 0,13,5 0,0,5,17,4,11,4 22 3,21,3,7,6,5,3,14 6,3,24,15,6,26,2 0,0,5,20,23,19,16,27,1 5,6 6 3,4 6,3 2,6,3 0,12,6,0 6,10,2 2,1,1,0,2,3,2 3,1,18,5,25,8,2,5,1,2 1,9,2]"
 73, 6,21, 11, 53, combine, 55,0.25,   0.001,"[8,2,10,0 5,13 4,22,0,2,21,16,3,0,19,4 5,4 5,1 0,24 5,1 4,1,11,3 4,5,25,1,23,0,26,20,1,1,1 0,18,2 3,2 4 5,5,4,6,4,5 1,2,14,5,0,2,4 1,9,12 1,17,5,3,4 4,5 2,0 3,15,7]","[4,0 3,12 1,2,5 2,1,3,5,24 5,0,23,2,2 4 5,6,1,10,19,7,1 4,2,3 4,13 4,16,0,4 5,15,8,21,11,2,0 5,22,4 4,1 0,4,2 3,1,14,4 1,3,4 5,17,5 1,18,20,5,5,9,1 0,25,0,5,26,0,1]"
 73, 6,21, 11, 53,combineS, 55,0.25,   0.001,"[8,2,10,0 5,13 4,22,0,2,21,16,3,0,19,4 5,4 5,1 0,24 5,1 4,1,11,3 4,5,25,1,23,0,26,20,1,1,1 0,18,2 3,2 4 5,5,4,6,4,5,1,2,14,5,0,2,4 1,9,12 1,17 5,3,4 4,5 2,0 3,15,7]","[4,0 3,12 1,2,5 2,1,3,5,24 5,0,23,2,2 4 5,6,1,10,19,7,1 4,2,3 4,13 4,16,0,4 5,15,8,21,11,2,0 5,22,4 4,1 0,4,2 3,1,14,4 1,3,4 5,17 5,1,18,20,5,5,9,1 0,25,0,5,26,0,1]"
 73, 6,21, 11, 53,  greedy, 56,0.24,   0.013,"[8,2,10,0 5,13 4,22,0,2,21,16,3,0,19,4,5,4,5 1,0,24 5,1 4,1,11,3 4 5,25,1,23,0,26,20,1,1,1 0,18,2 3,2 4 5,5,4,6,4 5,1,2,14,5,0,2,4 1,9,12 1,17,5,3,4 4,5 2,0 3,15,7]","[4,0 3,12 1,2,5 2,1,3,5,24 5,0,23,2,2 4 5,6,1,10,19,7,1 4,2 3,4,13 4,16,0,4 5,15,8,21,11,2,0,5,22,4 4,1,0,4,2,3,1,14,4 1,3 4 5,17,5 1,18,20,5,5,9,1 0,25,0 5,26,0,1]"
 73, 6,21, 11, 53,     pso, 55,0.25,   7.411,"[8,2,10,0 5,13 4,22,0,2,21,16,3,0,19,4 5,4 5,1 0,24 5,1 4,1,11,3 4 5,25,1,23,0,26,20,1,1,1 0,18,2 3,2,4,5 5,4,6,4,5,1,2,14,5,0,2,4 1,9,12 1,17 5,3,4 4,5 2,0 3,15,7]","[4,0 3,12 1,2,5 2,1,3,5,24 5,0,23,2,2,4 5,6,1,10,19,7,1 4,2 3,4,13 4,16,0,4 5,15,8,21,11,2,0 5,22,4 4,1 0,4,2,3,1,14,4 1,3 4 5,17 5,1,18,20,5 5,9,1 0,25,0,5,26,0,1]"
 80, 5,19, 14,101, combine, 56,0.30,   0.001,"[16,9 1,0 0,0 4 1,4 19,2 3,0 1,4 2,3,2,4 2,21,1 0,2,3 1,23 3,14,2 5,20,15 0,4 4,1 1,1 3,1 2,22,17,3 3,13,3,2,3,0 2,1,8,2,4,2,0,1 4,6,4,12,10,7 3,4,2,3,1 4,2,0 3,11,2,3,1,0,18]","[4 2,4 4,0 4 1,2,2,2,11,0 0,12,17,0 1,6,2 3,2,1,4 19,10,3,14,0 3,3 1,2,2,2,2,1 4,4,1,13,18,4,1 0,3 3,3,9 1,1 1,0,3,4 2,1 4,1 2,16,7 3,3,4,0 2,0,20,23 3,8,15 0,3,1 3,22,2 5,21]"
 80, 5,19, 14,101,combineS, 56,0.30,   0.001,"[16,9 1,0 0,0 4,1 4 19,2 3,0 1,4 2,3,2,4 2,21,1 0,2,3 1,23 3,14,2 5,20,15 0,4 4,1 1,1 3,1 2,22,17,3 3,13,3,2,3,0 2,1,8,2,4,2,0,1 4,6,4,12,10,7 3,4,2,3,1 4,2,0 3,11,2,3,1,0,18]","[4 2,4 4,0 4,1 2,2,2,11,0 0,12,17,0 1,6,2 3,2,1 4 19,10,3,14,0 3,3 1,2,2,2,2,1 4,4,1,13,18,4,1 0,3 3,3,9 1,1 1,0,3,4 2,1 4,1,2,16,7 3,3,4,0 2,0,20,23 3,8,15 0,3,1 3,22,2 5,21]"
 80, 5,19, 14,101,  greedy, 55,0.32,   0.015,"[16,9,1 0,0,0 4,1 4 19,2,3,0 1,4,2 3 2,4,2,21,1,0 2,3,1,23,3 14,2 5,20,15 0,4 4 1,1 1,3 1 2,22,17,3 3,13,3,2,3,0,2 1,8,2,4,2,0,1 4,6,4,12,10,7,3 4 2,3 1,4 2,0 3,11,2,3,1 0,18]","[4 2,4,4,0 4,1,2,2,2,11,0,0,12,17,0 1,6,2 3 2,1 4 19,10,3 14,0 3,3 1 2,2,2,2 1,4 4 1,13,18,4,1 0,3 3,3,9,1 1,1 0,3 4 2,1 4,1,2,16,7,3,3,4,0 2,0,20,23,3,8,15 0,3 1,3,22,2 5,21]"
 80, 5,19, 14,101,     pso, 54,0.33,  16.680,"[16,9,1,0 0,0 4,1 4 19,2,3,0 1,4,2 3 2,4 2,21,1 0,2,3 1,23,3 14,2 5,20,15 0,4 4 1,1 1,3 1 2,22,17,3 3,13,3,2,3,0,2 1,8,2 4,2 0,1,4,6,4,12,10,7,3 4,2,3,1 4,2,0 3,11,2,3,1 0,18]","[4,2 4,4,0 4,1,2,2,2,11,0 0,12,17,0 1,6,2 3 2,1 4 19,10,3 14,0 3,3 1 2,2,2,2 1,4 4 1,13,18,4,1 0,3 3,3,9,1 1,1 0,3,4 2,1 4,1,2,16,7,3,3 4,0,2 0,20,23,3,8,15 0,3 1,3,22,2 5,21]"
 65, 5,11, 14,125, combine, 42,0.36,   0.000,"[2 1 2,1 0 3,15,13,3,3 4,2,1 4,3 1,0 0,2 2,3,1,1 6,5,3 4 3 9,2,10,3 2,8,3 2 2,4,2 0,0,1,12,0,2,1,3 4,2 2,3 4,14,2,3 4,4,0,1,4 11,7,0 3,4]","[2 2,2,2 0,15,1 4,2 2,4,1,10,2,4 11,3 4,0 3,2 1 2,5,0 0,14,1,3 2 2,0,12,1 6,4,7,1,1 0 3,13,2,2,3 4 3 9,3 4,3 4,3 1,1,0,3 4,3 2,0,3,8,4,3]"
