size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,exact,left,right
 21, 6, 3,  4,  8,  0, psoPure, 16,0.25,   0.999,N,"[2 5,6,2 9,3,0,5 5,3 4,6,11,5,3,4 0,2,4,4,10]","[11,4,3,3 4,4 0,6,5,2 9,4,2 5,2,5 5,0,3,10,6]"
 21, 6, 3,  4,  8,  0, psoComb, 16,0.25,   1.551,N,"[2 5,6,2 9,3,0,5 5,3 4,6,11,5,3,4 0,2,4,4,10]","[11,4,3,3 4,4 0,6,5,2 9,4,2 5,2,5 5,0,3,10,6]"
 21, 6, 3,  4,  8,   ,     FPT, 16,0.25,   1.103,Y,,
 22, 6, 3,  4,  7,   , combine, 18,0.19,   0.000,N,"[7 0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3,7]","[3,10 7,1,1,3,9,3,7 0,6,4 3,7,4 1,0,8,7,4,0,6]"
 22, 6, 3,  4,  7,   ,combineS, 18,0.19,   0.000,N,"[7 0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3,7]","[3,10 7,1,1,3,9,3,7 0,6,4 3,7,4 1,0,8,7,4,0,6]"
 22, 6, 3,  4,  7,   ,  greedy, 18,0.19,   0.001,N,"[7 0,0,9,1,10 7,6,6,3,8,4,4,1 1,4 3,0,7,3,3,7]","[3,10 7,1 1,3,9,3,7 0,6,4 3,7,4,1,0,8,7,4,0,6]"
 22, 6, 3,  4,  7,  0,     pso, 18,0.19,   0.854,N,"[7 0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3,7]","[3,10 7,1,1,3,9,3,7 0,6,4 3,7,4 1,0,8,7,4,0,6]"
 22, 6, 3,  4,  7,  0, psoPure, 18,0.19,   0.821,N,"[7,0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3 7]","[3,10 7,1,1,3,9,3 7,0,6,4 3,7,4 1,0,8,7,4,0,6]"
 22, 6, 3,  4,  7,  0, psoComb, 18,0.19,   1.418,N,"[7 0,0,9,1,10 7,6,6,3,8,4,4 1,1,4 3,0,7,3,3,7]","[3,10 7,1,1,3,9,3,7 0,6,4 3,7,4 1,0,8,7,4,0,6]"
 22, 6, 3,  4,  7,   ,     FPT, 18,0.19,   5.122,Y,,
 22, 5, 6,  5,  7,   , combine, 18,0.19,   0.000,N,"[1,0,9,0,8,2,2 1,3,4 2,3 1,6,7,1 2,1,4,0,10,11]","[2,10,9,4,11,3 1,1 2,7,2 1,4 2,6,0,0,1,1,8,0,3]"
 22, 5, 6,  5,  7,   ,combineS, 18,0.19,   0.000,N,"[1,0,9,0,8,2,2 1,3,4 2,3 1,6,7,1 2,1,4,0,10,11]","[2,10,9,4,11,3 1,1 2,7,2 1,4 2,6,0,0,1,1,8,0,3]"
 22, 5, 6,  5,  7,   ,  greedy, 19,0.14,   0.001,N,"[1,0,9,0,8,2,2,1,3,4,2,3 1,6,7,1,2 1 4,0,10,11]","[2,10,9,4,11,3 1,1,2,7,2 1 4,2,6,0,0,1,1,8,0,3]"
 22, 5, 6,  5,  7,  1,     pso, 18,0.19,   0.680,N,"[1,0,9,0,8,2,2 1,3,4 2,3 1,6,7,1 2,1,4,0,10,11]","[2,10,9,4,11,3 1,1 2,7,2 1,4 2,6,0,0,1,1,8,0,3]"
 22, 5, 6,  5,  7,  0, psoPure, 18,0.19,   0.648,N,"[1,0,9,0,8,2,2 1,3,4 2,3 1,6,7,1 2,1,4,0,10,11]","[2,10,9,4,11,3 1,1 2,7,2 1,4 2,6,0,0,1,1,8,0,3]"
 22, 5, 6,  5,  7,  1, psoComb, 18,0.19,   1.262,N,"[1,0,9,0,8,2,2 1,3,4 2,3 1,6,7,1 2,1,4,0,10,11]","[2,10,9,4,11,3 1,1 2,7,2 1,4 2,6,0,0,1,1,8,0,3]"
 22, 5, 6,  5,  7,   ,     FPT, 17,0.24,   0.855,Y,,
