size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 31, 7, 6,  6, 15,     pso, 22,0.30,   1.232,"[5,9,7 5,3,6,6 3,5 4 11,2,5 3,3,12,3 4 4,5,0,4,6,10,5 1,8 2,1,1,0]","[3,0,3 4 4,0,5,6,1,5 3,9,5 1,1,5 4 11,7 5,6,12,5,10,8 2,2,4,6 3,3]"
 73, 9,27,  9, 12, combine, 66,0.10,   0.001,"[15,20,8,4,3,1,2,30,14,31,5 8,25,2,22,19,2,3 4,12,4 4,10,7 0,11,7,6,4,13,0,2,5,35,33,8,34 0 0,17,4,3,32,8,18,1,0,6,9,0,29,5,28,0,24,8,0 23,16,3,1,8,5,27,2,1,4,21,5,7,5,26,0]","[18,21,8,3,26,2,0,25,1,5,29,31,0,5,22,4 4,6,7,4,32,5,17,3,8,1,9,16,3 4,10,0,0,27,34 0 0,1,11,4,19,30,8,7 0,4,33,2,0 23,35,13,6,14,1,24,2,0,12,8,7,3,20,28,5 8,5,5,2,8,15,4,2]"
 73, 9,27,  9, 12,combineS, 66,0.10,   0.001,"[15,20,8,4,3,1,2,30,14,31,5 8,25,2,22,19,2,3,4,12,4,4 10,7 0,11,7,6,4,13,0,2,5,35,33,8,34 0 0,17,4,3,32,8,18,1,0,6,9,0,29,5,28,0,24,8,0 23,16 3,1,8,5,27,2,1,4,21,5,7,5,26,0]","[18,21,8,3,26,2,0,25,1,5,29,31,0,5,22,4,4,6,7,4,32,5,17,3,8,1,9,16 3,4 10,0,0,27,34 0 0,1,11,4,19,30,8,7 0,4,33,2,0 23,35,13,6,14,1,24,2,0,12,8,7,3,20,28,5 8,5,5,2,8,15,4,2]"
 73, 9,27,  9, 12,  greedy, 66,0.10,   0.013,"[15,20,8,4,3,1,2,30,14,31,5,8,25,2,22,19,2,3,4,12,4,4 10,7 0,11,7,6,4,13,0,2,5,35,33,8,34 0 0,17,4,3,32,8,18,1,0,6,9,0,29,5,28,0,24,8,0 23,16 3,1,8 5,27,2,1,4,21,5,7,5,26,0]","[18,21,8,3,26,2,0,25,1,5,29,31,0,5,22,4,4,6,7,4,32,5,17,3,8,1,9,16 3,4 10,0,0,27,34 0 0,1,11,4,19,30,8,7 0,4,33,2,0 23,35,13,6,14,1,24,2,0,12,8,7,3,20,28,5,8 5,5,2,8,15,4,2]"
 73, 9,27,  9, 12,     pso, 66,0.10,   0.935,"[15,20,8,4,3,1,2,30,14,31,5 8,25,2,22,19,2,3 4,12,4 4,10,7 0,11,7,6,4,13,0,2,5,35,33,8,34 0 0,17,4,3,32,8,18,1,0,6,9,0,29,5,28,0,24,8,0 23,16,3,1,8,5,27,2,1,4,21,5,7,5,26,0]","[18,21,8,3,26,2,0,25,1,5,29,31,0,5,22,4 4,6,7,4,32,5,17,3,8,1,9,16,3 4,10,0,0,27,34 0 0,1,11,4,19,30,8,7 0,4,33,2,0 23,35,13,6,14,1,24,2,0,12,8,7,3,20,28,5 8,5,5,2,8,15,4,2]"
 67, 7,22, 10, 32, combine, 53,0.21,   0.001,"[15,17,23,6,1,2 4 2 6,1,2 2,2,5,4,9,0 25,6,24,12,1,3,1,13,21,3 0,4,1,7,6 0,14,5 16,2 4,10,18,20,8,22,3,6,1,26,0,0,5,2 0,5 1,27,0,5 1,0,2,11,28,1,19,3 2 2]","[1,5 1,9,5 1,18,0,10,19,5,26,8,4,2,6 0,3,5,13,3 0,24,28,0,11,5 16,20,17,3 2 2,23,22,1,1,6,2 0,0 25,14,1,12,2 4 2 6,2 2,3,27,2 4,6,15,1,6,7,21,0,1,1,4,2,0]"
 67, 7,22, 10, 32,combineS, 53,0.21,   0.001,"[15,17,23,6,1,2 4 2 6,1,2 2,2,5,4,9,0 25,6,24,12,1,3,1,13,21,3 0,4,1,7,6 0,14,5 16,2 4,10,18,20,8,22,3,6,1,26,0,0,5,2 0,5 1,27,0,5 1,0,2,11,28,1,19,3 2 2]","[1,5 1,9,5 1,18,0,10,19,5,26,8,4,2,6 0,3,5,13,3 0,24,28,0,11,5 16,20,17,3 2 2,23,22,1,1,6,2 0,0 25,14,1,12,2 4 2 6,2 2,3,27,2 4,6,15,1,6,7,21,0,1,1,4,2,0]"
 67, 7,22, 10, 32,  greedy, 53,0.21,   0.010,"[15,17,23,6,1,2 4 2 6,1,2 2,2,5,4,9,0 25,6,24,12,1,3,1,13,21,3 0,4,1,7,6 0,14,5 16,2 4,10,18,20,8,22,3,6,1,26,0,0,5,2 0,5 1,27,0,5 1,0,2,11,28,1,19,3 2 2]","[1,5 1,9,5 1,18,0,10,19,5,26,8,4,2,6 0,3,5,13,3 0,24,28,0,11,5 16,20,17,3 2 2,23,22,1,1,6,2 0,0 25,14,1,12,2 4 2 6,2 2,3,27,2 4,6,15,1,6,7,21,0,1,1,4,2,0]"
 67, 7,22, 10, 32,     pso, 53,0.21,   2.981,"[15,17,23,6,1,2 4 2 6,1,2 2,2,5,4,9,0 25,6,24,12,1,3,1,13,21,3 0,4,1,7,6 0,14,5 16,2 4,10,18,20,8,22,3,6,1,26,0,0,5,2 0,5 1,27,0,5 1,0,2,11,28,1,19,3 2 2]","[1,5 1,9,5 1,18,0,10,19,5,26,8,4,2,6 0,3,5,13,3 0,24,28,0,11,5 16,20,17,3 2 2,23,22,1,1,6,2 0,0 25,14,1,12,2 4 2 6,2 2,3,27,2 4,6,15,1,6,7,21,0,1,1,4,2,0]"
 46, 8,25,  5,  4, combine, 44,0.04,   0.000,"[32,30,13,6,20,11,26,7 0,5,24,8,1,15,28,12,0,25,6,27,16,1 6,9,7,34,4,23,4,22,4,1,9,4,14,19,5,4,33,29,21,10,8,18,31,17]","[23,14,20,13,11,7 0,25,21,6,4,8,26,31,16,24,4,4,1 6,12,1,32,9,34,5,10,7,4,30,0,22,19,29,8,5,27,28,18,1,33,4,9,15,6,17]"
 46, 8,25,  5,  4,combineS, 44,0.04,   0.001,"[32,30,13,6,20,11,26,7,0,5,24,8,1,15,28,12,0 25,6,27,16,1 6,9,7,34,4,23,4,22,4,1,9,4,14,19,5,4,33,29,21,10,8,18,31,17]","[23,14,20,13,11,7,0 25,21,6,4,8,26,31,16,24,4,4,1 6,12,1,32,9,34,5,10,7,4,30,0,22,19,29,8,5,27,28,18,1,33,4,9,15,6,17]"
 46, 8,25,  5,  4,  greedy, 44,0.04,   0.006,"[32,30,13,6,20,11,26,7 0,5,24,8,1,15,28,12,0,25,6,27,16,1,6,9,7,34,4,23,4,22,4 1,9,4,14,19,5,4,33,29,21,10,8,18,31,17]","[23,14,20,13,11,7 0,25,21,6,4,8,26,31,16,24,4,4 1,6,12,1,32,9,34,5,10,7,4,30,0,22,19,29,8,5,27,28,18,1,33,4,9,15,6,17]"
 46, 8,25,  5,  4,     pso, 44,0.04,   0.199,"[32,30,13,6,20,11,26,7 0,5,24,8,1,15,28,12,0,25,6,27,16,1 6,9,7,34,4,23,4,22,4,1,9,4,14,19,5,4,33,29,21,10,8,18,31,17]","[23,14,20,13,11,7 0,25,21,6,4,8,26,31,16,24,4,4,1 6,12,1,32,9,34,5,10,7,4,30,0,22,19,29,8,5,27,28,18,1,33,4,9,15,6,17]"
