size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 40, 5,20,  7,  2,  greedy, 38,0.05,   0.004,"[23,1,25,1,6,16,15,3,4,0,27,6 0,9,28,6,4,4,26,1,22,1,12,3,17,18,0,20,21,0,13,24,0,14,0 10,19,0,11,1]","[9,20,6,6,1,0,3,12,19,22,28,0,0,1,0,16,23,11,0,1,4,1,1,4,6 0,4,24,17,26,13,21,18,27,15,0 10,14,25,3]"
 40, 5,20,  7,  2,     pso, 38,0.05,   0.086,"[23,1,25,1,6,16,15,3,4,0,27,6 0,9,28,6,4,4,26,1,22,1,12,3,17,18,0,20,21,0,13,24,0,14,0 10,19,0,11,1]","[9,20,6,6,1,0,3,12,19,22,28,0,0,1,0,16,23,11,0,1,4,1,1,4,6 0,4,24,17,26,13,21,18,27,15,0 10,14,25,3]"
 77, 9,26,  7, 11, combine, 69,0.11,   0.001,"[3,5,1,7,20,19 5,1,0,23,6,32,2,3,34,9 7,7,22,35,17,7,3 0,2,6,6,5 0,11,9,12,6,13,9,2,5,1,8,1,7,6,9,8,6 21,3,27,0,9,10,3,3 8,29,8 0,15,26 7,30,25,33,0,0,31,16,24,5,6,2,3,14,18,28,2,8]","[5,7,10,9,0,2,26 7,9,6,30,5,7,0,29,14,1,1,3 0,0,2,27,8,5,32,7,35,9,3,11,6,16,13,33,5 0,25,18,1,3,17,23,3,19 5,15,9 7,8,9,6 21,6,8 0,3,2,22,1,6,3,28,6,3 8,31,8,20,7,34,6,24,2,0,12,2]"
 77, 9,26,  7, 11,combineS, 69,0.11,   0.002,"[3,5,1,7,20,19 5,1,0,23,6,32,2,3,34,9 7,7,22,35,17,7,3 0,2,6,6,5 0,11,9,12,6,13,9,2,5,1,8,1,7,6,9,8,6 21,3,27,0,9,10,3,3 8,29,8 0,15,26 7,30,25,33,0,0,31,16,24,5,6,2,3,14,18,28,2,8]","[5,7,10,9,0,2,26 7,9,6,30,5,7,0,29,14,1,1,3 0,0,2,27,8,5,32,7,35,9,3,11,6,16,13,33,5 0,25,18,1,3,17,23,3,19 5,15,9 7,8,9,6 21,6,8 0,3,2,22,1,6,3,28,6,3 8,31,8,20,7,34,6,24,2,0,12,2]"
 77, 9,26,  7, 11,  greedy, 68,0.12,   0.024,"[3,5,1,7,20,19 5,1,0,23,6,32,2,3,34,9 7,7,22,35,17,7,3,0 2,6,6,5 0,11,9,12,6,13,9,2,5,1,8,1,7,6,9,8,6 21,3,27,0,9,10,3,3 8,29,8 0,15,26 7,30,25,33,0 0,31,16,24,5,6,2,3,14,18,28,2,8]","[5,7,10,9,0 2,26 7,9,6,30,5,7,0,29,14,1,1,3,0 0,2,27,8,5,32,7,35,9,3,11,6,16,13,33,5 0,25,18,1,3,17,23,3,19 5,15,9 7,8,9,6 21,6,8 0,3,2,22,1,6,3,28,6,3 8,31,8,20,7,34,6,24,2,0,12,2]"
 77, 9,26,  7, 11,     pso, 68,0.12,   1.302,"[3,5,1,7,20,19 5,1,0,23,6,32,2,3,34,9 7,7,22,35,17,7,3,0 2,6,6,5 0,11,9,12,6,13,9,2,5,1,8,1,7,6,9,8,6 21,3,27,0,9,10,3,3 8,29,8 0,15,26 7,30,25,33,0 0,31,16,24,5,6,2,3,14,18,28,2,8]","[5,7,10,9,0 2,26 7,9,6,30,5,7,0,29,14,1,1,3,0 0,2,27,8,5,32,7,35,9,3,11,6,16,13,33,5 0,25,18,1,3,17,23,3,19 5,15,9 7,8,9,6 21,6,8 0,3,2,22,1,6,3,28,6,3 8,31,8,20,7,34,6,24,2,0,12,2]"
 35, 5,18,  4,  7, combine, 31,0.12,   0.000,"[22,1,9,5,5,17,2,15,1,23,13,4,0 21 1,0,2,14,0,4,7,18,12,4,10,6,4,2,19,8,20,16 1 2,11]","[2,0 21 1,5,6,16 1 2,10,1,13,2,2,9,12,20,8,4,4,4,1,0,18,14,17,19,15,0,11,4,22,23,7,5]"
 35, 5,18,  4,  7,combineS, 31,0.12,   0.000,"[22,1,9,5,5,17,2,15,1,23,13,4,0 21 1,0,2,14,0,4,7,18,12,4,10,6,4,2,19,8,20,16 1 2,11]","[2,0 21 1,5,6,16 1 2,10,1,13,2,2,9,12,20,8,4,4,4,1,0,18,14,17,19,15,0,11,4,22,23,7,5]"
 35, 5,18,  4,  7,  greedy, 31,0.12,   0.002,"[22,1,9,5,5,17,2,15,1,23,13,4,0 21 1,0,2,14,0,4,7,18,12,4,10,6,4,2,19,8,20,16 1 2,11]","[2,0 21 1,5,6,16 1 2,10,1,13,2,2,9,12,20,8,4,4,4,1,0,18,14,17,19,15,0,11,4,22,23,7,5]"
 35, 5,18,  4,  7,     pso, 31,0.12,   0.270,"[22,1,9,5,5,17,2,15,1,23,13,4,0 21 1,0,2,14,0,4,7,18,12,4,10,6,4,2,19,8,20,16 1 2,11]","[2,0 21 1,5,6,16 1 2,10,1,13,2,2,9,12,20,8,4,4,4,1,0,18,14,17,19,15,0,11,4,22,23,7,5]"
 78, 9,27, 12, 22, combine, 67,0.14,   0.001,"[1 34 6,6,7,3 5,10,6,14,6 4,7,3 0,12,17,1,6 8,16,4,4,8,6,24,0,5,32,5,35,7,3,19,18,23,22,11,8,9,3 7,6,36,28,29,6 5,5,5,0,6,3,25,7,3 6,31,13,3,6,1,21,26,30,4,27,33,15 4,0,0,9,1 1,7,6,20]","[7,16,26,11,7,28,0,35,25,3,22,27,10,32,9,7,0,36,6,3 7,1 34 6,33,29,17,7,5,12,6,6 8,6 4,3 5,6,31,15 4,5,18,4,5,6,0,23,3 6,1,8,0,7,14,24,6,6 5,3 0,6,9,21,20,8,30,3,13,1 1,4,6,19,4,3,5,1]"
 78, 9,27, 12, 22,combineS, 65,0.17,   0.001,"[1 34 6,6,7,3 5,10,6,14,6 4,7,3 0,12,17,1,6 8,16,4,4,8,6,24,0,5,32,5,35,7,3,19,18,23,22,11,8,9,3 7,6,36,28,29,6 5,5,5,0,6,3,25,7,3,6 31,13,3 6 1,21,26,30,4,27,33,15 4,0,0,9,1 1,7,6,20]","[7,16,26,11,7,28,0,35,25,3,22,27,10,32,9,7,0,36,6,3 7,1 34 6,33,29,17,7,5,12,6,6 8,6 4,3 5,6 31,15 4,5,18,4,5,6,0,23,3 6 1,8,0,7,14,24,6,6 5,3 0,6,9,21,20,8,30,3,13,1 1,4,6,19,4,3,5,1]"
 78, 9,27, 12, 22,  greedy, 66,0.16,   0.018,"[1 34 6,6,7,3 5,10,6,14,6,4,7,3 0,12,17,1,6,8,16,4,4,8 6,24,0,5,32,5,35,7,3,19,18,23,22,11,8,9,3,7,6,36,28,29,6 5,5,5,0,6 3,25,7,3,6 31,13,3 6 1,21,26,30,4,27,33,15 4,0,0,9,1 1,7,6,20]","[7,16,26,11,7,28,0,35,25,3,22,27,10,32,9,7,0,36,6 3,7,1 34 6,33,29,17,7,5,12,6,6,8 6,4,3,5,6 31,15 4,5,18,4,5,6,0,23,3 6 1,8,0,7,14,24,6,6 5,3 0,6,9,21,20,8,30,3,13,1 1,4,6,19,4,3 5,1]"
 78, 9,27, 12, 22,     pso, 65,0.17,   2.610,"[1 34 6,6,7,3 5,10,6,14,6 4,7,3 0,12,17,1,6 8,16,4,4,8,6,24,0,5,32,5,35,7,3,19,18,23,22,11,8,9,3 7,6,36,28,29,6 5,5,5,0,6,3,25,7,3,6 31,13,3 6 1,21,26,30,4,27,33,15 4,0,0,9,1 1,7,6,20]","[7,16,26,11,7,28,0,35,25,3,22,27,10,32,9,7,0,36,6,3 7,1 34 6,33,29,17,7,5,12,6,6 8,6 4,3 5,6 31,15 4,5,18,4,5,6,0,23,3 6 1,8,0,7,14,24,6,6 5,3 0,6,9,21,20,8,30,3,13,1 1,4,6,19,4,3,5,1]"
 58, 6,12, 11, 49, combine, 43,0.26,   0.000,"[4 1,0 1,4 1,4 1,6,9,3 5,8 3,1 1,2,14 3,1 3,1,5,16,2,0 3,0,3,3,0 1,7,0,3,5,13,0,10 2,5 2,5,0,3,1,2,4,4,2 1,15,4,11,17 5,0,12]","[2,3,4,4 1,2,3,14 3,15,1 3,0,2 1,0,5 2,2,13,0 1,16,1,0,4 1,1,4,5,5,11,3,3 5,0 3,6,0 1,10 2,3,1 1,12,0,5,4,8 3,0,7,4 1,9,17 5]"
 58, 6,12, 11, 49,combineS, 43,0.26,   0.001,"[4 1,0 1,4 1,4 1,6,9,3 5,8 3,1 1,2,14 3,1 3,1,5,16,2,0 3,0,3,3,0,1,7,0,3,5,13 0,10 2,5 2,5,0,3,1,2,4,4,2 1,15,4,11,17 5,0,12]","[2,3,4,4 1,2,3,14 3,15,1 3,0,2 1,0,5 2,2,13 0,1,16,1,0,4 1,1,4,5,5,11,3,3 5,0 3,6,0 1,10 2,3,1 1,12,0,5,4,8 3,0,7,4 1,9,17 5]"
 58, 6,12, 11, 49,  greedy, 41,0.30,   0.007,"[4 1,0 1,4 1,4 1,6,9,3,5,8,3 1 1,2,14 3,1 3,1,5,16,2,0,3 0,3 3,0,1,7,0,3,5,13 0,10 2,5 2,5 0 3,1,2,4,4,2 1,15,4,11,17 5,0,12]","[2,3,4,4 1,2,3,14 3,15,1 3,0,2 1,0,5 2,2,13 0,1,16,1,0,4 1,1,4,5,5,11,3 3,5 0 3,6,0 1,10 2,3 1 1,12,0,5,4,8,3 0,7,4 1,9,17 5]"
 58, 6,12, 11, 49,     pso, 39,0.33,   6.370,"[4,1 0,1 4,1,4 1,6,9,3,5,8,3 1 1,2,14 3,1 3,1,5,16,2,0,3 0,3 3,0 1,7,0,3,5,13 0,10 2,5 2,5 0 3,1 2,4 4,2 1,15,4,11,17 5,0,12]","[2,3,4 4,1 2,3,14 3,15,1 3,0,2 1,0,5 2,2,13 0,1,16,1 0,4 1,1 4,5,5,11,3 3,5 0 3,6,0 1,10 2,3 1 1,12,0,5,4,8,3 0,7,4,1,9,17 5]"
 52, 7, 5,  8, 40, combine, 38,0.27,   0.000,"[1 3,8,5,0 6,2 3,4,11,3 4,2,3,0,7,6 6,6 5,2,9,0 1,3,6,4 0,6,4 0,1,4,6,3,4 5,5,2,5,1 0,3,1 6,2,0 10,2,0 2,3]","[5,9,5,3,8,0 10,11,1 0,2,4,3 4,5,4 0,0,3,3,2,6,1,2,1 3,6,2 3,2,6 6,1 6,0 1,0 6,6,7,3,2,4,3,4 0,0 2,6 5,4 5]"
 52, 7, 5,  8, 40,combineS, 37,0.29,   0.001,"[1,3 8,5,0 6,2 3,4,11,3 4,2,3,0,7,6 6,6 5,2,9,0 1,3 6,4 0,6,4 0,1,4,6,3,4 5,5,2,5,1 0,3,1 6,2,0 10,2,0 2,3]","[5,9,5,3 8,0 10,11,1 0,2,4,3 4,5,4 0,0,3,3,2,6,1,2,1,3 6,2 3,2,6 6,1 6,0 1,0 6,6,7,3,2,4,3,4 0,0 2,6 5,4 5]"
 52, 7, 5,  8, 40,  greedy, 38,0.27,   0.005,"[1 3,8,5,0,6 2 3,4,11,3,4,2,3,0,7,6 6,6 5,2,9,0 1,3,6,4 0,6,4 0,1,4,6,3 4 5,5,2,5,1,0 3,1 6,2,0 10,2,0 2,3]","[5,9,5,3,8,0 10,11,1,0 2,4,3 4 5,4 0,0 3,3,2,6,1,2,1 3,6 2 3,2,6 6,1 6,0 1,0,6,6,7,3,2,4,3,4 0,0,2,6 5,4,5]"
 52, 7, 5,  8, 40,     pso, 36,0.31,   5.778,"[1,3 8,5,0 6,2 3,4,11,3 4,2,3,0,7,6 6,6 5,2,9,0,1 3 6,4 0,6,4,0 1,4,6,3 4 5,5,2,5,1,0 3,1 6,2,0 10,2,0 2,3]","[5,9,5,3 8,0 10,11,1,0 2,4,3 4 5,4 0,0 3,3,2,6,1,2,1 3 6,2 3,2,6 6,1 6,0 1,0 6,6,7,3,2,4,3 4,0,0,2,6 5,4,5]"
 49, 5,22,  7, 13, combine, 42,0.15,   0.000,"[6,1 4,2,0,18,22,24 4,21,0 0,8,16,0,3 3 1,3,0,4,1 2,23,3,11,1,7,19,10,2,26,3,17,14,12,4,9,1 0,25,1,15,20,4,5,13,0,1]","[4,7,3,1 2,1,2,21,1,18,0,11,20,0 0,12,10,19,8,5,24 4,3 3 1,0,23,15,1,1 0,0,9,6,4,22,0,2,25,3,3,14,26,17,13,1 4,4,16]"
 49, 5,22,  7, 13,combineS, 42,0.15,   0.001,"[6,1 4,2,0,18,22,24 4,21,0 0,8,16,0,3 3 1,3,0,4,1 2,23,3,11,1,7,19,10,2,26,3,17,14,12,4,9,1 0,25,1,15,20,4,5,13,0,1]","[4,7,3,1 2,1,2,21,1,18,0,11,20,0 0,12,10,19,8,5,24 4,3 3 1,0,23,15,1,1 0,0,9,6,4,22,0,2,25,3,3,14,26,17,13,1 4,4,16]"
 49, 5,22,  7, 13,  greedy, 42,0.15,   0.005,"[6,1 4,2,0,18,22,24 4,21,0 0,8,16,0,3 3 1,3,0,4,1 2,23,3,11,1,7,19,10,2,26,3,17,14,12,4,9,1 0,25,1,15,20,4,5,13,0,1]","[4,7,3,1 2,1,2,21,1,18,0,11,20,0 0,12,10,19,8,5,24 4,3 3 1,0,23,15,1,1 0,0,9,6,4,22,0,2,25,3,3,14,26,17,13,1 4,4,16]"
 49, 5,22,  7, 13,     pso, 42,0.15,   0.915,"[6,1 4,2,0,18,22,24 4,21,0 0,8,16,0,3 3 1,3,0,4,1 2,23,3,11,1,7,19,10,2,26,3,17,14,12,4,9,1 0,25,1,15,20,4,5,13,0,1]","[4,7,3,1 2,1,2,21,1,18,0,11,20,0 0,12,10,19,8,5,24 4,3 3 1,0,23,15,1,1 0,0,9,6,4,22,0,2,25,3,3,14,26,17,13,1 4,4,16]"
 51, 5,10, 11, 63, combine, 38,0.26,   0.000,"[1 0,2,9,2,0 3 1 1,6,0,14,8,2 4,4,1 0,2,0,11,3,1,3,13,4,1,3,12,1 2,0 0 0,4,0 2,4,0,0 4,5,1,7,4 2,10,3,1 2,3]","[4,4,0 0 0,1 0,0 3 1 1,1 0,0,1,2 4,1,0 2,1,8,11,13,0,3,3,0,2,4 2,12,3,6,4,9,1 2,4,5,14,3,2,3,0 4,10,1 2,2,7]"
 51, 5,10, 11, 63,combineS, 38,0.26,   0.001,"[1 0,2,9,2,0 3 1 1,6,0,14,8,2 4,4,1 0,2,0,11,3,1,3,13,4,1,3,12,1 2,0 0 0,4,0 2,4,0,0,4 5,1,7,4 2,10,3,1 2,3]","[4,4,0 0 0,1 0,0 3 1 1,1 0,0,1,2 4,1,0 2,1,8,11,13,0,3,3,0,2,4 2,12,3,6,4,9,1 2,4 5,14,3,2,3,0,4,10,1 2,2,7]"
 51, 5,10, 11, 63,  greedy, 35,0.32,   0.004,"[1 0,2,9,2,0 3 1 1,6,0,14,8,2 4,4 1 0 2,0,11,3,1,3,13,4,1,3,12,1 2,0 0,0 4,0 2,4 0 0,4,5,1,7,4 2,10,3,1 2,3]","[4,4 0 0,0,1 0,0 3 1 1,1,0 0,1 2,4 1 0 2,1,8,11,13,0,3,3,0 2,4 2,12,3,6,4,9,1,2 4,5,14,3,2,3,0 4,10,1 2,2,7]"
 51, 5,10, 11, 63,     pso, 35,0.32,   6.153,"[1 0,2,9,2,0 3 1 1,6,0,14,8,2 4,4 1 0 2,0,11,3,1,3,13,4,1,3,12,1 2,0 0,0 4,0 2,4 0 0,4,5,1,7,4 2,10,3,1 2,3]","[4,4 0 0,0,1 0,0 3 1 1,1,0 0,1 2,4 1 0 2,1,8,11,13,0,3,3,0 2,4 2,12,3,6,4,9,1,2 4,5,14,3,2,3,0 4,10,1 2,2,7]"
 34, 9, 6,  7, 15, combine, 26,0.24,   0.000,"[7 5,7,8,8,3,12,1,2,4,8,9,13,6 8,0 8,6 11,6,0,6 6 7,10,14,6,3 6,4,5,1 7,2]","[0 8,5,4,6 6 7,6 11,12,2,2,7,9,4,1,1 7,14,8,10,13,3,7 5,6 8,6,8,0,3 6,6,8]"
 34, 9, 6,  7, 15,combineS, 26,0.24,   0.000,"[7 5,7,8,8,3,12,1,2,4,8,9,13,6 8,0 8,6 11,6,0,6 6 7,10,14,6,3 6,4,5,1 7,2]","[0 8,5,4,6 6 7,6 11,12,2,2,7,9,4,1,1 7,14,8,10,13,3,7 5,6 8,6,8,0,3 6,6,8]"
 34, 9, 6,  7, 15,  greedy, 26,0.24,   0.001,"[7 5,7,8,8,3,12,1,2,4,8,9,13,6 8 0,8,6 11,6,0,6 6 7,10,14,6,3 6,4,5,1 7,2]","[0,8,5,4,6 6 7,6 11,12,2,2,7,9,4,1,1 7,14,8,10,13,3,7 5,6,8,6 8 0,3 6,6,8]"
 34, 9, 6,  7, 15,     pso, 26,0.24,   1.035,"[7 5,7,8,8,3,12,1,2,4,8,9,13,6 8 0,8,6 11,6,0,6 6 7,10,14,6,3 6,4,5,1 7,2]","[0,8,5,4,6 6 7,6 11,12,2,2,7,9,4,1,1 7,14,8,10,13,3,7 5,6,8,6 8 0,3 6,6,8]"
 49, 7,16,  8, 13, combine, 43,0.12,   0.000,"[19,11,3,0,13,6,22,9 6,2,3,5,1,14,6,15 0,1,7 6,1,17,6,8,1,3 1,6,0,4,5,10,12,3,2 0,4,20,18,3,6,5 4,2,21,4,6,2,16]","[10,3,4,12,0,2,19,5 4,6,4,2,1,6,6,3 1,2 0,9 6,1,2,5,6,18,22,7 6,11,5,6,20,3,3,21,8,0,1,6,3,1,13,14,17,16,4,15 0]"
 49, 7,16,  8, 13,combineS, 43,0.12,   0.000,"[19,11,3,0,13,6,22,9 6,2,3,5,1,14,6,15 0,1,7 6,1,17,6,8,1,3 1,6,0,4,5,10,12,3,2 0,4,20,18,3,6,5 4,2,21,4,6,2,16]","[10,3,4,12,0,2,19,5 4,6,4,2,1,6,6,3 1,2 0,9 6,1,2,5,6,18,22,7 6,11,5,6,20,3,3,21,8,0,1,6,3,1,13,14,17,16,4,15 0]"
 49, 7,16,  8, 13,  greedy, 43,0.12,   0.006,"[19,11,3,0,13,6,22,9 6,2,3,5,1,14,6,15 0,1,7 6,1,17,6,8,1,3 1,6,0,4,5,10,12,3,2 0,4,20,18,3,6,5 4,2,21,4,6,2,16]","[10,3,4,12,0,2,19,5 4,6,4,2,1,6,6,3 1,2 0,9 6,1,2,5,6,18,22,7 6,11,5,6,20,3,3,21,8,0,1,6,3,1,13,14,17,16,4,15 0]"
 49, 7,16,  8, 13,     pso, 42,0.15,   1.194,"[19,11,3,0,13,6,22,9 6,2,3,5,1,14,6,15 0,1,7 6,1,17,6,8,1,3,1 6,0,4,5,10,12,3,2 0,4,20,18,3,6,5,4 2,21,4 6,2,16]","[10,3,4,12,0,2,19,5,4 6,4 2,1,6,6,3,1,2 0,9 6,1,2,5,6,18,22,7 6,11,5,6,20,3,3,21,8,0,1 6,3,1,13,14,17,16,4,15 0]"
 52, 9, 8,  8, 28, combine, 37,0.29,   0.000,"[3 0,8,1,3 9,6,2 2,5 2,3,15,6,11,0,12 7 5,13,16,3 5,17,2,7 8,10,0,7,5,6 9 2,0 1 0,3,1 2,7,2,7 14,7,6,7 7,3,6,5,0]","[3 5,6,0 1 0,6,7 14,16,3 0,17,7 7,10,2,3 9,0,1 2,0,2 2,6,15,7 8,6,13,11,3,7,12 7 5,5 2,2,3,8,5,3,7,0,5,1,7,6 9 2]"
 52, 9, 8,  8, 28,combineS, 37,0.29,   0.001,"[3,0,8,1,3 9,6,2 2,5 2,3,15,6,11,0,12 7 5,13,16 3,5,17,2,7 8,10,0,7,5 6,9 2,0 1 0,3,1 2,7,2,7 14,7 6,7 7,3,6,5,0]","[3,5 6,0 1 0,6,7 14,16 3,0,17,7 7,10,2,3 9,0,1 2,0,2 2,6,15,7 8,6,13,11,3,7,12 7 5,5 2,2,3,8,5,3,7,0,5,1,7 6,9 2]"
 52, 9, 8,  8, 28,  greedy, 37,0.29,   0.006,"[3 0,8,1,3 9,6,2 2,5 2,3,15,6,11,0,12 7 5,13,16,3 5,17,2,7 8,10,0,7,5,6 9 2,0 1 0,3,1 2,7,2,7 14,7,6,7 7,3,6,5,0]","[3 5,6,0 1 0,6,7 14,16,3 0,17,7 7,10,2,3 9,0,1 2,0,2 2,6,15,7 8,6,13,11,3,7,12 7 5,5 2,2,3,8,5,3,7,0,5,1,7,6 9 2]"
 52, 9, 8,  8, 28,     pso, 37,0.29,   3.283,"[3 0,8,1,3 9,6,2 2,5 2,3,15,6,11,0,12 7 5,13,16,3 5,17,2,7 8,10,0,7,5,6 9 2,0 1 0,3,1 2,7,2,7 14,7,6,7 7,3,6,5,0]","[3 5,6,0 1 0,6,7 14,16,3 0,17,7 7,10,2,3 9,0,1 2,0,2 2,6,15,7 8,6,13,11,3,7,12 7 5,5 2,2,3,8,5,3,7,0,5,1,7,6 9 2]"
 45, 9,14,  5,  9, combine, 40,0.11,   0.000,"[2,2,19,14,2 5,11,13,1,9,8,5,8,6,5,6,7,4,22,0,1,15,17,21,16,5,18 0,8,20 2,7,23,10,5,12,7,9,0 0,4,4,1 4,7]","[21,9,1,0 0,17,4,7,20 2,10,18 0,5,4,16,19,2,6,8,14,13,12,4,7,5,7,11,1 4,2,7,1,5,0,23,8,9,5,2 5,8,15,22,6]"
 45, 9,14,  5,  9,combineS, 40,0.11,   0.000,"[2,2,19,14,2 5,11,13,1,9,8,5,8,6,5,6,7,4,22,0,1,15,17,21,16,5,18 0,8,20 2,7,23,10,5,12,7,9,0 0,4,4,1 4,7]","[21,9,1,0 0,17,4,7,20 2,10,18 0,5,4,16,19,2,6,8,14,13,12,4,7,5,7,11,1 4,2,7,1,5,0,23,8,9,5,2 5,8,15,22,6]"
 45, 9,14,  5,  9,  greedy, 40,0.11,   0.004,"[2,2,19,14,2,5,11,13,1,9,8,5 8,6,5,6,7,4,22,0,1,15,17,21,16,5,18 0,8,20 2,7,23,10,5,12,7,9,0 0,4,4,1,4 7]","[21,9,1,0 0,17,4 7,20 2,10,18 0,5,4,16,19,2,6,8,14,13,12,4,7,5,7,11,1,4,2,7,1,5,0,23,8,9,5,2,5 8,15,22,6]"
 45, 9,14,  5,  9,     pso, 40,0.11,   0.776,"[2,2,19,14,2 5,11,13,1,9,8,5,8,6,5,6,7,4,22,0,1,15,17,21,16,5,18 0,8,20 2,7,23,10,5,12,7,9,0 0,4,4,1 4,7]","[21,9,1,0 0,17,4,7,20 2,10,18 0,5,4,16,19,2,6,8,14,13,12,4,7,5,7,11,1 4,2,7,1,5,0,23,8,9,5,2 5,8,15,22,6]"
