size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right
 24, 4, 7,  6, 13,   ,combineS, 18,0.26,   0.000,"[10,11,2,12,1 5,9,5,1,5,1,5,0 2,1,0,8,7 1 6,2 2,2 2]","[11,1,2,8,1 5,7 1 6,10,1,2 2,5,5,5,12,2 2,0 2,0,1,9]"
 24, 4, 7,  6, 13,   ,  greedy, 18,0.26,   0.001,"[10,11,2,12,1 5,9,5,1,5,1,5,0 2,1,0,8,7 1 6,2 2,2 2]","[11,1,2,8,1 5,7 1 6,10,1,2 2,5,5,5,12,2 2,0 2,0,1,9]"
 24, 4, 7,  6, 13,  0,     pso, 18,0.26,   1.432,"[10,11,2,12,1 5,9,5,1,5,1,5,0 2,1,0,8,7 1 6,2 2,2 2]","[11,1,2,8,1 5,7 1 6,10,1,2 2,5,5,5,12,2 2,0 2,0,1,9]"
 24, 4, 7,  6, 13,  0, psoPure, 18,0.26,   1.435,"[10,11,2,12,1,5,9,5,1 5,1,5,0 2,1,0,8,7 1 6,2 2,2 2]","[11,1,2,8,1 5,7 1 6,10,1,2 2,5,5,5,12,2 2,0 2,0,1,9]"
 24, 4, 7,  6, 13,   ,     FPT, 18,0.26,  16.875,,
 24, 7, 2,  5, 11,   , combine, 18,0.26,   0.000,"[5,7 2,2,5,7,6,8 8,7,4,10,6 2 4,7 7,4,5,8,11,1 1,5]","[7,1 1,6 2 4,4,7 7,5,5,6,5,5,8 8,4,11,7,7 2,8,2,10]"
 24, 7, 2,  5, 11,   ,combineS, 18,0.26,   0.000,"[5,7 2,2,5,7,6,8 8,7,4,10,6 2 4,7 7,4,5,8,11,1 1,5]","[7,1 1,6 2 4,4,7 7,5,5,6,5,5,8 8,4,11,7,7 2,8,2,10]"
 24, 7, 2,  5, 11,   ,  greedy, 18,0.26,   0.001,"[5,7 2,2,5,7,6,8,8,7,4,10,6 2 4,7 7,4,5 8,11,1 1,5]","[7,1 1,6 2 4,4,7 7,5,5,6,5,5 8,8,4,11,7,7 2,8,2,10]"
 24, 7, 2,  5, 11,  0,     pso, 18,0.26,   1.295,"[5,7 2,2,5,7,6,8 8,7,4,10,6 2 4,7 7,4,5,8,11,1 1,5]","[7,1 1,6 2 4,4,7 7,5,5,6,5,5,8 8,4,11,7,7 2,8,2,10]"
 24, 7, 2,  5, 11,  0, psoPure, 18,0.26,   1.286,"[5,7 2,2,5,7,6,8 8,7,4,10,6 2,4 7 7,4,5,8,11,1 1,5]","[7,1 1,6 2,4,4 7 7,5,5,6,5,5,8 8,4,11,7,7 2,8,2,10]"
 24, 7, 2,  5, 11,   ,     FPT, 18,0.26,   3.376,,
 24, 8, 2,  4,  9,   , combine, 20,0.17,   0.000,"[5,2,1,0,7,2,7,2,5 3,4 6,3 0 5,0,9,3,10,1,5,3,4,6]","[2,4,2,0,3 0 5,5,1,9,6,5 3,10,7,7,5,4 6,1,3,0,3,2]"
 24, 8, 2,  4,  9,   ,combineS, 20,0.17,   0.000,"[5,2,1,0,7,2,7,2,5,3,4 6,3 0 5,0,9,3 10,1,5,3,4,6]","[2,4,2,0,3 0 5,5,1,9,6,5,3 10,7,7,5,4 6,1,3,0,3,2]"
 24, 8, 2,  4,  9,   ,  greedy, 20,0.17,   0.001,"[5,2,1,0,7,2,7,2,5,3,4,6,3 0 5,0,9,3,10,1,5 3,4 6]","[2,4,2,0,3 0 5,5,1,9,6,5 3,10,7,7,5,4 6,1,3,0,3,2]"
 24, 8, 2,  4,  9,  0,     pso, 20,0.17,   0.935,"[5,2,1,0,7,2,7,2,5 3,4 6,3 0 5,0,9,3,10,1,5,3,4,6]","[2,4,2,0,3 0 5,5,1,9,6,5 3,10,7,7,5,4 6,1,3,0,3,2]"
 24, 8, 2,  4,  9,  0, psoPure, 20,0.17,   0.965,"[5,2,1,0,7,2,7,2,5,3,4,6,3 0 5,0,9,3,10,1,5 3,4 6]","[2,4,2,0,3 0 5,5,1,9,6,5 3,10,7,7,5,4 6,1,3,0,3,2]"
 24, 8, 2,  4,  9,   ,     FPT, 20,0.17,   3.793,,
 25, 7, 4,  5,  7,   , combine, 21,0.17,   0.000,"[5 6,5,9,3,1,1,0,5,4 0,6 4,4,4,0,10,3 6,2,8,4,6,11,2]","[3,3 6,4 0,2,0,5 6,9,0,8,6,1,2,4,5,5,1,6 4,10,4,11,4]"
