size,repeats,singles,maxRepeat,edges,heuristic,blocks,score,time,left,right
 73, 9,26,  9, 25,  greedy, 62,0.15,   0.014,"[4,31,5 0,5,4 11,0,3,17,1,20,30,1,25,2 7,22,6 8,10,1,1,4,6,23 13,4,0,32,26,21,0,27,7,5,14,5,7,7,1,6,33,19,6,12,2,16,34,6 8 1,2,2,0 1,8,8,2 6,0,5 7,28,24,29,15,9,8 1,18,1,3]","[5 7,0,0 1,1,0,4,22,17,20,8,1,15,18,5,2 6,4,2,6,6,3,5,1,31,4,25,16,32,23 13,2 7,34,21,29,6,28,5 0,7,26,7,2,8,1,4 11,3,6 8 1,8 1,27,2,1,12,10,5,6 8,7,0,24,30,0,14,33,9,19,1]"
 73, 9,26,  9, 25,     pso, 62,0.15,   1.370,"[4,31,5 0,5,4 11,0,3,17,1,20,30,1,25,2 7,22,6 8,10,1,1,4,6,23 13,4,0,32,26,21,0,27,7,5,14,5,7,7,1,6,33,19,6,12,2,16,34,6 8 1,2,2,0 1,8,8,2 6,0,5 7,28,24,29,15,9,8 1,18,1,3]","[5 7,0,0 1,1,0,4,22,17,20,8,1,15,18,5,2 6,4,2,6,6,3,5,1,31,4,25,16,32,23 13,2 7,34,21,29,6,28,5 0,7,26,7,2,8,1,4 11,3,6 8 1,8 1,27,2,1,12,10,5,6 8,7,0,24,30,0,14,33,9,19,1]"
 53, 6,11, 13, 69, combine, 37,0.31,   0.000,"[0 8,15,1 1,7,2 0,0 9,1 0,2 4 1,3,13 0,12,0,4,4,2 1,1,2,11,0,2,5,1,14 5,1 5,5 4,0,2,1 0,10,16,3,6,4 0,1,0 0,2 0,1]","[2,1 1,10,4,1 0,0 0,1 5,4 0,14 5,0,15,13 0,0 9,7,1,1,1 0,3,4,1,5 4,1,5,0,12,6,2,16,2,3,2 0,2 0,2 4 1,2 1,0,0 8,11]"
 53, 6,11, 13, 69,combineS, 37,0.31,   0.001,"[0 8,15,1 1,7,2 0,0 9,1 0,2 4 1,3,13 0,12,0,4,4,2 1,1,2,11,0,2,5,1,14 5,1 5,5 4,0,2,1 0,10,16,3,6,4 0,1,0 0,2 0,1]","[2,1 1,10,4,1 0,0 0,1 5,4 0,14 5,0,15,13 0,0 9,7,1,1,1 0,3,4,1,5 4,1,5,0,12,6,2,16,2,3,2 0,2 0,2 4 1,2 1,0,0 8,11]"
 53, 6,11, 13, 69,  greedy, 33,0.38,   0.003,"[0 8,15,1 1,7,2,0 0 9,1,0 2 4 1,3,13,0 12,0,4,4,2 1 1,2,11,0 2,5,1,14 5,1 5,5 4 0,2 1 0,10,16,3,6,4,0,1 0 0,2,0 1]","[2 1 1,10,4,1 0 0,0 1,5 4 0,14 5,0,15,13,0 0 9,7,1 1,1,0,3,4,1 5,4,1,5,0 12,6,2,16,2,3,2,0 2,0 2 4 1,2 1 0,0 8,11]"
 53, 6,11, 13, 69,     pso, 33,0.38,   3.688,"[0 8,15,1 1,7,2,0 0 9,1,0 2 4 1,3,13,0 12,0,4,4,2 1 1,2,11,0 2,5,1,14 5,1 5,5 4 0,2 1 0,10,16,3,6,4,0,1 0 0,2,0 1]","[2 1 1,10,4,1 0 0,0 1,5 4 0,14 5,0,15,13,0 0 9,7,1 1,1,0,3,4,1 5,4,1,5,0 12,6,2,16,2,3,2,0 2,0 2 4 1,2 1 0,0 8,11]"
 53, 8,20,  6, 10, combine, 49,0.08,   0.000,"[2 3,9,14,3,23,6,5,17,1,11,0,25,9,28,1 1,24,9,18,1,3,2,27,19,16 6,3,6,21,3,29,20,22,12,9,5 3,5,6,26,15,10,1,1,13,6,2,0,2,8,8,2]","[1,14,16 6,26,25,2,9,3,9,2,22,1,5,13,9,12,23,0,29,3,15,21,28,6,2 3,24,1 1,8,1,6,3,17,2,11,3,5 3,18,9,2,20,27,1,6,19,10,0,6,8,5]"
 53, 8,20,  6, 10,combineS, 49,0.08,   0.001,"[2 3,9,14,3,23,6,5,17,1,11,0,25,9,28,1 1,24,9,18,1,3,2,27,19,16 6,3,6,21,3,29,20,22,12,9,5 3,5,6,26,15,10,1,1,13,6,2,0,2,8,8,2]","[1,14,16 6,26,25,2,9,3,9,2,22,1,5,13,9,12,23,0,29,3,15,21,28,6,2 3,24,1 1,8,1,6,3,17,2,11,3,5 3,18,9,2,20,27,1,6,19,10,0,6,8,5]"
 53, 8,20,  6, 10,  greedy, 48,0.10,   0.007,"[2,3 9,14,3,23,6,5,17,1,11,0,25,9,28,1 1,24,9,18,1,3,2,27,19,16 6,3,6,21,3,29,20,22,12,9,5 3,5,6,26,15,10,1,1,13,6 2,0,2,8,8,2]","[1,14,16 6,26,25,2,9,3 9,2,22,1,5,13,9,12,23,0,29,3,15,21,28,6 2,3,24,1 1,8,1,6,3,17,2,11,3,5 3,18,9,2,20,27,1,6,19,10,0,6,8,5]"
 53, 8,20,  6, 10,     pso, 47,0.12,   0.381,"[2,3 9,14,3,23,6,5,17,1,11,0,25,9,28,1,1,24,9,18,1,3,2,27,19,16,6 3,6,21,3,29,20,22,12,9,5 3,5,6 26,15,10,1 1,13,6 2,0,2,8,8,2]","[1,14,16,6 26,25,2,9,3 9,2,22,1,5,13,9,12,23,0,29,3,15,21,28,6 2,3,24,1 1,8,1,6 3,17,2,11,3,5 3,18,9,2,20,27,1,6,19,10,0,6,8,5]"
 53, 4,30,  7, 13, combine, 47,0.12,   0.000,"[23,32,14,22,24,18,21,13,5,29,0,2,2,0,26 6,16,11,28,25,34,3 1,0,0,20,10,1,30,7,8 2,3 0,33,15,1 2,3,12,3,2 3,17,31,3,1,3,9,2,1,19,27]","[1,33,23,0,27,3,31,1,1 2,30,12,25,32,24,2,14,2,15,29,20,7,3,19,3,21,0,16,5,3 1,3,10,2,22,28,3 0,17,26 6,13,0,9,1,2 3,11,0,8 2,34,18]"
 53, 4,30,  7, 13,combineS, 47,0.12,   0.001,"[23,32,14,22,24,18,21,13,5,29,0,2,2,0,26 6,16,11,28,25,34,3 1,0,0,20,10,1,30,7,8 2,3 0,33,15,1 2,3,12,3,2 3,17,31,3,1,3,9,2,1,19,27]","[1,33,23,0,27,3,31,1,1 2,30,12,25,32,24,2,14,2,15,29,20,7,3,19,3,21,0,16,5,3 1,3,10,2,22,28,3 0,17,26 6,13,0,9,1,2 3,11,0,8 2,34,18]"
 53, 4,30,  7, 13,  greedy, 46,0.13,   0.007,"[23,32,14,22,24,18,21,13,5,29,0,2,2,0,26 6,16,11,28,25,34,3,1,0,0,20,10,1,30,7,8 2,3 0,33,15,1 2 3,12,3,2,3,17,31,3 1 3,9,2,1,19,27]","[1,33,23,0,27,3,31,1,1,2,30,12,25,32,24,2,14,2,15,29,20,7,3,19,3,21,0,16,5,3 1 3,10,2,22,28,3 0,17,26 6,13,0,9,1 2 3,11,0,8 2,34,18]"
 53, 4,30,  7, 13,     pso, 46,0.13,   0.435,"[23,32,14,22,24,18,21,13,5,29,0,2,2,0,26 6,16,11,28,25,34,3,1,0,0,20,10,1,30,7,8 2,3 0,33,15,1 2 3,12,3,2,3,17,31,3 1 3,9,2,1,19,27]","[1,33,23,0,27,3,31,1,1,2,30,12,25,32,24,2,14,2,15,29,20,7,3,19,3,21,0,16,5,3 1 3,10,2,22,28,3 0,17,26 6,13,0,9,1 2 3,11,0,8 2,34,18]"
 58, 8,23,  5, 14, combine, 50,0.14,   0.000,"[5,5 16,14,29,0,7 0,6,22,25,2,1,2,19,1,18,1 21,0,9,8,7,28,30,15,7,17,0,7,13,1 3,3,0 1,12,6,4 5,11,3,2,2,5,23,27,6 10,4,3 7,5,4,20,24,2,26]","[0,13,19,23,0,6 10,3 7,15,11,1 21,12,24,7,4,2,7 0,2,7,6,28,0 1,26,3,7,5,1,5,9,3,25,8,17,18,5,2,14,27,29,20,5 16,1 3,0,22,1,30,2,4 5,4,2,6]"
 58, 8,23,  5, 14,combineS, 50,0.14,   0.001,"[5,5 16,14,29,0,7 0,6,22,25,2,1,2,19,1,18,1 21,0,9,8,7,28,30,15,7,17,0,7,13,1 3,3,0 1,12,6,4 5,11,3,2,2,5,23,27,6 10,4,3 7,5,4,20,24,2,26]","[0,13,19,23,0,6 10,3 7,15,11,1 21,12,24,7,4,2,7 0,2,7,6,28,0 1,26,3,7,5,1,5,9,3,25,8,17,18,5,2,14,27,29,20,5 16,1 3,0,22,1,30,2,4 5,4,2,6]"
 58, 8,23,  5, 14,  greedy, 49,0.16,   0.008,"[5,5 16,14,29,0,7 0,6,22,25,2,1,2,19,1,18,1 21,0,9,8,7,28,30,15,7,17,0,7,13,1 3,3,0 1,12,6,4 5,11,3,2,2,5,23,27,6 10,4,3 7 5,4,20,24,2,26]","[0,13,19,23,0,6 10,3,7,15,11,1 21,12,24,7,4,2,7 0,2,7,6,28,0 1,26,3 7 5,1,5,9,3,25,8,17,18,5,2,14,27,29,20,5 16,1 3,0,22,1,30,2,4 5,4,2,6]"
 58, 8,23,  5, 14,     pso, 49,0.16,   0.611,"[5,5 16,14,29,0,7 0,6,22,25,2,1,2,19,1,18,1 21,0,9,8,7,28,30,15,7,17,0,7,13,1 3,3,0 1,12,6,4 5,11,3,2,2,5,23,27,6 10,4,3 7 5,4,20,24,2,26]","[0,13,19,23,0,6 10,3,7,15,11,1 21,12,24,7,4,2,7 0,2,7,6,28,0 1,26,3 7 5,1,5,9,3,25,8,17,18,5,2,14,27,29,20,5 16,1 3,0,22,1,30,2,4 5,4,2,6]"
 56, 9,22,  6,  7, combine, 50,0.11,   0.000,"[5,8,8 4,4,10,12,4,29,11,7,7,3,7,4,30,4 2,23,7,16,28,6,22,3,26,21,8,3,20,8,19,6,25,6 4,1,5,13,18,17,1 14,27,8,2 2,0 5,31,15,0,6,24,0,6]","[11,6 4,8,6,15,6,3,19,13,7,23,3,8 4,7,12,30,7,18,16,1,10,8,1 14,26,17,8,31,4,0,8,22,24,5,21,0 5,29,20,6,5,2 2,4 2,3,27,6,4,28,7,25,0,4]"
 56, 9,22,  6,  7,combineS, 50,0.11,   0.001,"[5,8,8 4,4,10,12,4,29,11,7,7,3,7,4,30,4 2,23,7,16,28,6,22,3,26,21,8,3,20,8,19,6,25,6 4,1,5,13,18,17,1 14,27,8,2 2,0 5,31,15,0,6,24,0,6]","[11,6 4,8,6,15,6,3,19,13,7,23,3,8 4,7,12,30,7,18,16,1,10,8,1 14,26,17,8,31,4,0,8,22,24,5,21,0 5,29,20,6,5,2 2,4 2,3,27,6,4,28,7,25,0,4]"
 56, 9,22,  6,  7,  greedy, 50,0.11,   0.009,"[5,8,8 4,4,10,12,4,29,11,7,7,3,7,4,30,4 2,23,7,16,28,6,22,3,26,21,8,3,20,8,19,6,25,6 4,1,5,13,18,17,1 14,27,8,2 2,0 5,31,15,0,6,24,0,6]","[11,6 4,8,6,15,6,3,19,13,7,23,3,8 4,7,12,30,7,18,16,1,10,8,1 14,26,17,8,31,4,0,8,22,24,5,21,0 5,29,20,6,5,2 2,4 2,3,27,6,4,28,7,25,0,4]"
 56, 9,22,  6,  7,     pso, 50,0.11,   0.281,"[5,8,8 4,4,10,12,4,29,11,7,7,3,7,4,30,4 2,23,7,16,28,6,22,3,26,21,8,3,20,8,19,6,25,6 4,1,5,13,18,17,1 14,27,8,2 2,0 5,31,15,0,6,24,0,6]","[11,6 4,8,6,15,6,3,19,13,7,23,3,8 4,7,12,30,7,18,16,1,10,8,1 14,26,17,8,31,4,0,8,22,24,5,21,0 5,29,20,6,5,2 2,4 2,3,27,6,4,28,7,25,0,4]"
 52, 9,13,  7, 19, combine, 42,0.20,   0.000,"[5,5,1,7,22,6 1,6,6 3,0 16,13,0,8,15,5 3,5,14,4,5 2,5,4,6,3 6,1,2,4 1,3,8 1 0,3,12,17,7,19,8,10,18,3,21,11,8,0,20,5 7]","[12,8,8,6 1,0 16,3,20,19,18,5,0,7,6 3,5,10,5 2,11,6,5,13,22,3 6,4,2,8,8 1 0,21,17,4 1,0,14,3,6,5 7,5 3,4,1,15,7,1,5,3]"
 52, 9,13,  7, 19,combineS, 42,0.20,   0.001,"[5,5,1,7,22,6 1,6,6 3,0 16,13,0,8,15,5 3,5,14,4,5 2,5,4,6,3 6,1,2,4 1,3,8 1 0,3,12,17,7,19,8,10,18,3,21,11,8,0,20,5 7]","[12,8,8,6 1,0 16,3,20,19,18,5,0,7,6 3,5,10,5 2,11,6,5,13,22,3 6,4,2,8,8 1 0,21,17,4 1,0,14,3,6,5 7,5 3,4,1,15,7,1,5,3]"
 52, 9,13,  7, 19,  greedy, 42,0.20,   0.006,"[5,5,1,7,22,6 1,6,6 3,0 16,13,0,8,15,5 3,5,14,4,5 2,5,4,6,3 6,1,2,4 1,3,8 1 0,3,12,17,7,19,8,10,18,3,21,11,8,0,20,5 7]","[12,8,8,6 1,0 16,3,20,19,18,5,0,7,6 3,5,10,5 2,11,6,5,13,22,3,6,4,2,8,8 1 0,21,17,4 1,0,14,3 6,5 7,5 3,4,1,15,7,1,5,3]"
 52, 9,13,  7, 19,     pso, 42,0.20,   0.833,"[5,5,1,7,22,6 1,6,6 3,0 16,13,0,8,15,5 3,5,14,4,5 2,5,4,6,3 6,1,2,4 1,3,8 1 0,3,12,17,7,19,8,10,18,3,21,11,8,0,20,5 7]","[12,8,8,6 1,0 16,3,20,19,18,5,0,7,6 3,5,10,5 2,11,6,5,13,22,3,6,4,2,8,8 1 0,21,17,4 1,0,14,3 6,5 7,5 3,4,1,15,7,1,5,3]"
 28, 5,10,  5,  7, combine, 24,0.15,   0.000,"[2,13,15,5,3,12,7,0,2,1,14,6 3 2,8,0,1,5,3 2,10,0,9,3,3,5,11 5]","[15,0,10,5,0,3,11 5,5,1,13,3,6 3 2,3,0,12,14,7,1,8,2,9,5,2,3 2]"
 28, 5,10,  5,  7,combineS, 24,0.15,   0.000,"[2,13,15,5,3,12,7,0,2,1,14,6 3 2,8,0,1,5,3 2,10,0,9,3,3,5,11 5]","[15,0,10,5,0,3,11 5,5,1,13,3,6 3 2,3,0,12,14,7,1,8,2,9,5,2,3 2]"
 28, 5,10,  5,  7,  greedy, 24,0.15,   0.001,"[2,13,15,5,3,12,7,0,2,1,14,6 3 2,8,0,1,5,3 2,10,0,9,3,3,5,11 5]","[15,0,10,5,0,3,11 5,5,1,13,3,6 3 2,3,0,12,14,7,1,8,2,9,5,2,3 2]"
 28, 5,10,  5,  7,     pso, 24,0.15,   0.159,"[2,13,15,5,3,12,7,0,2,1,14,6 3 2,8,0,1,5,3 2,10,0,9,3,3,5,11 5]","[15,0,10,5,0,3,11 5,5,1,13,3,6 3 2,3,0,12,14,7,1,8,2,9,5,2,3 2]"
