size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 29, 4,17,  4,  4,   , combine, 27,0.07,   0.000,"[18,19 1 2,15,0,5,9,8,20,0,17,1,3,2,12,7,10,3,2,13,14,11,0,1,21,2,6,16]","[9,2,11,10,7,21,20,2,5,1,0,16,3,18,0,19 1 2,13,12,15,17,3,0,8,2,1,6,14]","(18 19 1 2 15 0 5 9 8 20 0 17 1 3 2 12 7 10 3 2 13 14 11 0 1 21 2 6 16,9 2 11 10 7 21 20 2 5 1 0 16 3 18 0 19 1 2 13 12 15 17 3 0 8 2 1 6 14)"
 29, 4,17,  4,  4,   ,combineS, 27,0.07,   0.000,"[18,19 1 2,15,0,5,9,8,20,0,17,1,3,2,12,7,10,3,2,13,14,11,0,1,21,2,6,16]","[9,2,11,10,7,21,20,2,5,1,0,16,3,18,0,19 1 2,13,12,15,17,3,0,8,2,1,6,14]","(18 19 1 2 15 0 5 9 8 20 0 17 1 3 2 12 7 10 3 2 13 14 11 0 1 21 2 6 16,9 2 11 10 7 21 20 2 5 1 0 16 3 18 0 19 1 2 13 12 15 17 3 0 8 2 1 6 14)"
 29, 4,17,  4,  4,   ,  greedy, 27,0.07,   0.002,"[18,19 1 2,15,0,5,9,8,20,0,17,1,3,2,12,7,10,3,2,13,14,11,0,1,21,2,6,16]","[9,2,11,10,7,21,20,2,5,1,0,16,3,18,0,19 1 2,13,12,15,17,3,0,8,2,1,6,14]","(18 19 1 2 15 0 5 9 8 20 0 17 1 3 2 12 7 10 3 2 13 14 11 0 1 21 2 6 16,9 2 11 10 7 21 20 2 5 1 0 16 3 18 0 19 1 2 13 12 15 17 3 0 8 2 1 6 14)"
 29, 4,17,  4,  4,  0,     pso, 27,0.07,   0.123,"[18,19 1 2,15,0,5,9,8,20,0,17,1,3,2,12,7,10,3,2,13,14,11,0,1,21,2,6,16]","[9,2,11,10,7,21,20,2,5,1,0,16,3,18,0,19 1 2,13,12,15,17,3,0,8,2,1,6,14]","(18 19 1 2 15 0 5 9 8 20 0 17 1 3 2 12 7 10 3 2 13 14 11 0 1 21 2 6 16,9 2 11 10 7 21 20 2 5 1 0 16 3 18 0 19 1 2 13 12 15 17 3 0 8 2 1 6 14)"
 29, 4,17,  4,  4,  0, psoPure, 27,0.07,   0.121,"[18,19 1 2,15,0,5,9,8,20,0,17,1,3,2,12,7,10,3,2,13,14,11,0,1,21,2,6,16]","[9,2,11,10,7,21,20,2,5,1,0,16,3,18,0,19 1 2,13,12,15,17,3,0,8,2,1,6,14]","(18 19 1 2 15 0 5 9 8 20 0 17 1 3 2 12 7 10 3 2 13 14 11 0 1 21 2 6 16,9 2 11 10 7 21 20 2 5 1 0 16 3 18 0 19 1 2 13 12 15 17 3 0 8 2 1 6 14)"
 29, 4,17,  4,  4,  0,psoCombS, 27,0.07,   2.217,"[18,19 1 2,15,0,5,9,8,20,0,17,1,3,2,12,7,10,3,2,13,14,11,0,1,21,2,6,16]","[9,2,11,10,7,21,20,2,5,1,0,16,3,18,0,19 1 2,13,12,15,17,3,0,8,2,1,6,14]","(18 19 1 2 15 0 5 9 8 20 0 17 1 3 2 12 7 10 3 2 13 14 11 0 1 21 2 6 16,9 2 11 10 7 21 20 2 5 1 0 16 3 18 0 19 1 2 13 12 15 17 3 0 8 2 1 6 14)"
 52, 7,30,  5,  2,   , combine, 50,0.04,   0.000,"[19,24,5,27,34,6 16,6,30,3,14,28,7,10,29,11,0,0,6,4,4,33,2,12,4,13,7,18,32,17,37,38,35,22,2,4,15,26,7,5,5,23,21,2,7,4 3,39,25,20,36,31]","[5,7,0,35,4,6,36,27,33,24,18,38,13,25,37,7,19,20,4,12,5,4 3,21,0,3,4,31,39,32,15,10,30,4,6,22,23,2,14,34,7,26,6 16,11,7,2,29,5,2,28,17]","(19 24 5 27 34 6 16 6 30 3 14 28 7 10 29 11 0 0 6 4 4 33 2 12 4 13 7 18 32 17 37 38 35 22 2 4 15 26 7 5 5 23 21 2 7 4 3 39 25 20 36 31,5 7 0 35 4 6 36 27 33 24 18 38 13 25 37 7 19 20 4 12 5 4 3 21 0 3 4 31 39 32 15 10 30 4 6 22 23 2 14 34 7 26 6 16 11 7 2 29 5 2 28 17)"
 52, 7,30,  5,  2,   ,combineS, 50,0.04,   0.001,"[19,24,5,27,34,6 16,6,30,3,14,28,7,10,29,11,0,0,6,4,4,33,2,12,4,13,7,18,32,17,37,38,35,22,2,4,15,26,7,5,5,23,21,2,7,4 3,39,25,20,36,31]","[5,7,0,35,4,6,36,27,33,24,18,38,13,25,37,7,19,20,4,12,5,4 3,21,0,3,4,31,39,32,15,10,30,4,6,22,23,2,14,34,7,26,6 16,11,7,2,29,5,2,28,17]","(19 24 5 27 34 6 16 6 30 3 14 28 7 10 29 11 0 0 6 4 4 33 2 12 4 13 7 18 32 17 37 38 35 22 2 4 15 26 7 5 5 23 21 2 7 4 3 39 25 20 36 31,5 7 0 35 4 6 36 27 33 24 18 38 13 25 37 7 19 20 4 12 5 4 3 21 0 3 4 31 39 32 15 10 30 4 6 22 23 2 14 34 7 26 6 16 11 7 2 29 5 2 28 17)"
 52, 7,30,  5,  2,   ,  greedy, 50,0.04,   0.007,"[19,24,5,27,34,6 16,6,30,3,14,28,7,10,29,11,0,0,6,4,4,33,2,12,4,13,7,18,32,17,37,38,35,22,2,4,15,26,7,5,5,23,21,2,7,4 3,39,25,20,36,31]","[5,7,0,35,4,6,36,27,33,24,18,38,13,25,37,7,19,20,4,12,5,4 3,21,0,3,4,31,39,32,15,10,30,4,6,22,23,2,14,34,7,26,6 16,11,7,2,29,5,2,28,17]","(19 24 5 27 34 6 16 6 30 3 14 28 7 10 29 11 0 0 6 4 4 33 2 12 4 13 7 18 32 17 37 38 35 22 2 4 15 26 7 5 5 23 21 2 7 4 3 39 25 20 36 31,5 7 0 35 4 6 36 27 33 24 18 38 13 25 37 7 19 20 4 12 5 4 3 21 0 3 4 31 39 32 15 10 30 4 6 22 23 2 14 34 7 26 6 16 11 7 2 29 5 2 28 17)"
 52, 7,30,  5,  2,  0,     pso, 50,0.04,   0.072,"[19,24,5,27,34,6 16,6,30,3,14,28,7,10,29,11,0,0,6,4,4,33,2,12,4,13,7,18,32,17,37,38,35,22,2,4,15,26,7,5,5,23,21,2,7,4 3,39,25,20,36,31]","[5,7,0,35,4,6,36,27,33,24,18,38,13,25,37,7,19,20,4,12,5,4 3,21,0,3,4,31,39,32,15,10,30,4,6,22,23,2,14,34,7,26,6 16,11,7,2,29,5,2,28,17]","(19 24 5 27 34 6 16 6 30 3 14 28 7 10 29 11 0 0 6 4 4 33 2 12 4 13 7 18 32 17 37 38 35 22 2 4 15 26 7 5 5 23 21 2 7 4 3 39 25 20 36 31,5 7 0 35 4 6 36 27 33 24 18 38 13 25 37 7 19 20 4 12 5 4 3 21 0 3 4 31 39 32 15 10 30 4 6 22 23 2 14 34 7 26 6 16 11 7 2 29 5 2 28 17)"
 52, 7,30,  5,  2,  0, psoPure, 50,0.04,   0.065,"[19,24,5,27,34,6 16,6,30,3,14,28,7,10,29,11,0,0,6,4,4,33,2,12,4,13,7,18,32,17,37,38,35,22,2,4,15,26,7,5,5,23,21,2,7,4 3,39,25,20,36,31]","[5,7,0,35,4,6,36,27,33,24,18,38,13,25,37,7,19,20,4,12,5,4 3,21,0,3,4,31,39,32,15,10,30,4,6,22,23,2,14,34,7,26,6 16,11,7,2,29,5,2,28,17]","(19 24 5 27 34 6 16 6 30 3 14 28 7 10 29 11 0 0 6 4 4 33 2 12 4 13 7 18 32 17 37 38 35 22 2 4 15 26 7 5 5 23 21 2 7 4 3 39 25 20 36 31,5 7 0 35 4 6 36 27 33 24 18 38 13 25 37 7 19 20 4 12 5 4 3 21 0 3 4 31 39 32 15 10 30 4 6 22 23 2 14 34 7 26 6 16 11 7 2 29 5 2 28 17)"
 52, 7,30,  5,  2,  0,psoCombS, 50,0.04,   5.873,"[19,24,5,27,34,6 16,6,30,3,14,28,7,10,29,11,0,0,6,4,4,33,2,12,4,13,7,18,32,17,37,38,35,22,2,4,15,26,7,5,5,23,21,2,7,4 3,39,25,20,36,31]","[5,7,0,35,4,6,36,27,33,24,18,38,13,25,37,7,19,20,4,12,5,4 3,21,0,3,4,31,39,32,15,10,30,4,6,22,23,2,14,34,7,26,6 16,11,7,2,29,5,2,28,17]","(19 24 5 27 34 6 16 6 30 3 14 28 7 10 29 11 0 0 6 4 4 33 2 12 4 13 7 18 32 17 37 38 35 22 2 4 15 26 7 5 5 23 21 2 7 4 3 39 25 20 36 31,5 7 0 35 4 6 36 27 33 24 18 38 13 25 37 7 19 20 4 12 5 4 3 21 0 3 4 31 39 32 15 10 30 4 6 22 23 2 14 34 7 26 6 16 11 7 2 29 5 2 28 17)"
 48, 7,30,  4,  2,   , combine, 46,0.04,   0.000,"[18,6,31,7,21,14,10,0,1,11,9,19,5,22,15,24,34,8,1,36 4,23,0,12,16,5,0 26,2,3,27,0,2,30,6,1,25,4,29,3,28,32,20,17,33,2,13,35]","[2,23,11,14,0 26,32,7,18,13,36 4,5,16,2,1,29,34,28,5,1,21,3,6,15,31,35,10,6,9,2,8,0,3,20,33,1,19,30,0,22,25,0,17,27,4,12,24]","(18 6 31 7 21 14 10 0 1 11 9 19 5 22 15 24 34 8 1 36 4 23 0 12 16 5 0 26 2 3 27 0 2 30 6 1 25 4 29 3 28 32 20 17 33 2 13 35,2 23 11 14 0 26 32 7 18 13 36 4 5 16 2 1 29 34 28 5 1 21 3 6 15 31 35 10 6 9 2 8 0 3 20 33 1 19 30 0 22 25 0 17 27 4 12 24)"
 48, 7,30,  4,  2,   ,combineS, 46,0.04,   0.000,"[18,6,31,7,21,14,10,0,1,11,9,19,5,22,15,24,34,8,1,36 4,23,0,12,16,5,0 26,2,3,27,0,2,30,6,1,25,4,29,3,28,32,20,17,33,2,13,35]","[2,23,11,14,0 26,32,7,18,13,36 4,5,16,2,1,29,34,28,5,1,21,3,6,15,31,35,10,6,9,2,8,0,3,20,33,1,19,30,0,22,25,0,17,27,4,12,24]","(18 6 31 7 21 14 10 0 1 11 9 19 5 22 15 24 34 8 1 36 4 23 0 12 16 5 0 26 2 3 27 0 2 30 6 1 25 4 29 3 28 32 20 17 33 2 13 35,2 23 11 14 0 26 32 7 18 13 36 4 5 16 2 1 29 34 28 5 1 21 3 6 15 31 35 10 6 9 2 8 0 3 20 33 1 19 30 0 22 25 0 17 27 4 12 24)"
 48, 7,30,  4,  2,   ,  greedy, 46,0.04,   0.005,"[18,6,31,7,21,14,10,0,1,11,9,19,5,22,15,24,34,8,1,36 4,23,0,12,16,5,0 26,2,3,27,0,2,30,6,1,25,4,29,3,28,32,20,17,33,2,13,35]","[2,23,11,14,0 26,32,7,18,13,36 4,5,16,2,1,29,34,28,5,1,21,3,6,15,31,35,10,6,9,2,8,0,3,20,33,1,19,30,0,22,25,0,17,27,4,12,24]","(18 6 31 7 21 14 10 0 1 11 9 19 5 22 15 24 34 8 1 36 4 23 0 12 16 5 0 26 2 3 27 0 2 30 6 1 25 4 29 3 28 32 20 17 33 2 13 35,2 23 11 14 0 26 32 7 18 13 36 4 5 16 2 1 29 34 28 5 1 21 3 6 15 31 35 10 6 9 2 8 0 3 20 33 1 19 30 0 22 25 0 17 27 4 12 24)"
 48, 7,30,  4,  2,  0,     pso, 46,0.04,   0.071,"[18,6,31,7,21,14,10,0,1,11,9,19,5,22,15,24,34,8,1,36 4,23,0,12,16,5,0 26,2,3,27,0,2,30,6,1,25,4,29,3,28,32,20,17,33,2,13,35]","[2,23,11,14,0 26,32,7,18,13,36 4,5,16,2,1,29,34,28,5,1,21,3,6,15,31,35,10,6,9,2,8,0,3,20,33,1,19,30,0,22,25,0,17,27,4,12,24]","(18 6 31 7 21 14 10 0 1 11 9 19 5 22 15 24 34 8 1 36 4 23 0 12 16 5 0 26 2 3 27 0 2 30 6 1 25 4 29 3 28 32 20 17 33 2 13 35,2 23 11 14 0 26 32 7 18 13 36 4 5 16 2 1 29 34 28 5 1 21 3 6 15 31 35 10 6 9 2 8 0 3 20 33 1 19 30 0 22 25 0 17 27 4 12 24)"
 48, 7,30,  4,  2,  0, psoPure, 46,0.04,   0.065,"[18,6,31,7,21,14,10,0,1,11,9,19,5,22,15,24,34,8,1,36 4,23,0,12,16,5,0 26,2,3,27,0,2,30,6,1,25,4,29,3,28,32,20,17,33,2,13,35]","[2,23,11,14,0 26,32,7,18,13,36 4,5,16,2,1,29,34,28,5,1,21,3,6,15,31,35,10,6,9,2,8,0,3,20,33,1,19,30,0,22,25,0,17,27,4,12,24]","(18 6 31 7 21 14 10 0 1 11 9 19 5 22 15 24 34 8 1 36 4 23 0 12 16 5 0 26 2 3 27 0 2 30 6 1 25 4 29 3 28 32 20 17 33 2 13 35,2 23 11 14 0 26 32 7 18 13 36 4 5 16 2 1 29 34 28 5 1 21 3 6 15 31 35 10 6 9 2 8 0 3 20 33 1 19 30 0 22 25 0 17 27 4 12 24)"
 48, 7,30,  4,  2,  0,psoCombS, 46,0.04,   5.004,"[18,6,31,7,21,14,10,0,1,11,9,19,5,22,15,24,34,8,1,36 4,23,0,12,16,5,0 26,2,3,27,0,2,30,6,1,25,4,29,3,28,32,20,17,33,2,13,35]","[2,23,11,14,0 26,32,7,18,13,36 4,5,16,2,1,29,34,28,5,1,21,3,6,15,31,35,10,6,9,2,8,0,3,20,33,1,19,30,0,22,25,0,17,27,4,12,24]","(18 6 31 7 21 14 10 0 1 11 9 19 5 22 15 24 34 8 1 36 4 23 0 12 16 5 0 26 2 3 27 0 2 30 6 1 25 4 29 3 28 32 20 17 33 2 13 35,2 23 11 14 0 26 32 7 18 13 36 4 5 16 2 1 29 34 28 5 1 21 3 6 15 31 35 10 6 9 2 8 0 3 20 33 1 19 30 0 22 25 0 17 27 4 12 24)"
 48, 7,22,  5,  8,   , combine, 44,0.09,   0.000,"[6,17,18,5 3,7 0,1,19,3,6,7,1,2 3,25,23,11,29,2,7,3,0,10,12,28,1,16,27,26,14,8,15,5,7,22,21,0 6,0,20,5,24,9,5,3,13,2]","[9,3,7,7,28,2,5,1,24,26,15,14,20,7,5,1,11,21,2,10,16,3,8,6,5 3,0 6,22,0,27,25,19,23,29,0,7 0,12,5,17,6,18,13,2 3,3,1]","(6 17 18 5 3 7 0 1 19 3 6 7 1 2 3 25 23 11 29 2 7 3 0 10 12 28 1 16 27 26 14 8 15 5 7 22 21 0 6 0 20 5 24 9 5 3 13 2,9 3 7 7 28 2 5 1 24 26 15 14 20 7 5 1 11 21 2 10 16 3 8 6 5 3 0 6 22 0 27 25 19 23 29 0 7 0 12 5 17 6 18 13 2 3 3 1)"
 48, 7,22,  5,  8,   ,combineS, 44,0.09,   0.000,"[6,17,18,5 3,7 0,1,19,3,6,7,1,2,3,25,23,11,29,2,7,3,0,10,12,28,1,16,27,26,14,8,15,5,7,22,21,0 6,0,20,5,24,9,5,3,13 2]","[9,3,7,7,28,2,5,1,24,26,15,14,20,7,5,1,11,21,2,10,16,3,8,6,5 3,0 6,22,0,27,25,19,23,29,0,7 0,12,5,17,6,18,13 2,3,3,1]","(6 17 18 5 3 7 0 1 19 3 6 7 1 2 3 25 23 11 29 2 7 3 0 10 12 28 1 16 27 26 14 8 15 5 7 22 21 0 6 0 20 5 24 9 5 3 13 2,9 3 7 7 28 2 5 1 24 26 15 14 20 7 5 1 11 21 2 10 16 3 8 6 5 3 0 6 22 0 27 25 19 23 29 0 7 0 12 5 17 6 18 13 2 3 3 1)"
 48, 7,22,  5,  8,   ,  greedy, 44,0.09,   0.004,"[6,17,18,5 3,7 0,1,19,3,6,7,1,2,3,25,23,11,29,2,7,3,0,10,12,28,1,16,27,26,14,8,15,5,7,22,21,0 6,0,20,5,24,9,5,3,13 2]","[9,3,7,7,28,2,5,1,24,26,15,14,20,7,5,1,11,21,2,10,16,3,8,6,5 3,0 6,22,0,27,25,19,23,29,0,7 0,12,5,17,6,18,13 2,3,3,1]","(6 17 18 5 3 7 0 1 19 3 6 7 1 2 3 25 23 11 29 2 7 3 0 10 12 28 1 16 27 26 14 8 15 5 7 22 21 0 6 0 20 5 24 9 5 3 13 2,9 3 7 7 28 2 5 1 24 26 15 14 20 7 5 1 11 21 2 10 16 3 8 6 5 3 0 6 22 0 27 25 19 23 29 0 7 0 12 5 17 6 18 13 2 3 3 1)"
 48, 7,22,  5,  8,  0,     pso, 44,0.09,   0.480,"[6,17,18,5 3,7 0,1,19,3,6,7,1,2 3,25,23,11,29,2,7,3,0,10,12,28,1,16,27,26,14,8,15,5,7,22,21,0 6,0,20,5,24,9,5,3,13,2]","[9,3,7,7,28,2,5,1,24,26,15,14,20,7,5,1,11,21,2,10,16,3,8,6,5 3,0 6,22,0,27,25,19,23,29,0,7 0,12,5,17,6,18,13,2 3,3,1]","(6 17 18 5 3 7 0 1 19 3 6 7 1 2 3 25 23 11 29 2 7 3 0 10 12 28 1 16 27 26 14 8 15 5 7 22 21 0 6 0 20 5 24 9 5 3 13 2,9 3 7 7 28 2 5 1 24 26 15 14 20 7 5 1 11 21 2 10 16 3 8 6 5 3 0 6 22 0 27 25 19 23 29 0 7 0 12 5 17 6 18 13 2 3 3 1)"
 48, 7,22,  5,  8,  0, psoPure, 44,0.09,   0.472,"[6,17,18,5,3 7,0,1,19,3,6,7,1,2,3,25,23,11,29,2,7,3,0,10,12,28,1,16,27,26,14,8,15,5,7,22,21,0 6,0,20,5,24,9,5 3,13 2]","[9,3 7,7,28,2,5,1,24,26,15,14,20,7,5,1,11,21,2,10,16,3,8,6,5 3,0 6,22,0,27,25,19,23,29,0,7,0,12,5,17,6,18,13 2,3,3,1]","(6 17 18 5 3 7 0 1 19 3 6 7 1 2 3 25 23 11 29 2 7 3 0 10 12 28 1 16 27 26 14 8 15 5 7 22 21 0 6 0 20 5 24 9 5 3 13 2,9 3 7 7 28 2 5 1 24 26 15 14 20 7 5 1 11 21 2 10 16 3 8 6 5 3 0 6 22 0 27 25 19 23 29 0 7 0 12 5 17 6 18 13 2 3 3 1)"
 48, 7,22,  5,  8,  0,psoCombS, 44,0.09,   5.089,"[6,17,18,5 3,7 0,1,19,3,6,7,1,2 3,25,23,11,29,2,7,3,0,10,12,28,1,16,27,26,14,8,15,5,7,22,21,0 6,0,20,5,24,9,5,3,13,2]","[9,3,7,7,28,2,5,1,24,26,15,14,20,7,5,1,11,21,2,10,16,3,8,6,5 3,0 6,22,0,27,25,19,23,29,0,7 0,12,5,17,6,18,13,2 3,3,1]","(6 17 18 5 3 7 0 1 19 3 6 7 1 2 3 25 23 11 29 2 7 3 0 10 12 28 1 16 27 26 14 8 15 5 7 22 21 0 6 0 20 5 24 9 5 3 13 2,9 3 7 7 28 2 5 1 24 26 15 14 20 7 5 1 11 21 2 10 16 3 8 6 5 3 0 6 22 0 27 25 19 23 29 0 7 0 12 5 17 6 18 13 2 3 3 1)"
 45, 5, 7, 11, 53,   , combine, 29,0.36,   0.000,"[2 3,0,8,10,3,1,1 3,4 2,3,11,9,1,5,2 1,4,2,4 4,2 0 0,2,0 2,2 2,4 4 0,1,1 6 4,4 7,2,3 4,2,0 0]","[8,0 0,1,11,4 4 0,2 1,2 0 0,4 7,9,4,3 4,3,4 4,1,0,4 2,2 3,5,1 3,2 2,3,2,10,0 2,1,2,2,2,1 6 4]","(2 3 0 8 10 3 1 1 3 4 2 3 11 9 1 5 2 1 4 2 4 4 2 0 0 2 0 2 2 2 4 4 0 1 1 6 4 4 7 2 3 4 2 0 0,8 0 0 1 11 4 4 0 2 1 2 0 0 4 7 9 4 3 4 3 4 4 1 0 4 2 2 3 5 1 3 2 2 3 2 10 0 2 1 2 2 2 1 6 4)"
 45, 5, 7, 11, 53,   ,combineS, 29,0.36,   0.000,"[2 3,0,8,10,3,1,1 3,4 2,3,11,9,1,5,2 1,4,2,4 4,2 0 0,2,0 2,2 2,4 4 0,1,1 6 4,4 7,2,3 4,2,0 0]","[8,0 0,1,11,4 4 0,2 1,2 0 0,4 7,9,4,3 4,3,4 4,1,0,4 2,2 3,5,1 3,2 2,3,2,10,0 2,1,2,2,2,1 6 4]","(2 3 0 8 10 3 1 1 3 4 2 3 11 9 1 5 2 1 4 2 4 4 2 0 0 2 0 2 2 2 4 4 0 1 1 6 4 4 7 2 3 4 2 0 0,8 0 0 1 11 4 4 0 2 1 2 0 0 4 7 9 4 3 4 3 4 4 1 0 4 2 2 3 5 1 3 2 2 3 2 10 0 2 1 2 2 2 1 6 4)"
 45, 5, 7, 11, 53,   ,  greedy, 28,0.39,   0.002,"[2 3,0,8,10,3,1,1 3,4,2 3,11,9,1,5,2 1,4 2,4 4,2,0 0,2,0,2 2 2,4 4 0,1,1 6 4,4 7,2,3 4,2 0 0]","[8,0 0,1,11,4 4 0,2 1,2 0 0,4 7,9,4,3 4,3,4 4,1,0,4 2,2 3,5,1 3,2,2 3,2,10,0,2,1,2 2 2,1 6 4]","(2 3 0 8 10 3 1 1 3 4 2 3 11 9 1 5 2 1 4 2 4 4 2 0 0 2 0 2 2 2 4 4 0 1 1 6 4 4 7 2 3 4 2 0 0,8 0 0 1 11 4 4 0 2 1 2 0 0 4 7 9 4 3 4 3 4 4 1 0 4 2 2 3 5 1 3 2 2 3 2 10 0 2 1 2 2 2 1 6 4)"
 45, 5, 7, 11, 53,  0,     pso, 28,0.39,   4.887,"[2 3,0,8,10,3,1,1 3,4,2 3,11,9,1,5,2 1,4 2,4 4,2,0 0,2,0,2 2 2,4 4 0,1,1 6 4,4 7,2,3 4,2 0 0]","[8,0 0,1,11,4 4 0,2 1,2 0 0,4 7,9,4,3 4,3,4 4,1,0,4 2,2 3,5,1 3,2,2 3,2,10,0,2,1,2 2 2,1 6 4]","(2 3 0 8 10 3 1 1 3 4 2 3 11 9 1 5 2 1 4 2 4 4 2 0 0 2 0 2 2 2 4 4 0 1 1 6 4 4 7 2 3 4 2 0 0,8 0 0 1 11 4 4 0 2 1 2 0 0 4 7 9 4 3 4 3 4 4 1 0 4 2 2 3 5 1 3 2 2 3 2 10 0 2 1 2 2 2 1 6 4)"
 45, 5, 7, 11, 53,  4, psoPure, 28,0.39,   4.755,"[2 3,0,8,10,3,1,1 3,4,2 3,11,9,1,5,2 1,4 2,4 4,2,0,0 2,0,2 2 2,4 4,0 1,1 6 4,4 7,2,3 4,2 0 0]","[8,0,0 1,11,4 4,0 2,1,2 0 0,4 7,9,4,3 4,3,4 4,1,0,4 2,2 3,5,1 3,2,2 3,2,10,0,2 1,2 2 2,1 6 4]","(2 3 0 8 10 3 1 1 3 4 2 3 11 9 1 5 2 1 4 2 4 4 2 0 0 2 0 2 2 2 4 4 0 1 1 6 4 4 7 2 3 4 2 0 0,8 0 0 1 11 4 4 0 2 1 2 0 0 4 7 9 4 3 4 3 4 4 1 0 4 2 2 3 5 1 3 2 2 3 2 10 0 2 1 2 2 2 1 6 4)"
 45, 5, 7, 11, 53,  0,psoCombS, 28,0.39,   8.119,"[2 3,0,8,10,3,1,1 3,4,2 3,11,9,1,5,2 1,4 2,4 4,2,0 0,2,0,2 2 2,4 4 0,1,1 6 4,4 7,2,3 4,2 0 0]","[8,0 0,1,11,4 4 0,2 1,2 0 0,4 7,9,4,3 4,3,4 4,1,0,4 2,2 3,5,1 3,2,2 3,2,10,0,2,1,2 2 2,1 6 4]","(2 3 0 8 10 3 1 1 3 4 2 3 11 9 1 5 2 1 4 2 4 4 2 0 0 2 0 2 2 2 4 4 0 1 1 6 4 4 7 2 3 4 2 0 0,8 0 0 1 11 4 4 0 2 1 2 0 0 4 7 9 4 3 4 3 4 4 1 0 4 2 2 3 5 1 3 2 2 3 2 10 0 2 1 2 2 2 1 6 4)"
 28, 5,12,  6, 10,   , combine, 24,0.15,   0.000,"[6,0 17,1,0,4,13,4,15,7 0,11,5 4 0,0,4,16,2,2,10,1,0,12,8,9,5,14]","[1,9,13,16,6,4,2,0,2,4,0,0,10,14,4,5,12,1,0 17,11,15,8,7 0,5 4 0]","(6 0 17 1 0 4 13 4 15 7 0 11 5 4 0 0 4 16 2 2 10 1 0 12 8 9 5 14,1 9 13 16 6 4 2 0 2 4 0 0 10 14 4 5 12 1 0 17 11 15 8 7 0 5 4 0)"
 28, 5,12,  6, 10,   ,combineS, 24,0.15,   0.000,"[6,0 17,1,0,4,13,4,15,7 0,11,5 4 0,0,4,16,2,2,10,1,0,12,8,9,5,14]","[1,9,13,16,6,4,2,0,2,4,0,0,10,14,4,5,12,1,0 17,11,15,8,7 0,5 4 0]","(6 0 17 1 0 4 13 4 15 7 0 11 5 4 0 0 4 16 2 2 10 1 0 12 8 9 5 14,1 9 13 16 6 4 2 0 2 4 0 0 10 14 4 5 12 1 0 17 11 15 8 7 0 5 4 0)"
 28, 5,12,  6, 10,   ,  greedy, 24,0.15,   0.001,"[6,0,17,1 0,4,13,4,15,7 0,11,5 4 0,0,4,16,2,2,10,1,0,12,8,9,5,14]","[1,9,13,16,6,4,2,0,2,4,0,0,10,14,4,5,12,1 0,17,11,15,8,7 0,5 4 0]","(6 0 17 1 0 4 13 4 15 7 0 11 5 4 0 0 4 16 2 2 10 1 0 12 8 9 5 14,1 9 13 16 6 4 2 0 2 4 0 0 10 14 4 5 12 1 0 17 11 15 8 7 0 5 4 0)"
 28, 5,12,  6, 10,  0,     pso, 24,0.15,   0.468,"[6,0 17,1,0,4,13,4,15,7 0,11,5 4 0,0,4,16,2,2,10,1,0,12,8,9,5,14]","[1,9,13,16,6,4,2,0,2,4,0,0,10,14,4,5,12,1,0 17,11,15,8,7 0,5 4 0]","(6 0 17 1 0 4 13 4 15 7 0 11 5 4 0 0 4 16 2 2 10 1 0 12 8 9 5 14,1 9 13 16 6 4 2 0 2 4 0 0 10 14 4 5 12 1 0 17 11 15 8 7 0 5 4 0)"
 28, 5,12,  6, 10,  0, psoPure, 24,0.15,   0.472,"[6,0,17,1,0,4,13,4,15,7 0,11,5 4,0 0,4,16,2,2,10,1 0,12,8,9,5,14]","[1,9,13,16,6,4,2,0,2,4,0 0,10,14,4,5,12,1 0,17,11,15,8,7 0,5 4,0]","(6 0 17 1 0 4 13 4 15 7 0 11 5 4 0 0 4 16 2 2 10 1 0 12 8 9 5 14,1 9 13 16 6 4 2 0 2 4 0 0 10 14 4 5 12 1 0 17 11 15 8 7 0 5 4 0)"
 28, 5,12,  6, 10,  0,psoCombS, 24,0.15,   2.225,"[6,0 17,1,0,4,13,4,15,7 0,11,5 4 0,0,4,16,2,2,10,1,0,12,8,9,5,14]","[1,9,13,16,6,4,2,0,2,4,0,0,10,14,4,5,12,1,0 17,11,15,8,7 0,5 4 0]","(6 0 17 1 0 4 13 4 15 7 0 11 5 4 0 0 4 16 2 2 10 1 0 12 8 9 5 14,1 9 13 16 6 4 2 0 2 4 0 0 10 14 4 5 12 1 0 17 11 15 8 7 0 5 4 0)"
