size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 62, 6,28,  9, 15,   ,  greedy, 56,0.10,   0.019,"[4,4 31,14,0,6,22,23,2,4,3,21,5 5,5,2,5,5,17,19,11,13,4 2,16,1 2,3,29,28,7,0,4,20,18,1,4,30,12,5,2 1,26,33,24,32,5,2 5,2,8,3,25,1,10,15,9,0,2,1,27,2]","[5,1,5,9,25,29,11,17,0,0,15,2 1,5 5,1,14,2,12,3,4,18,26,22,4,4,2,32,4,33,21,8,2,2 5,4 2,5,28,1,4 31,2,10,3,6,5,7,20,1 2,2,24,27,30,23,0,3,19,16,13,5]","(4 4 31 14 0 6 22 23 2 4 3 21 5 5 5 2 5 5 17 19 11 13 4 2 16 1 2 3 29 28 7 0 4 20 18 1 4 30 12 5 2 1 26 33 24 32 5 2 5 2 8 3 25 1 10 15 9 0 2 1 27 2,5 1 5 9 25 29 11 17 0 0 15 2 1 5 5 1 14 2 12 3 4 18 26 22 4 4 2 32 4 33 21 8 2 2 5 4 2 5 28 1 4 31 2 10 3 6 5 7 20 1 2 2 24 27 30 23 0 3 19 16 13 5)"
 62, 6,28,  9, 15,  0,     pso, 55,0.11,   3.003,"[4 4,31,14,0,6,22,23,2,4,3,21,5 5,5,2 5,5,17,19,11,13,4 2,16,1 2,3,29,28,7,0,4,20,18,1 4,30,12,5,2 1,26,33,24,32,5,2,5,2,8,3,25,1,10,15,9,0,2,1,27,2]","[5,1,5,9,25,29,11,17,0,0,15,2 1,5 5,1,14,2,12,3,4,18,26,22,4 4,2,32,4,33,21,8,2,2 5,4 2,5,28,1 4,31,2,10,3,6,5,7,20,1 2,2,24,27,30,23,0,3,19,16,13,5]","(4 4 31 14 0 6 22 23 2 4 3 21 5 5 5 2 5 5 17 19 11 13 4 2 16 1 2 3 29 28 7 0 4 20 18 1 4 30 12 5 2 1 26 33 24 32 5 2 5 2 8 3 25 1 10 15 9 0 2 1 27 2,5 1 5 9 25 29 11 17 0 0 15 2 1 5 5 1 14 2 12 3 4 18 26 22 4 4 2 32 4 33 21 8 2 2 5 4 2 5 28 1 4 31 2 10 3 6 5 7 20 1 2 2 24 27 30 23 0 3 19 16 13 5)"
 62, 6,28,  9, 15,  0, psoPure, 55,0.11,   3.076,"[4,4 31,14,0,6,22,23,2,4,3,21,5 5,5,2 5,5,17,19,11,13,4 2,16,1 2,3,29,28,7,0,4,20,18,1,4,30,12,5,2 1,26,33,24,32,5,2 5,2,8,3,25,1,10,15,9,0,2,1,27,2]","[5,1,5,9,25,29,11,17,0,0,15,2 1,5 5,1,14,2,12,3,4,18,26,22,4,4 2,32,4,33,21,8,2,2 5,4,2 5,28,1,4 31,2,10,3,6,5,7,20,1 2,2,24,27,30,23,0,3,19,16,13,5]","(4 4 31 14 0 6 22 23 2 4 3 21 5 5 5 2 5 5 17 19 11 13 4 2 16 1 2 3 29 28 7 0 4 20 18 1 4 30 12 5 2 1 26 33 24 32 5 2 5 2 8 3 25 1 10 15 9 0 2 1 27 2,5 1 5 9 25 29 11 17 0 0 15 2 1 5 5 1 14 2 12 3 4 18 26 22 4 4 2 32 4 33 21 8 2 2 5 4 2 5 28 1 4 31 2 10 3 6 5 7 20 1 2 2 24 27 30 23 0 3 19 16 13 5)"
 62, 6,28,  9, 15,  0,psoCombS, 55,0.11,  21.139,"[4 4,31,14,0,6,22,23,2,4,3,21,5 5,5,2 5,5,17,19,11,13,4 2,16,1 2,3,29,28,7,0,4,20,18,1 4,30,12,5,2 1,26,33,24,32,5,2,5,2,8,3,25,1,10,15,9,0,2,1,27,2]","[5,1,5,9,25,29,11,17,0,0,15,2 1,5 5,1,14,2,12,3,4,18,26,22,4 4,2,32,4,33,21,8,2,2 5,4 2,5,28,1 4,31,2,10,3,6,5,7,20,1 2,2,24,27,30,23,0,3,19,16,13,5]","(4 4 31 14 0 6 22 23 2 4 3 21 5 5 5 2 5 5 17 19 11 13 4 2 16 1 2 3 29 28 7 0 4 20 18 1 4 30 12 5 2 1 26 33 24 32 5 2 5 2 8 3 25 1 10 15 9 0 2 1 27 2,5 1 5 9 25 29 11 17 0 0 15 2 1 5 5 1 14 2 12 3 4 18 26 22 4 4 2 32 4 33 21 8 2 2 5 4 2 5 28 1 4 31 2 10 3 6 5 7 20 1 2 2 24 27 30 23 0 3 19 16 13 5)"
 68, 7,27,  8, 21,   , combine, 58,0.15,   0.001,"[18,31,19,32,5,15,6,23,2 10,24,7,29,30,3,20,6,9,4,0 3,11,2,0 5,12,3 3,6,13,6,0,27,22,1,4,0 3,8,5 6,2,6,0,4,21,28,3,5,16,1 5 4 3,5,33,1,25,0,4,2,17,14,2,26,1 3,1]","[21,25,0 3,31,0,30,6,3 3,2,2,3,15,1,14,5,0 5,6,33,5,1,16,6,28,1 5 4 3,7,18,4,23,20,17,0 3,6,2,19,6,4,1,11,12,0,5 6,24,26,4,32,2,13,8,0,9,2 10,4,3,27,5,29,1 3,22]","(18 31 19 32 5 15 6 23 2 10 24 7 29 30 3 20 6 9 4 0 3 11 2 0 5 12 3 3 6 13 6 0 27 22 1 4 0 3 8 5 6 2 6 0 4 21 28 3 5 16 1 5 4 3 5 33 1 25 0 4 2 17 14 2 26 1 3 1,21 25 0 3 31 0 30 6 3 3 2 2 3 15 1 14 5 0 5 6 33 5 1 16 6 28 1 5 4 3 7 18 4 23 20 17 0 3 6 2 19 6 4 1 11 12 0 5 6 24 26 4 32 2 13 8 0 9 2 10 4 3 27 5 29 1 3 22)"
 68, 7,27,  8, 21,   ,combineS, 58,0.15,   0.003,"[18,31,19,32,5,15,6,23,2 10,24,7,29,30,3,20,6,9,4,0 3,11,2,0 5,12,3 3,6,13,6,0,27,22,1,4,0,3,8,5 6,2,6,0,4,21,28,3,5,16,1 5 4 3,5,33,1,25 0,4,2,17,14,2,26,1 3,1]","[21,25 0,3,31,0,30,6,3 3,2,2,3,15,1,14,5,0 5,6,33,5,1,16,6,28,1 5 4 3,7,18,4,23,20,17,0 3,6,2,19,6,4,1,11,12,0,5 6,24,26,4,32,2,13,8,0,9,2 10,4,3,27,5,29,1 3,22]","(18 31 19 32 5 15 6 23 2 10 24 7 29 30 3 20 6 9 4 0 3 11 2 0 5 12 3 3 6 13 6 0 27 22 1 4 0 3 8 5 6 2 6 0 4 21 28 3 5 16 1 5 4 3 5 33 1 25 0 4 2 17 14 2 26 1 3 1,21 25 0 3 31 0 30 6 3 3 2 2 3 15 1 14 5 0 5 6 33 5 1 16 6 28 1 5 4 3 7 18 4 23 20 17 0 3 6 2 19 6 4 1 11 12 0 5 6 24 26 4 32 2 13 8 0 9 2 10 4 3 27 5 29 1 3 22)"
 68, 7,27,  8, 21,   ,  greedy, 58,0.15,   0.034,"[18,31,19,32,5,15,6,23,2 10,24,7,29,30,3,20,6,9,4,0,3,11,2,0 5,12,3 3,6,13,6,0,27,22,1,4,0 3,8,5 6,2,6,0,4,21,28,3,5,16,1 5 4 3,5,33,1,25 0,4,2,17,14,2,26,1 3,1]","[21,25 0,3,31,0,30,6,3 3,2,2,3,15,1,14,5,0,5 6,33,5,1,16,6,28,1 5 4 3,7,18,4,23,20,17,0 3,6,2,19,6,4,1,11,12,0 5,6,24,26,4,32,2,13,8,0,9,2 10,4,3,27,5,29,1 3,22]","(18 31 19 32 5 15 6 23 2 10 24 7 29 30 3 20 6 9 4 0 3 11 2 0 5 12 3 3 6 13 6 0 27 22 1 4 0 3 8 5 6 2 6 0 4 21 28 3 5 16 1 5 4 3 5 33 1 25 0 4 2 17 14 2 26 1 3 1,21 25 0 3 31 0 30 6 3 3 2 2 3 15 1 14 5 0 5 6 33 5 1 16 6 28 1 5 4 3 7 18 4 23 20 17 0 3 6 2 19 6 4 1 11 12 0 5 6 24 26 4 32 2 13 8 0 9 2 10 4 3 27 5 29 1 3 22)"
 68, 7,27,  8, 21,  0,     pso, 58,0.15,   4.475,"[18,31,19,32,5,15,6,23,2 10,24,7,29,30,3,20,6,9,4,0 3,11,2,0 5,12,3 3,6,13,6,0,27,22,1,4,0 3,8,5 6,2,6,0,4,21,28,3,5,16,1 5 4 3,5,33,1,25,0,4,2,17,14,2,26,1 3,1]","[21,25,0 3,31,0,30,6,3 3,2,2,3,15,1,14,5,0 5,6,33,5,1,16,6,28,1 5 4 3,7,18,4,23,20,17,0 3,6,2,19,6,4,1,11,12,0,5 6,24,26,4,32,2,13,8,0,9,2 10,4,3,27,5,29,1 3,22]","(18 31 19 32 5 15 6 23 2 10 24 7 29 30 3 20 6 9 4 0 3 11 2 0 5 12 3 3 6 13 6 0 27 22 1 4 0 3 8 5 6 2 6 0 4 21 28 3 5 16 1 5 4 3 5 33 1 25 0 4 2 17 14 2 26 1 3 1,21 25 0 3 31 0 30 6 3 3 2 2 3 15 1 14 5 0 5 6 33 5 1 16 6 28 1 5 4 3 7 18 4 23 20 17 0 3 6 2 19 6 4 1 11 12 0 5 6 24 26 4 32 2 13 8 0 9 2 10 4 3 27 5 29 1 3 22)"
 68, 7,27,  8, 21,  0, psoPure, 58,0.15,   4.225,"[18,31,19,32,5,15,6,23,2 10,24,7,29,30,3,20,6,9,4,0 3,11,2,0 5,12,3 3,6,13,6,0,27,22,1,4,0 3,8,5 6,2,6,0,4,21,28,3,5,16,1 5 4 3,5,33,1,25,0,4,2,17,14,2,26,1 3,1]","[21,25,0 3,31,0,30,6,3 3,2,2,3,15,1,14,5,0 5,6,33,5,1,16,6,28,1 5 4 3,7,18,4,23,20,17,0 3,6,2,19,6,4,1,11,12,0,5 6,24,26,4,32,2,13,8,0,9,2 10,4,3,27,5,29,1 3,22]","(18 31 19 32 5 15 6 23 2 10 24 7 29 30 3 20 6 9 4 0 3 11 2 0 5 12 3 3 6 13 6 0 27 22 1 4 0 3 8 5 6 2 6 0 4 21 28 3 5 16 1 5 4 3 5 33 1 25 0 4 2 17 14 2 26 1 3 1,21 25 0 3 31 0 30 6 3 3 2 2 3 15 1 14 5 0 5 6 33 5 1 16 6 28 1 5 4 3 7 18 4 23 20 17 0 3 6 2 19 6 4 1 11 12 0 5 6 24 26 4 32 2 13 8 0 9 2 10 4 3 27 5 29 1 3 22)"
 68, 7,27,  8, 21,  0,psoCombS, 58,0.15,  28.544,"[18,31,19,32,5,15,6,23,2 10,24,7,29,30,3,20,6,9,4,0 3,11,2,0 5,12,3 3,6,13,6,0,27,22,1,4,0 3,8,5 6,2,6,0,4,21,28,3,5,16,1 5 4 3,5,33,1,25,0,4,2,17,14,2,26,1 3,1]","[21,25,0 3,31,0,30,6,3 3,2,2,3,15,1,14,5,0 5,6,33,5,1,16,6,28,1 5 4 3,7,18,4,23,20,17,0 3,6,2,19,6,4,1,11,12,0,5 6,24,26,4,32,2,13,8,0,9,2 10,4,3,27,5,29,1 3,22]","(18 31 19 32 5 15 6 23 2 10 24 7 29 30 3 20 6 9 4 0 3 11 2 0 5 12 3 3 6 13 6 0 27 22 1 4 0 3 8 5 6 2 6 0 4 21 28 3 5 16 1 5 4 3 5 33 1 25 0 4 2 17 14 2 26 1 3 1,21 25 0 3 31 0 30 6 3 3 2 2 3 15 1 14 5 0 5 6 33 5 1 16 6 28 1 5 4 3 7 18 4 23 20 17 0 3 6 2 19 6 4 1 11 12 0 5 6 24 26 4 32 2 13 8 0 9 2 10 4 3 27 5 29 1 3 22)"
 73, 5,19, 15, 82,   , combine, 52,0.29,   0.001,"[4,8,4 2,13,0 0,1,18,3 1,17,16,4 22,7,4,11,1 3,4,14,3 1,4 4 3,10,4,20,23,4,15,4 1 4,19,1 0 2,3,9,0,6,0 1,0,5,4 1 1,4 4,2,3 1,0 12 3,0 3,1,0,3,3,21,0,3 4,2,2,1,1]","[3 1,2,10,0 0,4 1 1,2,15,4 4 3,3 4,4 1 4,17,4 22,11,4,3,0 12 3,0 1,4,3 1,1,9,8,3,6,5,19,4,1 3,20,1,4 2,4,23,18,16,1,1 0 2,1,7,13,3,0,0,4 4,4,0,14,2,0,21,0 3,3 1]","(4 8 4 2 13 0 0 1 18 3 1 17 16 4 22 7 4 11 1 3 4 14 3 1 4 4 3 10 4 20 23 4 15 4 1 4 19 1 0 2 3 9 0 6 0 1 0 5 4 1 1 4 4 2 3 1 0 12 3 0 3 1 0 3 3 21 0 3 4 2 2 1 1,3 1 2 10 0 0 4 1 1 2 15 4 4 3 3 4 4 1 4 17 4 22 11 4 3 0 12 3 0 1 4 3 1 1 9 8 3 6 5 19 4 1 3 20 1 4 2 4 23 18 16 1 1 0 2 1 7 13 3 0 0 4 4 4 0 14 2 0 21 0 3 3 1)"
 73, 5,19, 15, 82,   ,combineS, 52,0.29,   0.002,"[4,8,4 2,13,0 0,1,18,3 1,17,16,4 22,7,4,11,1 3,4,14,3 1,4 4,3,10,4,20,23,4,15 4,1 4,19,1 0 2,3,9,0,6,0,1,0,5,4 1 1,4 4,2,3 1,0 12 3 0,3,1,0,3 3,21 0 3,4,2,2,1,1]","[3 1,2,10,0 0,4 1 1,2,15 4,4,3 3,4 4,1 4,17,4 22,11,4,3,0 12 3 0,1,4,3 1,1,9,8,3,6,5,19,4,1 3,20,1,4 2,4,23,18,16,1,1 0 2,1,7,13,3,0,0,4 4,4,0,14,2,0,21 0 3,3 1]","(4 8 4 2 13 0 0 1 18 3 1 17 16 4 22 7 4 11 1 3 4 14 3 1 4 4 3 10 4 20 23 4 15 4 1 4 19 1 0 2 3 9 0 6 0 1 0 5 4 1 1 4 4 2 3 1 0 12 3 0 3 1 0 3 3 21 0 3 4 2 2 1 1,3 1 2 10 0 0 4 1 1 2 15 4 4 3 3 4 4 1 4 17 4 22 11 4 3 0 12 3 0 1 4 3 1 1 9 8 3 6 5 19 4 1 3 20 1 4 2 4 23 18 16 1 1 0 2 1 7 13 3 0 0 4 4 4 0 14 2 0 21 0 3 3 1)"
 73, 5,19, 15, 82,   ,  greedy, 52,0.29,   0.028,"[4,8,4 2,13,0 0,1,18,3,1,17,16,4 22,7,4,11,1,3 4,14,3 1,4 4 3,10,4,20,23,4,15,4 1 4,19,1 0 2,3,9,0,6,0,1,0,5,4 1 1,4 4,2,3 1,0 12 3 0,3 1,0,3,3,21 0 3,4,2,2,1,1]","[3 1,2,10,0 0,4 1 1,2,15,4 4 3,3 4,4 1 4,17,4 22,11,4,3,0 12 3 0,1,4,3 1,1,9,8,3,6,5,19,4,1,3,20,1,4 2,4,23,18,16,1,1 0 2,1,7,13,3,0,0,4 4,4,0,14,2,0,21 0 3,3 1]","(4 8 4 2 13 0 0 1 18 3 1 17 16 4 22 7 4 11 1 3 4 14 3 1 4 4 3 10 4 20 23 4 15 4 1 4 19 1 0 2 3 9 0 6 0 1 0 5 4 1 1 4 4 2 3 1 0 12 3 0 3 1 0 3 3 21 0 3 4 2 2 1 1,3 1 2 10 0 0 4 1 1 2 15 4 4 3 3 4 4 1 4 17 4 22 11 4 3 0 12 3 0 1 4 3 1 1 9 8 3 6 5 19 4 1 3 20 1 4 2 4 23 18 16 1 1 0 2 1 7 13 3 0 0 4 4 4 0 14 2 0 21 0 3 3 1)"
 73, 5,19, 15, 82,  4,     pso, 51,0.31,  24.809,"[4,8,4 2,13,0 0,1,18,3 1,17,16,4 22,7,4,11,1 3,4,14,3,1 4,4 3,10,4,20,23,4,15,4 1 4,19,1 0 2,3,9,0,6,0,1,0,5,4 1 1,4 4,2,3,1,0 12 3 0,3 1,0,3 3,21 0 3,4,2,2,1 1]","[3 1,2,10,0 0,4 1 1,2,15,4,4,3 3,4,4 1 4,17,4 22,11,4 3,0 12 3 0,1 4,3,1 1,9,8,3,6,5,19,4,1 3,20,1,4 2,4,23,18,16,1,1 0 2,1,7,13,3,0,0,4 4,4,0,14,2,0,21 0 3,3 1]","(4 8 4 2 13 0 0 1 18 3 1 17 16 4 22 7 4 11 1 3 4 14 3 1 4 4 3 10 4 20 23 4 15 4 1 4 19 1 0 2 3 9 0 6 0 1 0 5 4 1 1 4 4 2 3 1 0 12 3 0 3 1 0 3 3 21 0 3 4 2 2 1 1,3 1 2 10 0 0 4 1 1 2 15 4 4 3 3 4 4 1 4 17 4 22 11 4 3 0 12 3 0 1 4 3 1 1 9 8 3 6 5 19 4 1 3 20 1 4 2 4 23 18 16 1 1 0 2 1 7 13 3 0 0 4 4 4 0 14 2 0 21 0 3 3 1)"
 73, 5,19, 15, 82, 32, psoPure, 51,0.31,  24.647,"[4,8,4 2,13,0 0,1,18,3 1,17,16,4 22,7,4,11,1 3,4,14,3,1 4,4 3,10,4,20,23,4,15 4,1 4,19,1 0,2,3,9,0,6,0,1,0,5,4 1 1,4 4,2,3 1,0 12 3 0,3 1,0,3 3,21 0 3,4,2,2 1,1]","[3 1,2,10,0,0,4 1 1,2,15 4,4,3 3,4,4,1 4,17,4 22,11,4 3,0 12 3 0,1 4,3 1,1,9,8,3,6,5,19,4,1 3,20,1,4 2,4,23,18,16,1,1 0,2 1,7,13,3,0 0,4 4,4,0,14,2,0,21 0 3,3 1]","(4 8 4 2 13 0 0 1 18 3 1 17 16 4 22 7 4 11 1 3 4 14 3 1 4 4 3 10 4 20 23 4 15 4 1 4 19 1 0 2 3 9 0 6 0 1 0 5 4 1 1 4 4 2 3 1 0 12 3 0 3 1 0 3 3 21 0 3 4 2 2 1 1,3 1 2 10 0 0 4 1 1 2 15 4 4 3 3 4 4 1 4 17 4 22 11 4 3 0 12 3 0 1 4 3 1 1 9 8 3 6 5 19 4 1 3 20 1 4 2 4 23 18 16 1 1 0 2 1 7 13 3 0 0 4 4 4 0 14 2 0 21 0 3 3 1)"
 73, 5,19, 15, 82,  1,psoCombS, 51,0.31,  49.198,"[4,8,4 2,13,0 0,1,18,3 1,17,16,4 22,7,4,11,1 3,4,14,3,1 4,4 3,10,4,20,23,4,15,4 1 4,19,1 0 2,3,9,0,6,0,1,0,5,4 1 1,4 4,2,3 1,0 12 3 0,3 1,0,3 3,21 0 3,4,2,2,1,1]","[3 1,2,10,0 0,4 1 1,2,15,4,4,3 3,4,4 1 4,17,4 22,11,4 3,0 12 3 0,1 4,3 1,1,9,8,3,6,5,19,4,1 3,20,1,4 2,4,23,18,16,1,1 0 2,1,7,13,3,0,0,4,4 4,0,14,2,0,21 0 3,3 1]","(4 8 4 2 13 0 0 1 18 3 1 17 16 4 22 7 4 11 1 3 4 14 3 1 4 4 3 10 4 20 23 4 15 4 1 4 19 1 0 2 3 9 0 6 0 1 0 5 4 1 1 4 4 2 3 1 0 12 3 0 3 1 0 3 3 21 0 3 4 2 2 1 1,3 1 2 10 0 0 4 1 1 2 15 4 4 3 3 4 4 1 4 17 4 22 11 4 3 0 12 3 0 1 4 3 1 1 9 8 3 6 5 19 4 1 3 20 1 4 2 4 23 18 16 1 1 0 2 1 7 13 3 0 0 4 4 4 0 14 2 0 21 0 3 3 1)"
 30, 9, 7,  5,  5,   , combine, 27,0.10,   0.000,"[2,1,15,9,7,6,4 12,2,1,0,4 0,3,14,3,5,3,5,6,3 8,11,7,3,8,7,13,10,4]","[6,5,0,3 8,4 0,8,3,6,7,1,14,7,7,5,13,3,4 12,9,3,1,10,3,11,15,2,2,4]","(2 1 15 9 7 6 4 12 2 1 0 4 0 3 14 3 5 3 5 6 3 8 11 7 3 8 7 13 10 4,6 5 0 3 8 4 0 8 3 6 7 1 14 7 7 5 13 3 4 12 9 3 1 10 3 11 15 2 2 4)"
 30, 9, 7,  5,  5,   ,combineS, 27,0.10,   0.000,"[2,1,15,9,7,6,4 12,2,1,0,4 0,3,14,3,5,3,5,6,3 8,11,7,3,8,7,13,10,4]","[6,5,0,3 8,4 0,8,3,6,7,1,14,7,7,5,13,3,4 12,9,3,1,10,3,11,15,2,2,4]","(2 1 15 9 7 6 4 12 2 1 0 4 0 3 14 3 5 3 5 6 3 8 11 7 3 8 7 13 10 4,6 5 0 3 8 4 0 8 3 6 7 1 14 7 7 5 13 3 4 12 9 3 1 10 3 11 15 2 2 4)"
 30, 9, 7,  5,  5,   ,  greedy, 27,0.10,   0.003,"[2,1,15,9,7,6,4 12,2,1,0,4 0,3,14,3,5,3,5,6,3 8,11,7,3,8,7,13,10,4]","[6,5,0,3 8,4 0,8,3,6,7,1,14,7,7,5,13,3,4 12,9,3,1,10,3,11,15,2,2,4]","(2 1 15 9 7 6 4 12 2 1 0 4 0 3 14 3 5 3 5 6 3 8 11 7 3 8 7 13 10 4,6 5 0 3 8 4 0 8 3 6 7 1 14 7 7 5 13 3 4 12 9 3 1 10 3 11 15 2 2 4)"
 30, 9, 7,  5,  5,  0,     pso, 27,0.10,   0.666,"[2,1,15,9,7,6,4 12,2,1,0,4 0,3,14,3,5,3,5,6,3 8,11,7,3,8,7,13,10,4]","[6,5,0,3 8,4 0,8,3,6,7,1,14,7,7,5,13,3,4 12,9,3,1,10,3,11,15,2,2,4]","(2 1 15 9 7 6 4 12 2 1 0 4 0 3 14 3 5 3 5 6 3 8 11 7 3 8 7 13 10 4,6 5 0 3 8 4 0 8 3 6 7 1 14 7 7 5 13 3 4 12 9 3 1 10 3 11 15 2 2 4)"
 30, 9, 7,  5,  5,  0, psoPure, 27,0.10,   0.633,"[2,1,15,9,7,6,4 12,2,1,0,4 0,3,14,3,5,3,5,6,3,8,11,7,3 8,7,13,10,4]","[6,5,0,3 8,4 0,8,3,6,7,1,14,7,7,5,13,3,4 12,9,3,1,10,3,11,15,2,2,4]","(2 1 15 9 7 6 4 12 2 1 0 4 0 3 14 3 5 3 5 6 3 8 11 7 3 8 7 13 10 4,6 5 0 3 8 4 0 8 3 6 7 1 14 7 7 5 13 3 4 12 9 3 1 10 3 11 15 2 2 4)"
 30, 9, 7,  5,  5,  0,psoCombS, 27,0.10,   5.593,"[2,1,15,9,7,6,4 12,2,1,0,4 0,3,14,3,5,3,5,6,3 8,11,7,3,8,7,13,10,4]","[6,5,0,3 8,4 0,8,3,6,7,1,14,7,7,5,13,3,4 12,9,3,1,10,3,11,15,2,2,4]","(2 1 15 9 7 6 4 12 2 1 0 4 0 3 14 3 5 3 5 6 3 8 11 7 3 8 7 13 10 4,6 5 0 3 8 4 0 8 3 6 7 1 14 7 7 5 13 3 4 12 9 3 1 10 3 11 15 2 2 4)"
 41, 6,16,  6,  9,   , combine, 34,0.18,   0.001,"[3,10,2,1 20,3 1,4,22,18,15,2,3,11 6,8,12,5,4,6,14,13,1 5,1,6,6,6 5,16,4,9 5,21,6,7 4,17,19,5,3]","[3 1,16,12,17,18,3,1 5,9 5,6 5,7 4,8,3,19,6,3,6,2,15,4,1 20,6,22,1,21,4,5,11 6,4,14,2,13,6,5,10]","(3 10 2 1 20 3 1 4 22 18 15 2 3 11 6 8 12 5 4 6 14 13 1 5 1 6 6 6 5 16 4 9 5 21 6 7 4 17 19 5 3,3 1 16 12 17 18 3 1 5 9 5 6 5 7 4 8 3 19 6 3 6 2 15 4 1 20 6 22 1 21 4 5 11 6 4 14 2 13 6 5 10)"
 41, 6,16,  6,  9,   ,combineS, 34,0.18,   0.001,"[3,10,2,1 20,3 1,4,22,18,15,2,3,11 6,8,12,5,4,6,14,13,1 5,1,6,6,6 5,16,4,9 5,21,6,7 4,17,19,5,3]","[3 1,16,12,17,18,3,1 5,9 5,6 5,7 4,8,3,19,6,3,6,2,15,4,1 20,6,22,1,21,4,5,11 6,4,14,2,13,6,5,10]","(3 10 2 1 20 3 1 4 22 18 15 2 3 11 6 8 12 5 4 6 14 13 1 5 1 6 6 6 5 16 4 9 5 21 6 7 4 17 19 5 3,3 1 16 12 17 18 3 1 5 9 5 6 5 7 4 8 3 19 6 3 6 2 15 4 1 20 6 22 1 21 4 5 11 6 4 14 2 13 6 5 10)"
 41, 6,16,  6,  9,   ,  greedy, 34,0.18,   0.007,"[3,10,2,1 20,3 1,4,22,18,15,2,3,11 6,8,12,5,4,6,14,13,1 5,1,6,6,6 5,16,4,9 5,21,6,7 4,17,19,5,3]","[3 1,16,12,17,18,3,1 5,9 5,6,5,7 4,8,3,19,6,3,6,2,15,4,1 20,6,22,1,21,4,5,11 6,4,14,2,13,6 5,10]","(3 10 2 1 20 3 1 4 22 18 15 2 3 11 6 8 12 5 4 6 14 13 1 5 1 6 6 6 5 16 4 9 5 21 6 7 4 17 19 5 3,3 1 16 12 17 18 3 1 5 9 5 6 5 7 4 8 3 19 6 3 6 2 15 4 1 20 6 22 1 21 4 5 11 6 4 14 2 13 6 5 10)"
 41, 6,16,  6,  9,  0,     pso, 34,0.18,   1.684,"[3,10,2,1 20,3 1,4,22,18,15,2,3,11 6,8,12,5,4,6,14,13,1 5,1,6,6,6 5,16,4,9 5,21,6,7 4,17,19,5,3]","[3 1,16,12,17,18,3,1 5,9 5,6 5,7 4,8,3,19,6,3,6,2,15,4,1 20,6,22,1,21,4,5,11 6,4,14,2,13,6,5,10]","(3 10 2 1 20 3 1 4 22 18 15 2 3 11 6 8 12 5 4 6 14 13 1 5 1 6 6 6 5 16 4 9 5 21 6 7 4 17 19 5 3,3 1 16 12 17 18 3 1 5 9 5 6 5 7 4 8 3 19 6 3 6 2 15 4 1 20 6 22 1 21 4 5 11 6 4 14 2 13 6 5 10)"
 41, 6,16,  6,  9,  0, psoPure, 34,0.18,   1.771,"[3,10,2,1 20,3 1,4,22,18,15,2,3,11 6,8,12,5,4,6,14,13,1 5,1,6,6,6 5,16,4,9 5,21,6,7 4,17,19,5,3]","[3 1,16,12,17,18,3,1 5,9 5,6 5,7 4,8,3,19,6,3,6,2,15,4,1 20,6,22,1,21,4,5,11 6,4,14,2,13,6,5,10]","(3 10 2 1 20 3 1 4 22 18 15 2 3 11 6 8 12 5 4 6 14 13 1 5 1 6 6 6 5 16 4 9 5 21 6 7 4 17 19 5 3,3 1 16 12 17 18 3 1 5 9 5 6 5 7 4 8 3 19 6 3 6 2 15 4 1 20 6 22 1 21 4 5 11 6 4 14 2 13 6 5 10)"
 41, 6,16,  6,  9,  0,psoCombS, 34,0.18,   9.273,"[3,10,2,1 20,3 1,4,22,18,15,2,3,11 6,8,12,5,4,6,14,13,1 5,1,6,6,6 5,16,4,9 5,21,6,7 4,17,19,5,3]","[3 1,16,12,17,18,3,1 5,9 5,6 5,7 4,8,3,19,6,3,6,2,15,4,1 20,6,22,1,21,4,5,11 6,4,14,2,13,6,5,10]","(3 10 2 1 20 3 1 4 22 18 15 2 3 11 6 8 12 5 4 6 14 13 1 5 1 6 6 6 5 16 4 9 5 21 6 7 4 17 19 5 3,3 1 16 12 17 18 3 1 5 9 5 6 5 7 4 8 3 19 6 3 6 2 15 4 1 20 6 22 1 21 4 5 11 6 4 14 2 13 6 5 10)"
 21, 3, 9,  5,  9,   , combine, 16,0.25,   0.000,"[1,2,13,8,0,7,11,5,2,12,0 1 0,9,1,2 1 6,1 0,10]","[1,13,2,2,9,5,0 1 0,0,8,1 0,12,1,7,10,2 1 6,11]","(1 2 13 8 0 7 11 5 2 12 0 1 0 9 1 2 1 6 1 0 10,1 13 2 2 9 5 0 1 0 0 8 1 0 12 1 7 10 2 1 6 11)"
 21, 3, 9,  5,  9,   ,combineS, 16,0.25,   0.000,"[1,2,13,8,0,7,11,5,2,12,0 1 0,9,1,2 1 6,1 0,10]","[1,13,2,2,9,5,0 1 0,0,8,1 0,12,1,7,10,2 1 6,11]","(1 2 13 8 0 7 11 5 2 12 0 1 0 9 1 2 1 6 1 0 10,1 13 2 2 9 5 0 1 0 0 8 1 0 12 1 7 10 2 1 6 11)"
 21, 3, 9,  5,  9,   ,  greedy, 16,0.25,   0.001,"[1,2,13,8,0,7,11,5,2,12,0 1 0,9,1,2 1 6,1 0,10]","[1,13,2,2,9,5,0 1 0,0,8,1 0,12,1,7,10,2 1 6,11]","(1 2 13 8 0 7 11 5 2 12 0 1 0 9 1 2 1 6 1 0 10,1 13 2 2 9 5 0 1 0 0 8 1 0 12 1 7 10 2 1 6 11)"
