size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right
 62, 8,10, 12, 33,  0,    psoN, 50,0.20,  12.993,"[15,2,6,6 7,5 0,5,0 5,0,5 3,1,4,5,3,0 0,0,5,6,17,6,6,4 1,2,6,16,1,7,8,1,7,5 10,13,1,14,5 4,11,9,0,12,2,7,3,3,5,0,0 4,7,5 5 5,4 2,1,2]","[3,4 2,4 1,0 0,1,15,0,16,3,2,5 5 5,6 7,6,0 4,3,2,1,6,0,9,4,5 0,1,13,5,7,6,14,5 10,5 4,0,17,5,5 3,7,7,2,8,5,5,11,6,12,1,0 5,7,6,2,0,1]"
 36, 4,21,  6, 11,   , combine, 31,0.14,   0.000,"[4 0,18,12,6,13,0,11,4,1 0,22,24,4,20,1,9,23,14,1 0 3,25,15,10,1 17,1,21,1,7,8,5,3,16,19]","[25,1,4,23,1 17,6,0,12,10,8,1,18,9,22,15,20,11,16,4 0,4,21,1 0 3,13,24,1,14,19,1 0,3,5,7]"
 36, 4,21,  6, 11,   ,combineS, 31,0.14,   0.000,"[4 0,18,12,6,13,0,11,4,1 0,22,24,4,20,1,9,23,14,1,0 3,25,15,10,1 17,1,21 1,7,8,5,3,16,19]","[25,1,4,23,1 17,6,0,12,10,8,1,18,9,22,15,20,11,16,4 0,4,21 1,0 3,13,24,1,14,19,1 0,3,5,7]"
 36, 4,21,  6, 11,   ,  greedy, 31,0.14,   0.003,"[4 0,18,12,6,13,0,11,4,1 0,22,24,4,20,1,9,23,14,1 0 3,25,15,10,1 17,1,21,1,7,8,5,3,16,19]","[25,1,4,23,1 17,6,0,12,10,8,1,18,9,22,15,20,11,16,4 0,4,21,1 0 3,13,24,1,14,19,1 0,3,5,7]"
 36, 4,21,  6, 11,  0,    pso1, 31,0.14,   1.242,"[4 0,18,12,6,13,0,11,4,1 0,22,24,4,20,1,9,23,14,1 0 3,25,15,10,1 17,1,21,1,7,8,5,3,16,19]","[25,1,4,23,1 17,6,0,12,10,8,1,18,9,22,15,20,11,16,4 0,4,21,1 0 3,13,24,1,14,19,1 0,3,5,7]"
 36, 4,21,  6, 11,  0,    psoN, 31,0.14,   2.109,"[4 0,18,12,6,13,0,11,4,1 0,22,24,4,20,1,9,23,14,1 0 3,25,15,10,1 17,1,21,1,7,8,5,3,16,19]","[25,1,4,23,1 17,6,0,12,10,8,1,18,9,22,15,20,11,16,4 0,4,21,1 0 3,13,24,1,14,19,1 0,3,5,7]"
 43, 5,29,  5,  2,   , combine, 41,0.05,   0.000,"[31,13,32,3,17,3,27,3,8,28,3,5,26,30,0,23,22,6 4,24,11,19 16,10,29,14,34,21,20,2,0,2,4,15,12,9,4,33,5,25,3,7,18]","[13,0,10,15,6 4,22,9,8,24,3,19 16,32,25,2,23,18,31,34,29,7,2,20,3,3,0,14,12,4,5,33,30,3,3,26,27,5,17,21,28,4,11]"
 43, 5,29,  5,  2,   ,combineS, 41,0.05,   0.001,"[31,13,32,3,17,3,27,3,8,28,3,5,26,30,0,23,22,6 4,24,11,19 16,10,29,14,34,21,20,2,0,2,4,15,12,9,4,33,5,25,3,7,18]","[13,0,10,15,6 4,22,9,8,24,3,19 16,32,25,2,23,18,31,34,29,7,2,20,3,3,0,14,12,4,5,33,30,3,3,26,27,5,17,21,28,4,11]"
 43, 5,29,  5,  2,   ,  greedy, 41,0.05,   0.005,"[31,13,32,3,17,3,27,3,8,28,3,5,26,30,0,23,22,6 4,24,11,19 16,10,29,14,34,21,20,2,0,2,4,15,12,9,4,33,5,25,3,7,18]","[13,0,10,15,6 4,22,9,8,24,3,19 16,32,25,2,23,18,31,34,29,7,2,20,3,3,0,14,12,4,5,33,30,3,3,26,27,5,17,21,28,4,11]"
 43, 5,29,  5,  2,  0,    pso1, 41,0.05,   0.134,"[31,13,32,3,17,3,27,3,8,28,3,5,26,30,0,23,22,6 4,24,11,19 16,10,29,14,34,21,20,2,0,2,4,15,12,9,4,33,5,25,3,7,18]","[13,0,10,15,6 4,22,9,8,24,3,19 16,32,25,2,23,18,31,34,29,7,2,20,3,3,0,14,12,4,5,33,30,3,3,26,27,5,17,21,28,4,11]"
