size,repeats,singles,heuristic,blocks,score,time,left,right
 60, 5, 5, combine, 34,0.44,   0.000,"[0 0,1 3,3 3,2 3 2 2,3,3 2,1,2 4,0 2,9,4,4 0 0,1 4,1,1,2 4,6,8,4 0 4,2 0,0 4,2,4 0,4 2,0,2 2 1 4,2 1 0,5,2 1,2,4 3,4,0,7]","[0 2,2 2 1 4,5,0 0,4 2,2 3 2 2,3 3,8,0,3,4,2 4,4 0 4,1 4,2 0,2,2 4,1,9,2 1 0,0,4 0,2 1,4 3,7,4,1,4 0 0,3 2,2,1 3,6,1,0 4]"
 60, 5, 5, combine, 37,0.39,   0.000,"[8,5,6,7,2 2 0,3 0,0 2,4 4,0 1 4,3 0 2,3,3 0,0 0,4 0 0,9,1 3,4 3 4,1 4,2,1 2 0,0,0,1,3 4,3,3,4,1,0,4,2 3,3,1,4,3 2,0 3,4]","[1,0 0,3,6,3 4,1 2 0,3 0 2,3 0,7,0 1 4,2,4,2 2 0,2 3,9,4 4,3 2,3,4 0 0,4 3 4,4,8,4,3 0,5,4,0,1 3,0 3,0,3,0,3,1 4,0 2,1,1]"
 60, 5, 5, combine, 39,0.36,   0.001,"[0 2,0,2 2,4 4,0 0 4,0,3 3,1 8,7 4,1 3 1,0,2 4,5,4,4 0,2,2,9,3 2 0,6,3 4,2,1,2,4 3,1,1,1 0,3 2,4 0 4,4,1 3,3,3,4,3,0,3,3]","[4,0 0 4,2 4,1 0,1,4,3 3,6,2,5,3 2,1 3 1,3,3 2 0,4 0,1,4,0 2,3,2 2,1 8,1,3 4,3,2,4 4,4 3,0,7 4,3,9,0,0,0,4 0 4,2,3,1 3,2]"
 60, 5, 5, combine, 40,0.34,   0.000,"[8,4 2,3 3,1 3,1 1,0 4,2 2,1,3 1,4,0 1,1 7,1 4,2,2 0 0,2,3 2 4,3,4 2,2,4 3,1,3,1 4,3 2,5,1,0,9,4 4,2,0,1,1,0 0,6,4,2,3,4]","[1 3,4,1,0 4,4 3,0,3,2 0 0,0,2 2,3,8,3 2 4,1 7,3,6,2,1 1,4,3 2,4 2,0 0,2,3 1,2,1,9,5,2,1,2,1 4,1,1 4,4 2,0 1,4,1,4 4,3 3]"
 60, 5, 5, combine, 38,0.37,   0.001,"[0 4,9 0,1 0,1 4 1 0,3 3,3 3,4,2 0,1,4,2 1,0 1,3,3 4,3 0,4 1,0 0 0,3 1 3,2,1 3,3,0,4 3,2,7,5,1,8,0,4,2,1,4,6 2,3,2 2,0,1]","[3 0,7,4,0 0 0,0 4,3,2 1,1,2 0,1 4 1 0,0,8,1 0,2,3 1 3,5,4,3 4,1,0,3,1 3,2,3 3,2 2,6 2,4 3,9 0,0 1,1,3,4,4,4 1,1,2,0,3 3]"
 60, 5, 5, combine, 35,0.42,   0.000,"[2 4,3 1,1 4,3 3,2 2 2,0,0,2,1 3,1,5,7,2,6 0,3 2,3 3 1,4 2 3,8,1 3,0,1 9 1 3 4,4 1,3 0,4 1 1,3,3,2,4 4,3 4,4,4 3,2,4,4,3]","[4,3 2,0,3 0,3,4 2 3,5,4,3 1,4 3,1 4,4 1 1,2,3 3,3,0,6 0,1 3,3,2 2 2,3 3 1,1,2,7,1 3,3 4,1 9 1 3 4,2,8,4 4,4 1,2,2 4,4,0]"
 60, 5, 5, combine, 43,0.29,   0.001,"[2 0,0 3,4 1,3 4,3 2,0,2 1,3 1,0 3,2 4,4 3,1,9,1,0 3,3 3,2,0 0,2,4,8,3 3,3 7,4,2,4 3,4,2,1,1,0,0,0,3,3,6,2,4,5,3,3,4 4,1]","[2 0,4 3,6,1,2,3 7,3,0,0 3,1,4,2 4,0 3,3 2,3,3 4,8,2,3,5,2,2,2 1,0,4 4,0,4,3 3,0 0,4 1,4 3,3 1,2,0 3,1,4,9,3,1,3 3,0,1,4]"
 60, 5, 5, combine, 38,0.37,   0.000,"[3 1 0,9,3 1,8,6,1 5,0 3 2,4 0,2 3 2,2,4 2,1 3,3,0 1,2 1 0,2,4,3 4,4,4,3 2 0,2 3,1 1,1 7,4,4,3,0,3,1 2,1 3,3,1,1,1,2,4,0]","[2,2 3 2,1 5,4,1 3,2 3,9,8,3,3 4,0 3 2,1 3,2 1 0,4,1,4,3 1,3 2 0,4 0,3,4,1,0 1,4 2,0,4,3 1 0,0,1 2,1 1,2,3,2,6,3,4,1,1 7]"
 60, 5, 5, combine, 39,0.36,   0.000,"[1 2,6,2 1 2,2 1,3 2,3 2,3 1 4,2 2 0 3,4,2 4,1,0 1,2,3,5,3,1 2,2,8,4,4,0,4 3,3 3,0,1,2,3,9,3 3 3,1,0,0,0,0,4 3 0,0 3,3,7]","[3 2,1 2,2 4,3 2,0,2,0,0 1,3 3,4,9,0,3 3 3,6,0,2,2 1 2,0,1 2,5,0 3,2 2 0 3,0,8,7,1,3,3,4,1,4 3 0,3,2 1,2,3 1 4,4,1,4 3,3]"
 60, 5, 5, combine, 37,0.39,   0.000,"[2 1,2 4,4 4 3,1 3,8,3 4,2 1 3,0,1,9,3,0 2 2 1,2 4 0,2 3,2 2,1 1,1 4,0 2,4,1,2 4,5,2,0,3 1,1,1,0 4,1,1 4,4,4,6,3,0 4,7,2]","[4,5,2 1 3,1 1,2 1,1,1 3,9,0 4,3,2 4,1,2 3,6,1,7,1,8,2,2 4 0,0 2,1,3 4,1 4,1 4,3,4 4 3,4,0 4,2 4,0,0,2 2,2,3 1,0 2 2 1,4]"
 60, 5, 5, combine, 37,0.39,   0.000,"[3 3,3 6,4 0,2 2,1 0,3 0,4 4 2,2 2,5,4 2,2,0,8,7,1,3 3,3 2 2 3,1,2 3,1,2,0 4,0,0 3,1 4,4,4,2 4,4,3 2,1,0 3 2,0,3,3,9,2 1]","[3,1,1,2 2,3 2,4,3 3,4 0,0,1,1 4,2 2,0 3 2,3 3,2 4,0,2 1,1 0,2,9,3 2 2 3,2,4 4 2,3 0,0 3,2 3,3 6,1,4 2,4,8,3,0 4,4,0,7,5]"
 60, 5, 5, combine, 39,0.36,   0.000,"[1,1 4,2 3 4 0 2,1 2,8 0,4 2,4,1,1,4 0,2 9,3 0,0,7,3 0,0 0 0,4 0,0,2 0,0 1,4,3,1,0,2 1,2,2,3 2,4,3,1,5,2,6,1,0,3 0 3,2,3]","[2 9,6,4 2,0 0 0,1,7,2,2 1,2 3 4 0 2,3,3,4,2 0,1,3 2,1,3,2,4,4 0,3 0 3,1 4,0,1 2,1,0 1,8 0,0,0,5,1,2,3 0,3 0,4 0,2,4,0,1]"
 60, 5, 5, combine, 37,0.39,   0.000,"[2 4 4,6,4 3,4 0,2,8,0 0,0 3,3 3,4 4 1,0 4,3 0 0,2,7 1,1,2 1,0 4,1 1 3,1,3,4,0,2 2,3,3 1,2,4 2,2,4 2,0 0,9,5,0,4 2,4,1,3]","[4 2,2 1,4 2,3 3,0,1,0 0,4 4 1,7 1,2,0 3,0,6,1,0 4,5,2 4 4,2 2,4,8,2,1,4 0,3,1 1 3,3 1,4 2,0 4,2,3,9,4,2,0 0,3 0 0,3,4 3]"
 60, 5, 5, combine, 36,0.41,   0.000,"[2 0,3,4 7,3 0,0 2,0 0,3,3 1 4,4 2,5 1,4 0,3 2,3,4,9,1 3,3 0,0 4,1,4,8,0 1,2,0 4,6,1 2,2 4,2 4,2,3 3 0,4 2,1,2 2,0,4 4,1]","[3 2,4,2 0,4,3 1 4,3 3 0,1 2,8,4 2,3 0,4 0,0 2,1,2 4,3 0,1 3,0,4 7,5 1,0 1,1,3,2 2,9,3,2,0 0,1,0 4,4 2,2 4,6,4 4,0 4,3,2]"
 60, 5, 5, combine, 39,0.36,   0.000,"[8,0,5,1 3 1 2 1,2 2,3 2,2,7,1,3,0 4,1 2,2 4,1 1,3 3,0,4 4,3,3 2,3,1 4,4,0 0 0,4,0 2 1,0 1,1,4,1 2,3,0,1,2,6,0,1 1,9,1,2]","[4,3,9,2 4,4,3 2,1,2 2,4 4,1,5,8,3,1 2,1,0,3,1 1,0 4,2,3 2,1 4,0 2 1,1 2,1 1,0 1,0,2,1,7,3,2,1 3 1 2 1,4,3 3,6,0 0 0,0,0]"
 60, 5, 5, combine, 39,0.36,   0.000,"[2 3,3,4,0 0,9,4 1,2,2,2 1,1,3,4 3,4 1 4,2,3 3 3 0,0,4 3,1,0,1 4,6,7 2,2 1,0,8 3,5,4,0,0,1,3,4 3 2,3,4 4 4,0 3,1,0,0,2 1]","[0,4 1,0 0,3,0 3,0,6,1,8 3,0,4 3 2,0,3,1 4,4,2 1,4 3,0,4 1 4,1,2,0,3,0,3 3 3 0,2 1,2 1,4 3,3,2,5,7 2,1,4 4 4,2 3,4,9,2,1]"
 60, 5, 5, combine, 34,0.44,   0.000,"[3 0 4 0,2 3,7,1,9,0 0,2 3,4 0 4,4 4,2,5,0 3,2,3 1 3,3 0 2 4 1,2 2,4,0 3,8 3,0 1 3,4,0,2,3 4,0,1,4 3 1,1,6 3,3,3,2,3,2 2]","[6 3,3 1 3,9,3 4,3 0 4 0,8 3,2,4,1,0 1 3,2 2,0 3,5,4 4,3,4 3 1,3 0 2 4 1,1,2,7,2 2,2,4,3,0,2 3,2 3,2,0 3,3,1,0 0,0,4 0 4]"
 60, 5, 5, combine, 38,0.37,   0.000,"[1 1,2 3,2 2,3 3,1 0,1 3,2,3 1 4,4 4,2 0,4,0 2,4,1 4,0 4,0,0 4,3 7 4,8,3 0,4,9,0,5,3,1,2,6,2 0,1 1,1,2 2,3 2 1,3,1,1,0,3]","[3,2 0,0,1 0,0 4,1 1,3 7 4,3 2 1,6,4 4,1 4,3,2 0,1 3,1,3 3,0 2,9,1 1,3 0,2,1,4,3,8,4,2 2,1,4,3 1 4,1,5,0,2 3,0 4,2,0,2 2]"
 60, 5, 5, combine, 36,0.41,   0.001,"[4 0 2,0 0,1 1,3 0,4 3,3 3,3 2,1 1 3,0 2,0 1 2 3,9,8 4,2,0 2 1,4 3,6 4,1,1,3 3,0,1 2,2,4,0,5,2 2,1,2 2,4,3 4,2,2,3,3,0,7]","[2,9,2,1 1,2,4 0 2,3 2,7,0 2 1,3,6 4,0,3 3,1,4,0 2,3 3,1 2,0 0,3 0,2 2,3,0 1 2 3,0,2,1,5,0,3 4,4 3,1 1 3,4 3,2 2,8 4,1,4]"
 60, 5, 5, combine, 37,0.39,   0.000,"[4 4,3 0,2 2 0 0,0 3,4 1,3 0,4 0,3,7,2 0,0 2,1 4,1,3 4,0 1,3 1,8,3 2 4,9,4,4 2,3,0,2 1,0 0,1 0,5,2,4,4 0,2,6,4 2,1,2,1,0]","[4 0,2 0,4 2,0 1,9,8,0 3,3 1,0 0,7,4 1,2 2 0 0,2,3,3 0,1 4,2,2,4 4,4,1,4 0,0,0,1,3 0,3,0 2,6,3 4,1 0,3 2 4,4,2 1,4 2,5,1]"
 60, 5, 5, combine, 33,0.46,   0.000,"[8 3,1 2 1,6,0 3 0 2,4 3,2 7,0 3 2,0 0 1,2 2 2,0 5,2,2 3,2,1 0,1,1 0 4,0,0,3 3,0,0,4,3 3 4,4 4 4,0,4,2,2,9,2 0,1 4,2 0,3]","[2,4,8 3,3 3 4,2 3,0 3 0 2,2 0,2 2 2,2,0 0 1,0,1 0,2,4,0,2 0,0 5,0 3 2,1 2 1,9,0,2 7,3 3,4 4 4,2,0,1 4,1 0 4,1,6,3,0,4 3]"
 60, 5, 5, combine, 37,0.39,   0.000,"[3 4 0,4,9,3 1,0 1,4 1,4 2 3,3 1,8,4 4,1 2,1 3,2,0 2,4,1 1,2 3,6,2,3 4,1,3 3,7,4 2,4,4,1,0,2 2,4,5,3 3 0 4,1,2 4,4 3,3,2]","[4 4,8,2,0 1,2,5,2,2 3,7,2 2,1 1,4,3 1,9,0,4,3 3,3,2 4,3 4 0,6,0 2,3 1,4 1,1,1,1 3,4,3 4,3 3 0 4,4 2 3,4 3,4 2,1,4,1 2,4]"
 60, 5, 5, combine, 38,0.37,   0.001,"[3 2 2,0 1,2 2,2,9,4 1,0 0,1 1,2 3,4,0 8,2 3,0 4,2 4,3,4,4,4 5,1 2,4 2,0 2,2 3 2,1,2,3,4 1,2,3,2 2,0 2,7,2 0,6,2,2,4,0,0]","[2 0,3,1,2 2,4,2 4,2,0 0,0,6,4 2,2 3,3 2 2,4 5,0 2,4,2,4 1,1 2,2,0 4,4,2 2,4 1,0 2,0,0 1,4,2,0 8,1 1,3,9,3,2 3 2,7,2 3,2]"
 60, 5, 5, combine, 39,0.36,   0.000,"[2 0,1 2,4 7,4 0,4 0 0,4,0 2,3 2,9,1 2 4,4,0 3 2,1,2 1,2 2 2,3 0,3,2 0,3,2,3,2,2,1,8,4,0 2,3,2,0 4,4,0,1,4,5,0,1 6,4 1,0]","[2,2 0,4,3,4,1 6,1,4 7,0 2,2,8,3,1,4 0,2 2 2,2 0,0 3 2,4,4 1,0 4,2,3 0,1 2,0,5,3,4 0 0,0 2,2 1,9,3 2,0,2,1 2 4,3,4,1,0,4]"
 60, 5, 5, combine, 40,0.34,   0.000,"[1 1,7 3,2,9 3,3 1 0,2 1,1,5,2 4,4 4,2 2,8,3 0,3,0 2,1 4,1 0,0 1,4,1 3,0 2,0 1,1,3,2,1 1,3,0,0,0,0,2,1,3,6,1,4,0,0,2 3 3]","[4 4,3 0,2,0 1,2,0,2 2,0,4,2 3 3,9 3,0,6,3,2 4,0,3 1 0,1 4,1 1,8,4,0 2,2 1,0 2,1 0,1,0 1,0,7 3,3,3,1,2,5,1,0,3,1,1 3,1 1]"
 60, 5, 5, combine, 41,0.32,   0.000,"[3,1 1,0 1,0 0,1 2,2,2 4,0 1,3 2,1,4 0,0 3,3,7 1 1,2 1 1,0 2,2 1,4,2,0 1 0,4,1,1,0,3,1 3,4,1,4,2,5,2 3,0,2,0,8,6,1,4,0,9]","[1 1,4,4,0 1,4,8,1 2,1,0 1,4 0,2 1 1,9,0 0,5,1,2,3 2,3,0 1 0,0,0,1,2 3,2 4,2 1,3,0 3,2,6,4,4,0 2,3,0,1 3,0,7 1 1,1,2,1,2]"
 60, 5, 5, combine, 42,0.31,   0.000,"[1 4,5,4,3 1 3,2 1,3 4,0 0,2,4,3,1,1,1,7,0 0,2 2 0,0 0,8,2 0,0,1 3,3 4 0,2 2,6,2,4,2,2,4,3,2 3,2 1,1,1 3,3,2,9,4,2,1,1,0]","[3 1 3,1,2 3,3 4,1,2,3 4 0,6,4,0 0,1,2 0,1,2 2 0,1 3,2,0 0,3,3,4,0,2,1 4,8,4,1,2,7,2,2 1,5,2,0,9,3,4,1,0 0,2 1,4,2 2,1 3]"
 60, 5, 5, combine, 40,0.34,   0.000,"[4 1,1 2,7,2,1 1,4 0,4 0,1,5,6,0 1,4,3 0,1,3,3,2 4,0 4,4 0 1,8,0 0,1 0 1,1,0,2,4 2,2 0 3,0,1,0,9 4 0,1,4,4,4,0,3 1,4,0,2]","[1 1,1 2,2 0 3,4,5,1,9 4 0,0 1,4 0,0 0,0 4,2,0,4,4 2,6,4 0 1,4 1,0,7,4,1,2 4,1,3 0,3,1 0 1,2,3 1,1,2,3,1,8,4,4 0,0,0,0,4]"
 60, 5, 5, combine, 36,0.41,   0.000,"[3 3,0 3,4 1,5,2 2,2 0,0 3,4,1 0,3 6,3,3 1,2 3,4,1 2,2 1,0 1,2,2,0 3 1 1,1 1,1,0,3 1,1 2,2,2,0,3 8,0,1,7,3 2 3 1,0,1 3,9]","[2,1 2,3 1,4 1,9,1,0 3,0,2,3 6,1 0,4,3 8,0 3,2 0,3 2 3 1,3 1,3 3,2,7,0 1,1,2 2,5,1 3,0,0,2 3,0,0 3 1 1,2 1,1 1,3,4,2,1 2]"
 60, 5, 5, combine, 37,0.39,   0.000,"[4 2,2 2,2 1,1 3,0 4,2,0 4,4,3 0,4 1,8,2 3,0 2,3,7,4,1 3,0 1,0 3 2 1,6,1 1,1 2,3 1 2,1 0,2 2,1,0 3,5,0,1,2 4,1,9,3,2,2,2]","[1,2 2,0 3 2 1,5,1 3,1 2,3 0,1 1,2,1 3,2 2,2,9,1,0 4,8,4 2,0 4,0 1,4,2 1,3,0,4 1,1,6,0 2,7,2 4,2,1 0,3 1 2,4,2 3,2,3,0 3]"
 60, 5, 5, combine, 38,0.37,   0.001,"[2 2,3 2,3,4 3,6,1 0,3,4,3,4,3,1 4,0 3 0,1 1,4 4 1 4,0 1,2 4,1,1,8,0,7,0 3,0 0,5 4,4,4,2 2,1 2 3,1 9,0 1,1,4 1,2,0,0,1,2]","[1 2 3,0,4,0 0,1 0,4,0,4,3 2,1 4,1,5 4,0 3 0,3,2 2,2,0 1,0 1,0 3,3,2,1,7,4,1 9,1,2 4,2 2,6,4 1,0,4 3,1 1,3,3,8,4 4 1 4,1]"
 60, 5, 5, combine, 40,0.34,   0.000,"[1 4,1 1,1 3,2 1,3 2,2,3 1,0 4,3 0,0 0,4 3,4 0,8,3 2,6,1,7,3,4,0 3,2,0,3,4,1 3 0,4 2,5,1,2,9,4,0,3,4 4,4 4,1,4,2 1 3,2,3]","[4,3 1,2,1 3 0,1 1,7,0 3,0 4,0 0,1 3,3,1,6,4,1 4,4,2 1,2,5,0,4,9,4 2,4 4,2 1 3,4 0,3,3 2,0,1,8,1,3 2,4 4,4 3,3 0,3,3,2,2]"
 60, 5, 5, combine, 37,0.39,   0.000,"[1 4,2 1,2 2,0 1 2,1,2,4 1 0,2 3 4,3 2,0 0,0,4 4,3 0,0 3,0 1,1 4,4 0 2 3,7,9,4,3 3,4,8,0,1,6,3,3 1,2,0,0,4,4 1,0 3,3,2,5]","[0 1 2,0,2 3 4,4 0 2 3,8,4 1 0,2 1,1,0,3 0,1,0 0,3,1 4,0,0 1,0,2 2,4,2,2,9,3 3,6,4,0 3,7,4 1,3 1,4 4,0 3,4,2,3 2,5,3,1 4]"
 60, 5, 5, combine, 37,0.39,   0.000,"[0 1 4,3 0,2,4 2,4 3 3,4 3,2 3,3 2 0,5,1 3,8,4 3 3,3 4,2 7,2 1,1 2 2,0,9,4,2 2,4 1,1 4 3,3,3,2,1,3,3,0,1,4,2 3,2,1,6,1,0]","[4,0,4 3 3,3 0,5,4 3,0,3 2 0,2 1,4 3 3,2 7,6,0 1 4,2 3,2 3,1,1 3,3,1,4 2,0,4 1,1 2 2,2,1 4 3,2,8,3,2 2,3 4,3,1,1,9,2,3,4]"
 60, 5, 5, combine, 38,0.37,   0.001,"[9,0 1,4 1,2,3 2,4 3 1 2,1 3,1 0,1 3,2,4 0,0 1 3,3 1,3 1 2,0,2 0,3 3,4 4,4,0,1,1 2,1,2,4,7,1,3,5,1 0,8,4 2,2,6,2,4,0,1 4]","[2,8,1,1 3,4,2 0,6,1 2,2,1,5,4 3 1 2,4 2,1 3,3 3,7,2,4 1,3,4,3 2,0 1,2,1 4,3 1,1 0,3 1 2,9,1,4 4,2,0 1 3,0,0,4,1 0,0,4 0]"
 60, 5, 5, combine, 36,0.41,   0.000,"[4 1,2 3,4 4,1,7,2 0,9,0,6,1 0,0 0,4 2 0,1,0 8 2,0 3,3 3,3 1,0 2 3,4 3,2,4,0 1 2,2 0,2,0,5,4 1 3,0,2 2,3 0,3 0,3,4,3,2,1]","[4,3 3,1,3 0,4 3,3 0,2 3,4 1,6,4,1 0,3 1,2 2,2,2,3,3,0 0,4 4,2 0,0 2 3,0 1 2,4 2 0,7,0,0 8 2,1,1,4 1 3,9,2,5,0,2 0,0,0 3]"
 60, 5, 5, combine, 38,0.37,   0.000,"[1 4 4,1 0,1,0,1 3 3,4,6,4 2,7,2 3 3 3,4 2,1 4 3,4 4,3 3,1 4,4,2 1,9,4,2 0,3 4,4 3,3 2,3 0 3,1,8,0,4,0,1,3,2,5,0,4,2,3,0]","[2 3 3 3,0,0,1 4 4,3 3,4 4,4,1,5,4 2,1 0,3 4,0,0,0,3 2,2 0,8,1,9,2,4 3,2 1,1 4 3,1 3 3,1 4,7,4,3 0 3,2,4,4,1,6,3,4,3,4 2]"
 60, 5, 5, combine, 35,0.42,   0.000,"[0 2,1 2,0 4,0 3,9 4,4 2,3,3 4,1 3 1,2,1,5 0 2,3 4,3,4 0,2 3 2,6,0 3 0,2,1 0,0 0,4 0,0,4,0 0,1 1,1,0,1 7 3,0 3,8,3,1,0,4]","[3,0 0,0 0,0 3,2,4,1 2,4 2,0,0 2,8,1,2,4 0,3,1 3 1,0 3 0,5 0 2,0 3,2 3 2,0 4,4,1 7 3,1 0,1,3 4,4 0,3 4,9 4,3,0,0,1 1,6,1]"
 60, 5, 5, combine, 39,0.36,   0.000,"[1 2 0,9,4 1 2 3,4 2,3 0,2,5,2 4 4,2 1,3 3,4 3,3,3 2,0,2,6,3,3 2,1,4 2,1 2,1,1,4,0,8,1,0,2 2,4 4,3 4,0,7,0,2 2,4,3,2,3 0]","[1 2 0,3,2 4 4,3 4,4 1 2 3,1,3,6,2,7,4 3,1,2 1,9,0,3 2,4 4,5,1,3,1 2,4 2,2 2,4 2,0,1,3 0,3 2,8,2 2,2,0,3 0,0,4,3 3,2,0,4]"
 60, 5, 5, combine, 38,0.37,   0.000,"[0 1,2 1,2 2 0,3,4,4,4 2 2 0,2 2 4,8,4 2,4 0 1,1 2,0,1 5 1 2,6,4,0,3 2,1,1,3 2,2,0,0,1,3 3,7,3,0 4,3,2 2,3,2,3,4,4 1,1,9]","[3 3,1,4,3 2,4 0 1,4,3,2 2 0,4,1 2,3,1,4,6,3,3,1,0 1,8,0,2,4 1,0,2 1,3,2 2 4,1,4 2 2 0,7,4 2,0 4,9,3 2,0,2 2,2,1 5 1 2,0]"
 60, 5, 5, combine, 39,0.36,   0.000,"[2 0,1 2,4 3,1 4,3 2,7,3,5,0 4,9,1 2,4 1,3,6,1 4,4 1,3 1,0,0,4 3 3,2,4 1 1,0,1 1,1,1,4,1,1 3,4 0,2,2,4 4 4,3 3,3,1,8,0,2]","[5,4 1 1,1 1,0,7,4 0,3 1,8,3 3,2 0,4 1,0,1 4,9,6,3,4,0 4,2,1 3,1,0,1 2,1,1 2,2,4 3 3,4 3,1,3 2,3,4 4 4,0,1 4,3,4 1,2,1,2]"
