Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
(size=100 #rep=2 #sing=5 shuffle=Chars)/combine,4.0663655169681273e-4,4.0605530166441497e-4,4.074354939649097e-4,2.490884077297242e-6,2.1567221893077994e-6,2.8800624306982237e-6
(size=100 #rep=2 #sing=5 shuffle=Chars)/combineS,3.4949622763649226e-3,3.4514511229514857e-3,3.546822069441633e-3,1.6526142257894692e-4,1.3023206894717664e-4,2.138660163426314e-4
